cond,w,seed,step,ret,success
C,0.1,1,65536,-1.228007030837676,0.0
C,0.1,1,81920,-1.295474712252617,0.0
C,0.1,1,98304,-1.338793439269066,0.0
C,0.1,1,114688,-1.372033285498619,0.0
C,0.1,1,131072,-1.3731247878074646,0.0
C,0.1,1,147456,-1.3531772249937057,0.0
C,0.1,1,163840,-0.23937227740883826,0.57
C,0.1,1,180224,-0.49061388716101645,0.44
C,0.1,1,196608,-0.793456054776907,0.28
C,0.1,1,212992,-1.0889489826560022,0.115
C,0.1,1,229376,-0.7934150570631027,0.245
C,0.1,1,245760,-0.7687104165554046,0.26
C,0.1,1,262144,-0.7482454031705856,0.27
C,0.1,1,278528,-0.7826941874623299,0.255
C,0.1,1,294912,-0.7807843996584416,0.25
C,0.1,1,311296,-0.49705502718687056,0.38
C,0.1,1,327680,-0.5294244092702866,0.37
C,0.1,1,344064,-0.4968309089541435,0.385
C,0.1,1,360448,-0.7533759732544422,0.245
C,0.1,1,376832,-0.6600436493754387,0.28
C,0.1,1,393216,-0.556206416785717,0.335
C,0.1,1,409600,-0.47313832730054856,0.395
C,0.1,1,425984,-0.554054850190878,0.355
C,0.1,1,442368,-0.527053060233593,0.37
C,0.1,1,458752,-0.5482276655733586,0.355
C,0.1,1,475136,-0.42815708100795746,0.415
C,0.1,1,491520,-0.4337852023541927,0.415
C,0.1,1,507904,-0.5544119793176651,0.355
C,0.1,1,524288,-0.5753387711942196,0.34
C,0.1,1,540672,-0.4879221552610397,0.38
C,0.1,1,557056,-0.38633338168263437,0.44
C,0.1,1,573440,-0.37221657156944277,0.45
C,0.1,1,589824,-0.3951452688872814,0.44
C,0.1,1,606208,-0.4334440313279629,0.42
C,0.1,1,622592,-0.32415308475494387,0.485
C,0.1,1,638976,-0.2989518021047115,0.495
C,0.1,1,655360,-0.4102712285518646,0.43
C,0.1,1,671744,-0.441851364672184,0.41
C,0.1,1,688128,-0.43911256939172744,0.405
C,0.1,1,704512,-0.34910381093621257,0.43
C,0.1,1,720896,-0.4166752055287361,0.41
C,0.1,1,737280,-0.41621052846312523,0.425
C,0.1,1,753664,-0.4410383589565754,0.41
C,0.1,1,770048,-0.44602024510502813,0.405
C,0.1,1,786432,-0.41692967727780345,0.425
C,0.1,1,802816,-0.4396546144783497,0.415
C,0.1,1,819200,-0.4627535888552666,0.395
C,0.1,1,835584,-0.4599395626783371,0.39
C,0.1,1,851968,-0.46133601531386376,0.395
C,0.1,1,868352,-0.42377824023365973,0.425
C,0.1,1,884736,-0.43503931909799576,0.43
C,0.1,1,901120,-0.3998712228238583,0.45
C,0.1,1,917504,-0.41607255533337595,0.43
C,0.1,1,933888,-0.4267596234381199,0.415
C,0.1,1,950272,-0.4489903324842453,0.395
C,0.1,1,966656,-0.44437282338738443,0.405
C,0.1,1,983040,-0.3962372887134552,0.44
C,0.1,1,999424,-0.3937289468944073,0.44
C,0.1,1,1015808,-0.3720815968513489,0.45
C,0.1,1,1032192,-0.38085620298981665,0.425
C,0.1,1,1048576,-0.3221586085855961,0.455
C,0.1,1,1064960,-0.3490177208185196,0.44
C,0.1,1,1081344,-0.39040388032794,0.435
C,0.1,1,1097728,-0.4631888881325722,0.39
C,0.1,1,1114112,-0.48838713064789774,0.385
C,0.1,1,1130496,-0.4500220446288586,0.405
C,0.1,1,1146880,-0.4218802800774574,0.425
C,0.1,1,1163264,-0.3774223370850086,0.445
C,0.1,1,1179648,-0.3609669280052185,0.44
C,0.1,1,1196032,-0.27664665654301646,0.495
C,0.1,1,1212416,-0.3091746982932091,0.47
C,0.1,1,1228800,-0.32264134272933004,0.475
C,0.1,1,1245184,-0.43624012723565103,0.415
C,0.1,1,1261568,-0.34828806728124617,0.465
C,0.1,1,1277952,-0.3295259854197502,0.47
C,0.1,1,1294336,-0.32222563937306403,0.465
C,0.1,1,1310720,-0.4081546370685101,0.425
C,0.1,1,1327104,-0.4556997752189636,0.395
C,0.1,1,1343488,-0.5006891639530658,0.37
C,0.1,1,1359872,-0.48504265159368515,0.375
C,0.1,1,1376256,-0.4882290470600128,0.39
C,0.1,1,1392640,-0.424556050747633,0.425
C,0.1,1,1409024,-0.30779157385230066,0.495
C,0.1,1,1425408,-0.3370700888335705,0.47
C,0.1,1,1441792,-0.29073909774422646,0.5
C,0.1,1,1458176,-0.32848562091588973,0.475
C,0.1,1,1474560,-0.3266975735127926,0.465
C,0.1,1,1490944,-0.36352145060896873,0.445
C,0.1,1,1507328,-0.39769882142543794,0.445
C,0.1,1,1523712,-0.33294170871376993,0.495
C,0.1,1,1540096,-0.34873361825942994,0.475
C,0.1,1,1556480,-0.40346292331814765,0.43
C,0.1,1,1572864,-0.3948514598608017,0.435
C,0.1,1,1589248,-0.48858690351247785,0.375
C,0.1,1,1605632,-0.44258479341864587,0.405
C,0.1,1,1622016,-0.4338339395821095,0.405
C,0.1,1,1638400,-0.29043141707777975,0.49
C,0.1,1,1654784,-0.2570939488708973,0.515
C,0.1,1,1671168,-0.3108371190726757,0.475
C,0.1,1,1687552,-0.38513719365000726,0.445
C,0.1,1,1703936,-0.3765235501527786,0.425
C,0.1,1,1720320,-0.3355034875869751,0.45
C,0.1,1,1736704,-0.41263178661465644,0.395
C,0.1,1,1753088,-0.38970945209264757,0.425
C,0.1,1,1769472,-0.3325402365624905,0.465
C,0.1,1,1785856,-0.28247658133506776,0.5
C,0.1,1,1802240,-0.2908522783219814,0.495
C,0.1,1,1818624,-0.37565150022506716,0.445
C,0.1,1,1835008,-0.2844729156792164,0.495
C,0.1,1,1851392,-0.255092366784811,0.51
C,0.1,1,1867776,-0.2250319555401802,0.53
C,0.1,1,1884160,-0.30885487332940104,0.465
C,0.1,1,1900544,-0.3784709459543228,0.415
C,0.1,1,1916928,-0.37308593213558194,0.42
C,0.1,1,1933312,-0.39007426843047144,0.42
C,0.1,1,1949696,-0.28678431928157805,0.49
C,0.1,1,1966080,-0.31337455004453657,0.47
C,0.1,1,1982464,-0.2620085442066193,0.505
C,0.1,1,1998848,-0.32388957068324087,0.48
C,0.1,2,32768,-1.08099465072155,0.0
C,0.1,2,49152,-1.1547631993889809,0.0
C,0.1,2,65536,-1.2158081707538375,0.0
C,0.1,2,81920,-1.2756373220682145,0.0
C,0.1,2,98304,-1.3319774788618088,0.0
C,0.1,2,114688,-1.3799224263429641,0.0
C,0.1,2,131072,-1.3739963698387145,0.0
C,0.1,2,147456,-1.3582696950435638,0.0
C,0.1,2,163840,-0.3017566156387329,0.52
C,0.1,2,180224,-0.44547678232192994,0.45
C,0.1,2,196608,-0.6717990016937256,0.335
C,0.1,2,212992,-1.0238851733505725,0.145
C,0.1,2,229376,-0.7842974862456322,0.255
C,0.1,2,245760,-0.7638001172244548,0.26
C,0.1,2,262144,-0.8526600371301174,0.225
C,0.1,2,278528,-0.8209599681198597,0.235
C,0.1,2,294912,-0.8181369575858116,0.235
C,0.1,2,311296,-0.518204056918621,0.375
C,0.1,2,327680,-0.5349443419277669,0.36
C,0.1,2,344064,-0.5370599699020385,0.355
C,0.1,2,360448,-0.6751601348817349,0.285
C,0.1,2,376832,-0.5818892405927181,0.345
C,0.1,2,393216,-0.4360626022517681,0.42
C,0.1,2,409600,-0.4719573751091957,0.39
C,0.1,2,425984,-0.5008157613873482,0.38
C,0.1,2,442368,-0.5194497135281563,0.375
C,0.1,2,458752,-0.5060125371813774,0.39
C,0.1,2,475136,-0.40442790523171424,0.435
C,0.1,2,491520,-0.429188030064106,0.425
C,0.1,2,507904,-0.43558194071054457,0.425
C,0.1,2,524288,-0.4067566324770451,0.43
C,0.1,2,540672,-0.3888537099957466,0.425
C,0.1,2,557056,-0.3737530225515366,0.425
C,0.1,2,573440,-0.389948118776083,0.425
C,0.1,2,589824,-0.43639436215162275,0.405
C,0.1,2,606208,-0.45635132312774657,0.4
C,0.1,2,622592,-0.42037410378456114,0.405
C,0.1,2,638976,-0.3495629431307316,0.44
C,0.1,2,655360,-0.3457205894589424,0.44
C,0.1,2,671744,-0.3652015635371208,0.43
C,0.1,2,688128,-0.4281320324540138,0.405
C,0.1,2,704512,-0.3921039101481438,0.43
C,0.1,2,720896,-0.42067402943968774,0.42
C,0.1,2,737280,-0.3636508421599865,0.46
C,0.1,2,753664,-0.3841598044335842,0.45
C,0.1,2,770048,-0.3460254639387131,0.47
C,0.1,2,786432,-0.337779488414526,0.455
C,0.1,2,802816,-0.3648689378798008,0.425
C,0.1,2,819200,-0.33796378284692763,0.445
C,0.1,2,835584,-0.3711261701583862,0.435
C,0.1,2,851968,-0.3773512573540211,0.45
C,0.1,2,868352,-0.30454386070370676,0.48
C,0.1,2,884736,-0.3757127259671688,0.445
C,0.1,2,901120,-0.43718763187527654,0.41
C,0.1,2,917504,-0.4167491368949413,0.425
C,0.1,2,933888,-0.3835972610116005,0.43
C,0.1,2,950272,-0.34901332974433896,0.465
C,0.1,2,966656,-0.3971508231759071,0.44
C,0.1,2,983040,-0.39130705207586286,0.445
C,0.1,2,999424,-0.4695328813791275,0.395
C,0.1,2,1015808,-0.4354818417131901,0.41
C,0.1,2,1032192,-0.38176038399338724,0.445
C,0.1,2,1048576,-0.3319214153289795,0.475
C,0.1,2,1064960,-0.3664183700084686,0.465
C,0.1,2,1081344,-0.3848516499996185,0.44
C,0.1,2,1097728,-0.3943620900809765,0.44
C,0.1,2,1114112,-0.37361386135220526,0.445
C,0.1,2,1130496,-0.4140245571732521,0.425
C,0.1,2,1146880,-0.36702478289604185,0.44
C,0.1,2,1163264,-0.3893795022368431,0.425
C,0.1,2,1179648,-0.3128350792825222,0.475
C,0.1,2,1196032,-0.3337777879834175,0.455
C,0.1,2,1212416,-0.37454428285360336,0.445
C,0.1,2,1228800,-0.34745530128479,0.46
C,0.1,2,1245184,-0.32276058822870257,0.49
C,0.1,2,1261568,-0.325523888617754,0.48
C,0.1,2,1277952,-0.37610582515597346,0.46
C,0.1,2,1294336,-0.35424633249640464,0.465
C,0.1,2,1310720,-0.32221745178103445,0.48
C,0.1,2,1327104,-0.294078675955534,0.5
C,0.1,2,1343488,-0.2530415312945843,0.525
C,0.1,2,1359872,-0.27973022490739824,0.505
C,0.1,2,1376256,-0.31344844207167627,0.485
C,0.1,2,1392640,-0.33798754438757894,0.46
C,0.1,2,1409024,-0.2792152515053749,0.495
C,0.1,2,1425408,-0.33414253070950506,0.48
C,0.1,2,1441792,-0.3440098863840103,0.47
C,0.1,2,1458176,-0.43002907291054726,0.41
C,0.1,2,1474560,-0.4583783887326717,0.385
C,0.1,2,1490944,-0.4258147418498993,0.4
C,0.1,2,1507328,-0.33567817866802213,0.47
C,0.1,2,1523712,-0.25506635770201685,0.52
C,0.1,2,1540096,-0.3397723938524723,0.465
C,0.1,2,1556480,-0.2987964065372944,0.495
C,0.1,2,1572864,-0.3660299389064312,0.46
C,0.1,2,1589248,-0.3870594049990177,0.445
C,0.1,2,1605632,-0.3915893957018852,0.44
C,0.1,2,1622016,-0.3904765194654465,0.435
C,0.1,2,1638400,-0.3643332366645336,0.45
C,0.1,2,1654784,-0.3632743349671364,0.45
C,0.1,2,1671168,-0.38449418783187866,0.435
C,0.1,2,1687552,-0.33277669101953505,0.46
C,0.1,2,1703936,-0.2883612030744553,0.47
C,0.1,2,1720320,-0.30354434460401536,0.465
C,0.1,2,1736704,-0.28141880393028257,0.47
C,0.1,2,1753088,-0.315321836322546,0.47
C,0.1,2,1769472,-0.3595421274006367,0.455
C,0.1,2,1785856,-0.3863876824080944,0.46
C,0.1,2,1802240,-0.34504959046840666,0.465
C,0.1,2,1818624,-0.2827614131569862,0.5
C,0.1,2,1835008,-0.2802832970023155,0.485
C,0.1,2,1851392,-0.34038500115275383,0.45
C,0.1,2,1867776,-0.34305504605174064,0.45
C,0.1,2,1884160,-0.2591660539805889,0.5
C,0.1,2,1900544,-0.22528801634907722,0.52
C,0.1,2,1916928,-0.1735965870320797,0.545
C,0.1,2,1933312,-0.28351917266845705,0.485
C,0.1,2,1949696,-0.3604825732111931,0.445
C,0.1,2,1966080,-0.383143934160471,0.425
C,0.1,2,1982464,-0.376748066842556,0.43
C,0.1,2,1998848,-0.33607168510556223,0.46
C,0.1,3,16384,-1.0289964973926544,0.0
C,0.1,3,32768,-1.0760073209631031,0.0
C,0.1,3,49152,-1.1286606573667683,0.0
C,0.1,3,65536,-1.227554167536172,0.0
C,0.1,3,81920,-1.2976120007038117,0.0
C,0.1,3,98304,-1.3673372846841811,0.0
C,0.1,3,114688,-1.403887108564377,0.0
C,0.1,3,131072,-1.3885748845338821,0.0
C,0.1,3,147456,-1.3475458663702011,0.0
C,0.1,3,163840,-0.5502500326931477,0.4
C,0.1,3,180224,-0.6033236457407475,0.38
C,0.1,3,196608,-0.9284402470290661,0.195
C,0.1,3,212992,-1.1430470034480096,0.09
C,0.1,3,229376,-0.9516375613212585,0.18
C,0.1,3,245760,-0.8300875332951546,0.255
C,0.1,3,262144,-0.8819695246219635,0.235
C,0.1,3,278528,-0.8814880481362343,0.225
C,0.1,3,294912,-0.8605056692659855,0.22
C,0.1,3,311296,-0.5098841597139835,0.405
C,0.1,3,327680,-0.5259781056642532,0.39
C,0.1,3,344064,-0.5826550714671612,0.35
C,0.1,3,360448,-0.7743163995444775,0.245
C,0.1,3,376832,-0.741708442568779,0.27
C,0.1,3,393216,-0.5992864862084388,0.36
C,0.1,3,409600,-0.5681567314267159,0.355
C,0.1,3,425984,-0.5954910452663899,0.33
C,0.1,3,442368,-0.581982245594263,0.34
C,0.1,3,458752,-0.6321939019858838,0.32
C,0.1,3,475136,-0.4986788757145405,0.4
C,0.1,3,491520,-0.4929784192144871,0.405
C,0.1,3,507904,-0.43785302847623825,0.435
C,0.1,3,524288,-0.5697066304087639,0.36
C,0.1,3,540672,-0.5139078855514526,0.39
C,0.1,3,557056,-0.4464640554785728,0.42
C,0.1,3,573440,-0.4127235272526741,0.445
C,0.1,3,589824,-0.40425302267074587,0.445
C,0.1,3,606208,-0.4842249384522438,0.395
C,0.1,3,622592,-0.5279883140325546,0.37
C,0.1,3,638976,-0.5027918273210525,0.375
C,0.1,3,655360,-0.5137058253586292,0.37
C,0.1,3,671744,-0.42179939433932306,0.43
C,0.1,3,688128,-0.44436659082770347,0.415
C,0.1,3,704512,-0.3714260943233967,0.46
C,0.1,3,720896,-0.417851088643074,0.43
C,0.1,3,737280,-0.3741539269685745,0.46
C,0.1,3,753664,-0.36876165434718133,0.46
C,0.1,3,770048,-0.3291190458834171,0.465
C,0.1,3,786432,-0.38863757893443107,0.435
C,0.1,3,802816,-0.4945120671391487,0.385
C,0.1,3,819200,-0.5148439845442772,0.39
C,0.1,3,835584,-0.5272083567082881,0.37
C,0.1,3,851968,-0.43946526005864145,0.425
C,0.1,3,868352,-0.39012754410505296,0.445
C,0.1,3,884736,-0.3747473506629467,0.465
C,0.1,3,901120,-0.38314515113830566,0.455
C,0.1,3,917504,-0.3724657766520977,0.455
C,0.1,3,933888,-0.2959077976644039,0.49
C,0.1,3,950272,-0.2782431592047214,0.5
C,0.1,3,966656,-0.28763684540987017,0.505
C,0.1,3,983040,-0.35560929268598557,0.48
C,0.1,3,999424,-0.434071993380785,0.42
C,0.1,3,1015808,-0.42219211608171464,0.42
C,0.1,3,1032192,-0.3607126975059509,0.445
C,0.1,3,1048576,-0.33728265672922136,0.46
C,0.1,3,1064960,-0.42234678387641905,0.415
C,0.1,3,1081344,-0.4248512206971645,0.42
C,0.1,3,1097728,-0.4072935704886913,0.435
C,0.1,3,1114112,-0.34124707236886026,0.465
C,0.1,3,1130496,-0.37165856286883353,0.435
C,0.1,3,1146880,-0.3624562068283558,0.44
C,0.1,3,1163264,-0.3761156801879406,0.435
C,0.1,3,1179648,-0.4143731541931629,0.41
C,0.1,3,1196032,-0.3590851533412933,0.44
C,0.1,3,1212416,-0.33398090466856956,0.47
C,0.1,3,1228800,-0.26155913546681403,0.52
C,0.1,3,1245184,-0.28462418377399445,0.515
C,0.1,3,1261568,-0.287111813724041,0.505
C,0.1,3,1277952,-0.2670521537959576,0.5
C,0.1,3,1294336,-0.22285824209451677,0.53
C,0.1,3,1310720,-0.2730232697725296,0.5
C,0.1,3,1327104,-0.32203580781817437,0.48
C,0.1,3,1343488,-0.3240735177695751,0.46
C,0.1,3,1359872,-0.27319816380739215,0.49
C,0.1,3,1376256,-0.21805600866675376,0.52
C,0.1,3,1392640,-0.2379323273897171,0.52
C,0.1,3,1409024,-0.2614776088297367,0.515
C,0.1,3,1425408,-0.2935406950116157,0.495
C,0.1,3,1441792,-0.28544204533100126,0.495
C,0.1,3,1458176,-0.35352630108594896,0.45
C,0.1,3,1474560,-0.3257451297342777,0.46
C,0.1,3,1490944,-0.3575435617566109,0.45
C,0.1,3,1507328,-0.3394620157778263,0.46
C,0.1,3,1523712,-0.4240628878772259,0.405
C,0.1,3,1540096,-0.38192534729838373,0.425
C,0.1,3,1556480,-0.3849050061404705,0.435
C,0.1,3,1572864,-0.4006471352279186,0.425
C,0.1,3,1589248,-0.4018813243508339,0.42
C,0.1,3,1605632,-0.399194700717926,0.42
C,0.1,3,1622016,-0.43766104072332385,0.405
C,0.1,3,1638400,-0.4500727714598179,0.405
C,0.1,3,1654784,-0.4075366586446762,0.42
C,0.1,3,1671168,-0.37288916543126105,0.435
C,0.1,3,1687552,-0.34385424315929414,0.455
C,0.1,3,1703936,-0.35829015672206876,0.45
C,0.1,3,1720320,-0.386372536867857,0.445
C,0.1,3,1736704,-0.4363440553843975,0.415
C,0.1,3,1753088,-0.37264951020479203,0.455
C,0.1,3,1769472,-0.32340930089354514,0.485
C,0.1,3,1785856,-0.269721645116806,0.52
C,0.1,3,1802240,-0.36097799733281133,0.46
C,0.1,3,1818624,-0.33527029722929,0.465
C,0.1,3,1835008,-0.33078112080693245,0.475
C,0.1,3,1851392,-0.28004644080996516,0.515
C,0.1,3,1867776,-0.27993780121207235,0.52
C,0.1,3,1884160,-0.36211410984396936,0.455
C,0.1,3,1900544,-0.34933149963617327,0.465
C,0.1,3,1916928,-0.37664913803339006,0.44
C,0.1,3,1933312,-0.30712680220603944,0.48
C,0.1,3,1949696,-0.2838054171204567,0.495
C,0.1,3,1966080,-0.2283134037256241,0.525
C,0.1,3,1982464,-0.23681798413395883,0.515
C,0.1,3,1998848,-0.3060809971392155,0.475
C,0.1,4,32768,-1.092444896697998,0.0
C,0.1,4,49152,-1.1391848636710125,0.0
C,0.1,4,65536,-1.218117742311387,0.0
C,0.1,4,81920,-1.2519831785788902,0.0
C,0.1,4,98304,-1.319617707133293,0.0
C,0.1,4,114688,-1.361904581785202,0.0
C,0.1,4,131072,-1.3699427133798598,0.0
C,0.1,4,147456,-1.3645375651121139,0.0
C,0.1,4,163840,-0.10549612283706665,0.56
C,0.1,4,180224,-0.39453487142920496,0.425
C,0.1,4,196608,-0.5226723547279835,0.365
C,0.1,4,212992,-0.7736357955634594,0.22
C,0.1,4,229376,-0.8187208510935307,0.2
C,0.1,4,245760,-0.7185981237888336,0.275
C,0.1,4,262144,-0.7230274994671345,0.28
C,0.1,4,278528,-0.7401979599893093,0.28
C,0.1,4,294912,-0.737008118480444,0.28
C,0.1,4,311296,-0.39953134283423425,0.435
C,0.1,4,327680,-0.43579658403992655,0.415
C,0.1,4,344064,-0.4032418014109135,0.44
C,0.1,4,360448,-0.577727928608656,0.35
C,0.1,4,376832,-0.5046752172708512,0.38
C,0.1,4,393216,-0.38898941785097124,0.435
C,0.1,4,409600,-0.42244363158941267,0.42
C,0.1,4,425984,-0.49079340130090715,0.38
C,0.1,4,442368,-0.6461341953277588,0.3
C,0.1,4,458752,-0.6526936888694763,0.305
C,0.1,4,475136,-0.4648007519543171,0.39
C,0.1,4,491520,-0.44524057298898695,0.41
C,0.1,4,507904,-0.5291766068339347,0.365
C,0.1,4,524288,-0.5826788848638534,0.35
C,0.1,4,540672,-0.46309500724077224,0.39
C,0.1,4,557056,-0.419658904671669,0.405
C,0.1,4,573440,-0.4246425427496433,0.41
C,0.1,4,589824,-0.4168896336853504,0.43
C,0.1,4,606208,-0.43656874030828474,0.415
C,0.1,4,622592,-0.3479629391431808,0.47
C,0.1,4,638976,-0.3659736503660679,0.45
C,0.1,4,655360,-0.36567164346575737,0.445
C,0.1,4,671744,-0.44388775393366814,0.405
C,0.1,4,688128,-0.35244786337018014,0.455
C,0.1,4,704512,-0.3706473259627819,0.45
C,0.1,4,720896,-0.43095062896609304,0.42
C,0.1,4,737280,-0.43454282730817795,0.425
C,0.1,4,753664,-0.3891368640959263,0.445
C,0.1,4,770048,-0.41919914066791536,0.415
C,0.1,4,786432,-0.37458248019218443,0.44
C,0.1,4,802816,-0.36111844673752785,0.455
C,0.1,4,819200,-0.3125903058052063,0.48
C,0.1,4,835584,-0.3905451932549477,0.44
C,0.1,4,851968,-0.37576381042599677,0.44
C,0.1,4,868352,-0.34113014057278634,0.45
C,0.1,4,884736,-0.37257213667035105,0.44
C,0.1,4,901120,-0.32895096108317373,0.46
C,0.1,4,917504,-0.3341903461515903,0.465
C,0.1,4,933888,-0.25789607062935826,0.495
C,0.1,4,950272,-0.36676970452070234,0.43
C,0.1,4,966656,-0.42936013713479043,0.4
C,0.1,4,983040,-0.5327353313565254,0.365
C,0.1,4,999424,-0.37758941560983655,0.45
C,0.1,4,1015808,-0.36776340141892433,0.445
C,0.1,4,1032192,-0.3376861104369164,0.45
C,0.1,4,1048576,-0.4401761442422867,0.4
