cond,w,seed,step,ret,success
C,0.4,0,425984,-0.4153794218599796,0.44
C,0.4,0,442368,-0.42827997982501986,0.43
C,0.4,0,458752,-0.42296332091093064,0.44
C,0.4,0,475136,0.16108683809638025,0.72
C,0.4,0,491520,0.1248654417693615,0.71
C,0.4,0,507904,0.06873083218932152,0.675
C,0.4,0,524288,-0.042693990468978885,0.605
C,0.4,0,540672,-0.06457262843847275,0.61
C,0.4,0,557056,-0.016778143197298048,0.645
C,0.4,0,573440,-0.05257756382226944,0.635
C,0.4,0,589824,-0.06511084824800491,0.625
C,0.4,0,606208,-0.08500024974346161,0.62
C,0.4,0,622592,0.15806573405861854,0.72
C,0.4,0,638976,0.15527841582894325,0.72
C,0.4,0,655360,0.12287729799747467,0.725
C,0.4,0,671744,0.04263920962810516,0.68
C,0.4,0,688128,-0.06599533632397651,0.625
C,0.4,0,704512,-0.08084438920021057,0.62
C,0.4,0,720896,-0.02128592327237129,0.65
C,0.4,0,737280,-0.02905938118696213,0.66
C,0.4,0,753664,-0.12715005546808242,0.6
C,0.4,0,770048,0.1442745693027973,0.735
C,0.4,0,786432,0.1491031277179718,0.735
C,0.4,0,802816,0.08797016188502312,0.705
C,0.4,0,819200,0.0277209147810936,0.675
C,0.4,0,835584,-0.05737315773963928,0.615
C,0.4,0,851968,0.007470643073320389,0.64
C,0.4,0,868352,0.06365996941924096,0.67
C,0.4,0,884736,0.02407202184200287,0.65
C,0.4,0,901120,0.01807549685239792,0.66
C,0.4,0,917504,-0.038257306814193724,0.63
C,0.4,0,933888,0.08690044745802879,0.69
C,0.4,0,950272,0.09519986391067504,0.7
C,0.4,0,966656,0.03889180332422257,0.675
C,0.4,0,983040,-0.12430762097239495,0.585
C,0.4,0,999424,-0.14610993772745132,0.575
C,0.4,0,1015808,-0.08625822275876999,0.61
C,0.4,0,1032192,-0.05845054477453232,0.63
C,0.4,0,1048576,-0.06679199621081353,0.625
C,0.4,0,1064960,-0.05979823365807533,0.635
C,0.4,0,1081344,-0.03756711378693581,0.625
C,0.4,0,1097728,-0.022580424696207045,0.635
C,0.4,0,1114112,-0.015832509845495224,0.63
C,0.4,0,1130496,-0.1020010358095169,0.58
C,0.4,0,1146880,-0.06689108788967132,0.615
C,0.4,0,1163264,-0.06520310193300247,0.615
C,0.4,0,1179648,-0.03973300501704216,0.64
C,0.4,0,1196032,-0.14060455158352853,0.58
C,0.4,0,1212416,-0.1615091995894909,0.57
C,0.4,0,1228800,-0.11452556312084199,0.595
C,0.4,0,1245184,-0.04449246779084206,0.635
C,0.4,0,1261568,-0.019790745228528975,0.645
C,0.4,0,1277952,-0.041495843827724456,0.625
C,0.4,0,1294336,-0.09181486189365387,0.6
C,0.4,0,1310720,-0.023893327116966248,0.64
C,0.4,0,1327104,-0.0045541833341121675,0.64
C,0.4,0,1343488,-0.025903285890817643,0.63
C,0.4,0,1359872,-0.04728120073676109,0.615
C,0.4,0,1376256,-0.05666413068771362,0.615
C,0.4,0,1392640,0.05127674609422684,0.665
C,0.4,0,1409024,0.04456077128648758,0.66
C,0.4,0,1425408,0.022784086912870406,0.66
C,0.4,0,1441792,-0.03256639912724495,0.63
C,0.4,0,1458176,0.0064015060663223265,0.655
C,0.4,0,1474560,0.03725191980600357,0.66
C,0.4,0,1490944,0.012266130894422531,0.665
C,0.4,0,1507328,-0.02128908708691597,0.65
C,0.4,0,1523712,-0.01491661012172699,0.655
C,0.4,0,1540096,0.04947573676705361,0.675
C,0.4,0,1556480,-0.0628038765490055,0.605
C,0.4,0,1572864,-0.05797143742442131,0.615
C,0.4,0,1589248,-0.01235929548740387,0.64
C,0.4,0,1605632,-0.035969258546829225,0.625
C,0.4,0,1622016,0.06847386255860329,0.67
C,0.4,0,1638400,-0.00507016658782959,0.61
C,0.4,0,1654784,0.029320659041404726,0.635
C,0.4,0,1671168,-0.05119880199432373,0.595
C,0.4,0,1687552,-0.04999237716197968,0.615
C,0.4,0,1703936,-0.039618589878082276,0.625
C,0.4,0,1720320,-0.010621417313814163,0.64
C,0.4,0,1736704,-0.023140678107738497,0.635
C,0.4,0,1753088,-0.06312937766313553,0.605
C,0.4,0,1769472,0.027937490791082382,0.65
C,0.4,0,1785856,-0.000742943286895752,0.615
C,0.4,0,1802240,0.007681853026151657,0.62
C,0.4,0,1818624,-0.02687824934720993,0.605
C,0.4,0,1835008,-0.056424745321273805,0.59
C,0.4,0,1851392,0.006324100196361542,0.655
C,0.4,0,1867776,-0.026648170500993728,0.625
C,0.4,0,1884160,-0.05899412289261818,0.6
C,0.4,0,1900544,-0.08116910934448242,0.585
C,0.4,0,1916928,-0.07395947620272636,0.585
C,0.4,0,1933312,0.011852052807807923,0.635
C,0.4,0,1949696,-0.0017230136692523957,0.625
C,0.4,0,1966080,0.04357284739613533,0.66
C,0.4,0,1982464,0.02548006609082222,0.66
C,0.4,0,1998848,0.07497985035181046,0.705
C,0.4,1,32768,-1.0735588073730469,0.0
C,0.4,1,49152,-1.1122499008973439,0.0
C,0.4,1,65536,-1.2074364195478724,0.0
C,0.4,1,81920,-1.2441620800230238,0.0
C,0.4,1,98304,-1.281351637095213,0.0
C,0.4,1,114688,-1.2960160749299185,0.0
C,0.4,1,131072,-1.298312303182241,0.0
C,0.4,1,147456,-1.2982690070248857,0.0
C,0.4,1,163840,0.13867448508739472,0.735
C,0.4,1,180224,0.10417427182197571,0.72
C,0.4,1,196608,0.018634597659111022,0.67
C,0.4,1,212992,-0.11189115449786186,0.585
C,0.4,1,229376,-0.21584025010466576,0.545
C,0.4,1,245760,-0.40320592522621157,0.445
C,0.4,1,262144,-0.49375435426831243,0.395
C,0.4,1,278528,-0.4794521826505661,0.4
C,0.4,1,294912,-0.46051702558994295,0.42
C,0.4,1,311296,0.22859551399946212,0.75
C,0.4,1,327680,0.1645478393137455,0.715
C,0.4,1,344064,0.10272081583738327,0.685
C,0.4,1,360448,0.052789416015148166,0.66
C,0.4,1,376832,-0.12728871628642083,0.57
C,0.4,1,393216,-0.2878154627978802,0.51
C,0.4,1,409600,-0.2955442413687706,0.505
C,0.4,1,425984,-0.3041939464211464,0.505
C,0.4,1,442368,-0.35558789819478986,0.48
C,0.4,1,458752,-0.3670212511718273,0.475
C,0.4,1,475136,0.21487947911024094,0.77
C,0.4,1,491520,0.1711687895655632,0.745
C,0.4,1,507904,0.11630142033100128,0.715
C,0.4,1,524288,0.011363477259874345,0.655
C,0.4,1,540672,-0.19000218868255614,0.54
C,0.4,1,557056,-0.09193327412009239,0.6
C,0.4,1,573440,-0.17296002715826034,0.56
C,0.4,1,589824,-0.1833858732879162,0.55
C,0.4,1,606208,-0.17190996021032334,0.565
C,0.4,1,622592,0.178966214209795,0.725
C,0.4,1,638976,0.1421846231818199,0.715
C,0.4,1,655360,0.03317923024296761,0.655
C,0.4,1,671744,-0.016051881164312363,0.64
C,0.4,1,688128,-0.2030583490431309,0.535
C,0.4,1,704512,-0.11278832226991653,0.575
C,0.4,1,720896,-0.14207031145691873,0.55
C,0.4,1,737280,-0.17424677729606627,0.525
C,0.4,1,753664,-0.16955524191260338,0.535
C,0.4,1,770048,0.017074586600065233,0.62
C,0.4,1,786432,0.02760528177022934,0.63
C,0.4,1,802816,0.008736729919910431,0.625
C,0.4,1,819200,0.03154709860682488,0.64
C,0.4,1,835584,-0.044204959124326704,0.615
C,0.4,1,851968,0.002569334954023361,0.65
C,0.4,1,868352,0.08416875779628753,0.7
C,0.4,1,884736,0.008723039627075196,0.67
C,0.4,1,901120,-0.02277076631784439,0.645
C,0.4,1,917504,-0.03775909408926964,0.645
C,0.4,1,933888,0.07342277199029923,0.69
C,0.4,1,950272,0.07186385676264763,0.69
C,0.4,1,966656,-0.010119749754667283,0.645
C,0.4,1,983040,-0.07641953781247139,0.615
C,0.4,1,999424,-0.13387905344367027,0.545
C,0.4,1,1015808,0.009273836016654968,0.625
C,0.4,1,1032192,-0.008355150520801545,0.625
C,0.4,1,1048576,0.040179799497127536,0.665
C,0.4,1,1064960,-0.01832163318991661,0.64
C,0.4,1,1081344,0.09168141186237336,0.705
C,0.4,1,1097728,0.07214362934231758,0.69
C,0.4,1,1114112,0.026568892747163772,0.64
C,0.4,1,1130496,-0.04455715507268906,0.595
C,0.4,1,1146880,-0.08694002255797387,0.565
C,0.4,1,1163264,-0.002561805099248886,0.625
C,0.4,1,1179648,0.05682049244642258,0.675
C,0.4,1,1196032,-0.022629921585321428,0.63
C,0.4,1,1212416,-0.11789706513285637,0.575
C,0.4,1,1228800,-0.11101733505725861,0.545
C,0.4,1,1245184,-0.12209383994340897,0.555
C,0.4,1,1261568,-0.05518849521875382,0.6
C,0.4,1,1277952,-0.006371405869722366,0.635
C,0.4,1,1294336,-0.12263329923152924,0.58
C,0.4,1,1310720,-0.07991971492767334,0.595
C,0.4,1,1327104,-0.04914062798023224,0.59
C,0.4,1,1343488,-0.049858334064483645,0.595
C,0.4,1,1359872,-0.07675281599164009,0.58
C,0.4,1,1376256,-0.11828112989664077,0.57
C,0.4,1,1392640,0.0339998759329319,0.665
C,0.4,1,1409024,0.03290745675563812,0.68
C,0.4,1,1425408,0.03512945637106896,0.68
C,0.4,1,1441792,-0.09171363770961762,0.61
C,0.4,1,1458176,-0.1616912542283535,0.56
C,0.4,1,1474560,-0.13491894885897637,0.55
C,0.4,1,1490944,-0.03365369826555252,0.62
C,0.4,1,1507328,-0.026963727623224257,0.63
C,0.4,1,1523712,0.04262959823012352,0.675
C,0.4,1,1540096,0.14235582828521728,0.72
C,0.4,1,1556480,0.07187885537743569,0.665
C,0.4,1,1572864,0.08614274576306342,0.675
C,0.4,1,1589248,0.04557174772024155,0.645
C,0.4,1,1605632,0.03690255507826805,0.64
C,0.4,1,1622016,-0.015888331830501555,0.605
C,0.4,1,1638400,-0.024649301916360854,0.61
C,0.4,1,1654784,0.017217364609241486,0.64
C,0.4,1,1671168,-0.026427540332078933,0.62
C,0.4,1,1687552,-0.013068875521421433,0.635
C,0.4,1,1703936,-0.011320073455572129,0.63
C,0.4,1,1720320,-0.0675468784570694,0.59
C,0.4,1,1736704,-0.05678572401404381,0.59
C,0.4,1,1753088,-0.1190468980371952,0.55
C,0.4,1,1769472,-0.0644752985239029,0.585
C,0.4,1,1785856,-0.042967863380908966,0.615
C,0.4,1,1802240,-0.11514936000108719,0.575
C,0.4,1,1818624,-0.1572922883927822,0.54
C,0.4,1,1835008,-0.11341454982757568,0.555
C,0.4,1,1851392,-0.05536833122372627,0.585
C,0.4,1,1867776,-0.007180440574884415,0.62
C,0.4,1,1884160,-0.0037705160677433012,0.645
C,0.4,1,1900544,-0.05997626334428787,0.61
C,0.4,1,1916928,0.05251368403434754,0.68
C,0.4,1,1933312,0.03450021535158157,0.665
C,0.4,1,1949696,0.039172270745038984,0.675
C,0.4,1,1966080,-0.0023575009405612944,0.645
C,0.4,1,1982464,-0.009457978010177613,0.655
C,0.4,1,1998848,-0.027519462704658507,0.635
C,0.4,2,32768,-1.0612972974777222,0.0
C,0.4,2,49152,-1.1266108512878419,0.0
C,0.4,2,65536,-1.186218876587717,0.0
C,0.4,2,81920,-1.2278576294581096,0.0
C,0.4,2,98304,-1.2552676024260345,0.0
C,0.4,2,114688,-1.2796144269406795,0.0
C,0.4,2,131072,-1.2827269528285568,0.0
C,0.4,2,147456,-1.2825387133641188,0.0
C,0.4,2,163840,0.1290750814974308,0.71
C,0.4,2,180224,0.05824011743068695,0.685
C,0.4,2,196608,0.000737549215555191,0.65
C,0.4,2,212992,-0.1264895863831043,0.575
C,0.4,2,229376,-0.3220258970558643,0.47
C,0.4,2,245760,-0.6029377490282058,0.31
C,0.4,2,262144,-0.5845596876740455,0.32
C,0.4,2,278528,-0.584065318107605,0.33
C,0.4,2,294912,-0.5866775275766849,0.335
C,0.4,2,311296,0.2603808434307575,0.79
C,0.4,2,327680,0.20809343025088312,0.765
C,0.4,2,344064,0.14104382365942,0.735
C,0.4,2,360448,0.08360185086727143,0.695
C,0.4,2,376832,-0.07606088459491729,0.61
C,0.4,2,393216,-0.23550728872418403,0.52
C,0.4,2,409600,-0.23371967077255248,0.525
C,0.4,2,425984,-0.2581170159578323,0.52
C,0.4,2,442368,-0.3214778646826744,0.49
C,0.4,2,458752,-0.4070983445644379,0.445
C,0.4,2,475136,0.152419024258852,0.705
C,0.4,2,491520,0.0445589430630207,0.655
C,0.4,2,507904,0.002108776569366455,0.65
C,0.4,2,524288,-0.038842685520648956,0.645
C,0.4,2,540672,-0.171317675113678,0.57
C,0.4,2,557056,-0.15403905868530274,0.57
C,0.4,2,573440,-0.20236125558614732,0.54
C,0.4,2,589824,-0.24528602734208108,0.53
C,0.4,2,606208,-0.23913141697645188,0.53
C,0.4,2,622592,0.13301800876855852,0.695
C,0.4,2,638976,0.057845397889614104,0.655
C,0.4,2,655360,-0.12091727584600448,0.56
C,0.4,2,671744,-0.1849422973394394,0.535
C,0.4,2,688128,-0.2740061068534851,0.515
C,0.4,2,704512,-0.1638970771431923,0.56
C,0.4,2,720896,-0.1551600331068039,0.545
C,0.4,2,737280,-0.14237441152334213,0.56
C,0.4,2,753664,-0.17693648666143416,0.545
C,0.4,2,770048,0.03371753707528114,0.645
C,0.4,2,786432,0.03039066806435585,0.64
C,0.4,2,802816,0.032750179469585416,0.635
C,0.4,2,819200,-0.01952786684036255,0.615
C,0.4,2,835584,-0.13017482563853264,0.565
C,0.4,2,851968,-0.07547494918107986,0.595
C,0.4,2,868352,-0.029676966071128845,0.62
C,0.4,2,884736,-0.03574566587805748,0.615
C,0.4,2,901120,-0.032723320573568346,0.615
C,0.4,2,917504,-0.0930742648243904,0.58
C,0.4,2,933888,0.005528238713741303,0.605
C,0.4,2,950272,0.015083734691143037,0.62
C,0.4,2,966656,-0.0370258629322052,0.595
C,0.4,2,983040,-0.11230991631746293,0.555
C,0.4,2,999424,-0.0822269244492054,0.595
C,0.4,2,1015808,-0.041880179196596146,0.61
C,0.4,2,1032192,-0.06736228942871093,0.595
C,0.4,2,1048576,-0.11331808507442474,0.565
C,0.4,2,1064960,-0.13124547332525252,0.55
C,0.4,2,1081344,0.029633931666612625,0.64
C,0.4,2,1097728,0.030920569747686387,0.63
C,0.4,2,1114112,-0.020696728527545928,0.605
C,0.4,2,1130496,-0.06203036338090897,0.58
C,0.4,2,1146880,-0.09096037626266479,0.565
C,0.4,2,1163264,-0.044157024025917056,0.595
C,0.4,2,1179648,-0.07260452792048454,0.57
C,0.4,2,1196032,-0.0965714506804943,0.55
C,0.4,2,1212416,-0.1410975684225559,0.525
C,0.4,2,1228800,-0.04735950693488121,0.58
C,0.4,2,1245184,-0.030075330883264542,0.595
C,0.4,2,1261568,-0.05028916895389557,0.585
C,0.4,2,1277952,-0.025553316324949265,0.595
C,0.4,2,1294336,-0.06477517932653427,0.585
C,0.4,2,1310720,-0.04949469700455666,0.585
C,0.4,2,1327104,0.0030429716408252715,0.595
C,0.4,2,1343488,-0.07311697781085968,0.54
C,0.4,2,1359872,-0.03716002106666565,0.57
C,0.4,2,1376256,-0.03967137157917023,0.58
C,0.4,2,1392640,0.04579087734222412,0.63
C,0.4,2,1409024,0.03776339143514633,0.635
C,0.4,2,1425408,0.024965039193630217,0.63
C,0.4,2,1441792,-0.12445649415254594,0.545
C,0.4,2,1458176,-0.12666415855288504,0.53
C,0.4,2,1474560,-0.1064977315068245,0.535
C,0.4,2,1490944,-0.029404608756303786,0.585
C,0.4,2,1507328,0.016197158098220824,0.62
C,0.4,2,1523712,-0.06803158476948738,0.58
C,0.4,2,1540096,-0.042813189476728436,0.595
C,0.4,2,1556480,-0.011398727893829346,0.6
C,0.4,2,1572864,0.06801958188414574,0.65
C,0.4,2,1589248,-0.029370161443948745,0.6
C,0.4,2,1605632,-0.039638995826244354,0.605
C,0.4,2,1622016,-0.12596464648842812,0.555
C,0.4,2,1638400,-0.0927725026011467,0.555
C,0.4,2,1654784,-0.018411898463964464,0.605
C,0.4,2,1671168,-0.0028451186418533324,0.62
C,0.4,2,1687552,-0.05476294189691543,0.605
C,0.4,2,1703936,-0.07706034436821937,0.56
C,0.4,2,1720320,-0.06407802075147628,0.565
C,0.4,2,1736704,-0.010412292182445526,0.6
C,0.4,2,1753088,-0.06936691239476205,0.58
C,0.4,2,1769472,-0.1056412248313427,0.555
C,0.4,2,1785856,-0.11814460784196854,0.535
C,0.4,2,1802240,-0.14070968672633172,0.515
C,0.4,2,1818624,-0.07677985176444053,0.55
C,0.4,2,1835008,-0.03276428773999214,0.585
C,0.4,2,1851392,0.0479700793325901,0.635
C,0.4,2,1867776,0.11031430125236512,0.66
C,0.4,2,1884160,0.09263840988278389,0.665
C,0.4,2,1900544,0.03140088886022568,0.625
C,0.4,2,1916928,-0.053173791617155075,0.59
C,0.4,2,1933312,-0.11848146244883537,0.535
C,0.4,2,1949696,-0.10401069983839989,0.54
C,0.4,2,1966080,-0.06092127665877342,0.56
C,0.4,2,1982464,-0.03429679468274117,0.585
C,0.4,2,1998848,-0.07842787086963654,0.545
C,0.4,3,16384,-1.0234324932098389,0.0
C,0.4,3,32768,-1.0734316110610962,0.0
C,0.4,3,49152,-1.1132466637569924,0.0
C,0.4,3,65536,-1.2072452031649077,0.0
C,0.4,3,81920,-1.2408845799940604,0.0
C,0.4,3,98304,-1.2766664641004213,0.0
C,0.4,3,114688,-1.3008602913688212,0.0
C,0.4,3,131072,-1.3081488281153562,0.0
C,0.4,3,147456,-1.3086963853734062,0.0
C,0.4,3,163840,0.14193967148661613,0.75
C,0.4,3,180224,0.0977701161801815,0.725
C,0.4,3,196608,0.07521570429205894,0.72
C,0.4,3,212992,-0.04334020495414734,0.66
C,0.4,3,229376,-0.24970798030495645,0.55
C,0.4,3,245760,-0.4650713564455509,0.445
C,0.4,3,262144,-0.4754488901793957,0.44
C,0.4,3,278528,-0.4870471288263798,0.435
C,0.4,3,294912,-0.5313124351203442,0.405
C,0.4,3,311296,0.22609025463461876,0.785
C,0.4,3,327680,0.1512274232506752,0.745
C,0.4,3,344064,0.09862622737884522,0.72
C,0.4,3,360448,0.0541101399064064,0.69
C,0.4,3,376832,-0.16684205666184426,0.58
C,0.4,3,393216,-0.24996759444475175,0.54
C,0.4,3,409600,-0.28524001777172087,0.525
C,0.4,3,425984,-0.32668075025081633,0.5
C,0.4,3,442368,-0.37915258392691614,0.475
C,0.4,3,458752,-0.41967900812625886,0.44
C,0.4,3,475136,0.20314166873693465,0.77
C,0.4,3,491520,0.08689336448907853,0.705
C,0.4,3,507904,0.004903538227081299,0.665
C,0.4,3,524288,-0.1429644574224949,0.585
C,0.4,3,540672,-0.26711884155869486,0.515
C,0.4,3,557056,-0.16111571684479714,0.58
C,0.4,3,573440,-0.17049574017524718,0.58
C,0.4,3,589824,-0.24894176065921783,0.53
C,0.4,3,606208,-0.30529806688427924,0.5
C,0.4,3,622592,0.08735007092356682,0.705
C,0.4,3,638976,0.08271598160266876,0.7
C,0.4,3,655360,0.026886110305786134,0.67
C,0.4,3,671744,-0.05389432162046433,0.625
C,0.4,3,688128,-0.19744885921478272,0.545
C,0.4,3,704512,-0.17023012101650237,0.555
C,0.4,3,720896,-0.14134072870016098,0.57
C,0.4,3,737280,-0.19646390929818153,0.545
C,0.4,3,753664,-0.17449578046798705,0.565
C,0.4,3,770048,0.034945205450057984,0.67
C,0.4,3,786432,-0.01615977093577385,0.64
C,0.4,3,802816,-0.10857192754745483,0.58
C,0.4,3,819200,-0.18649305358529092,0.545
C,0.4,3,835584,-0.29244570463895797,0.49
C,0.4,3,851968,-0.22914918541908263,0.51
C,0.4,3,868352,-0.18751674979925156,0.545
C,0.4,3,884736,-0.2133999040722847,0.535
C,0.4,3,901120,-0.20627511769533158,0.55
C,0.4,3,917504,-0.20307155713438987,0.56
C,0.4,3,933888,-0.04231598913669586,0.625
C,0.4,3,950272,-0.07102404907345772,0.605
C,0.4,3,966656,-0.08362689644098281,0.6
C,0.4,3,983040,-0.19528590992093087,0.57
C,0.4,3,999424,-0.2254877108335495,0.555
C,0.4,3,1015808,-0.14728568226099015,0.595
C,0.4,3,1032192,-0.1132192438840866,0.6
C,0.4,3,1048576,-0.10293432489037514,0.615
C,0.4,3,1064960,-0.15195805966854095,0.585
C,0.4,3,1081344,-0.008660902827978134,0.655
C,0.4,3,1097728,-0.051072023957967755,0.62
C,0.4,3,1114112,-0.009408760964870453,0.645
C,0.4,3,1130496,-0.11140423804521561,0.59
C,0.4,3,1146880,-0.16145511001348495,0.57
C,0.4,3,1163264,-0.1575099867582321,0.565
C,0.4,3,1179648,-0.07564989060163498,0.61
C,0.4,3,1196032,-0.07789949119091034,0.62
C,0.4,3,1212416,-0.06312040582299233,0.63
C,0.4,3,1228800,0.002474008500576019,0.665
C,0.4,3,1245184,-0.043609738796949384,0.635
C,0.4,3,1261568,-0.06587976843118667,0.615
C,0.4,3,1277952,-0.0904903881251812,0.61
C,0.4,3,1294336,-0.13315435454249383,0.585
C,0.4,3,1310720,-0.09442457392811775,0.6
C,0.4,3,1327104,-0.07013894975185395,0.61
C,0.4,3,1343488,-0.0852228844165802,0.6
C,0.4,3,1359872,-0.10513045713305473,0.595
C,0.4,3,1376256,-0.09339748039841651,0.6
C,0.4,3,1392640,-0.027526700347661973,0.63
C,0.4,3,1409024,-0.03668778121471405,0.635
C,0.4,3,1425408,-0.07827929124236106,0.605
C,0.4,3,1441792,-0.046763212978839876,0.635
C,0.4,3,1458176,0.031206868290901184,0.68
C,0.4,3,1474560,0.041201126277446744,0.69
C,0.4,3,1490944,-0.030647346377372743,0.655
C,0.4,3,1507328,-0.12620964124798775,0.6
C,0.4,3,1523712,-0.11718256294727325,0.605
C,0.4,3,1540096,-0.10985826775431633,0.6
C,0.4,3,1556480,-0.10154250741004944,0.6
C,0.4,3,1572864,-0.13345054686069488,0.59
C,0.4,3,1589248,-0.1411527320742607,0.585
C,0.4,3,1605632,-0.19291211828589439,0.55
C,0.4,3,1622016,-0.04204486846923828,0.63
C,0.4,3,1638400,-0.00043537259101867677,0.655
C,0.4,3,1654784,-0.015390736907720566,0.65
C,0.4,3,1671168,-0.09200138792395592,0.605
C,0.4,3,1687552,-0.16596294045448304,0.565
C,0.4,3,1703936,-0.22545468032360078,0.52
C,0.4,3,1720320,-0.15320027858018875,0.56
C,0.4,3,1736704,-0.19077348932623864,0.52
C,0.4,3,1753088,-0.16112100914120675,0.535
C,0.4,3,1769472,-0.09627095520496369,0.575
C,0.4,3,1785856,-0.03713684052228928,0.625
C,0.4,3,1802240,-0.06478977173566819,0.61
C,0.4,3,1818624,-0.08672401458024978,0.615
C,0.4,3,1835008,-0.10376808717846871,0.6
C,0.4,3,1851392,-0.1624864123761654,0.56
C,0.4,3,1867776,-0.12992815181612968,0.585
C,0.4,3,1884160,-0.164591703414917,0.555
C,0.4,3,1900544,-0.1743910078704357,0.555
C,0.4,3,1916928,-0.14604103475809097,0.56
C,0.4,3,1933312,-0.06807212769985199,0.61
C,0.4,3,1949696,-0.027357388734817505,0.635
C,0.4,3,1966080,-0.051175126135349275,0.62
C,0.4,3,1982464,-0.0628702911734581,0.625
C,0.4,3,1998848,-0.08253687530755997,0.62
C,0.4,4,49152,-1.1294901711600167,0.0
C,0.4,4,65536,-1.1993926564852397,0.0
C,0.4,4,81920,-1.2277252602577209,0.0
C,0.4,4,98304,-1.2616731735376212,0.0
C,0.4,4,114688,-1.2808373641967774,0.0
C,0.4,4,131072,-1.2800704417690154,0.0
C,0.4,4,147456,-1.2799741104245186,0.0
C,0.4,4,163840,0.15771625205874443,0.735
C,0.4,4,180224,0.09702090874314308,0.705
C,0.4,4,196608,0.1010616172850132,0.715
C,0.4,4,212992,-0.045960320234298704,0.635
C,0.4,4,229376,-0.33435239851474763,0.47
C,0.4,4,245760,-0.554957382529974,0.35
C,0.4,4,262144,-0.5362566152215004,0.36
C,0.4,4,278528,-0.5304815343022347,0.365
C,0.4,4,294912,-0.584291622042656,0.335
C,0.4,4,311296,0.23416807159781455,0.78
C,0.4,4,327680,0.15528590992093086,0.74
C,0.4,4,344064,0.10863748773932456,0.72
C,0.4,4,360448,0.03863402709364891,0.69
C,0.4,4,376832,-0.15971132457256318,0.57
C,0.4,4,393216,-0.24936855912208558,0.525
C,0.4,4,409600,-0.23738933384418487,0.53
C,0.4,4,425984,-0.3309034872055054,0.48
C,0.4,4,442368,-0.37469233125448226,0.455
C,0.4,4,458752,-0.406551611572504,0.44
C,0.4,4,475136,0.10870254129171371,0.69
C,0.4,4,491520,0.0146061410009861,0.64
C,0.4,4,507904,-0.056742068976163865,0.61
C,0.4,4,524288,-0.1506804122030735,0.555
C,0.4,4,540672,-0.3054703629016876,0.475
C,0.4,4,557056,-0.20593424171209335,0.52
C,0.4,4,573440,-0.2147301357984543,0.535
C,0.4,4,589824,-0.19498865634202958,0.555
C,0.4,4,606208,-0.218091022670269,0.54
C,0.4,4,622592,0.033152697086334226,0.655
C,0.4,4,638976,0.052821637094020844,0.67
C,0.4,4,655360,-0.03114030808210373,0.62
C,0.4,4,671744,-0.09947001338005065,0.59
C,0.4,4,688128,-0.22806719988584517,0.525
C,0.4,4,704512,-0.10729129359126091,0.6
C,0.4,4,720896,-0.10036185815930367,0.6
C,0.4,4,737280,-0.1480038718879223,0.585
C,0.4,4,753664,-0.19682708829641343,0.56
C,0.4,4,770048,-0.014824976027011872,0.625
C,0.4,4,786432,0.00322368323802948,0.63
C,0.4,4,802816,-0.06460524708032608,0.59
C,0.4,4,819200,-0.09514252781867981,0.575
C,0.4,4,835584,-0.1497633008658886,0.555
C,0.4,4,851968,-0.03439327314496041,0.62
C,0.4,4,868352,-0.054267979860305786,0.605
C,0.4,4,884736,-0.08369278863072395,0.605
C,0.4,4,901120,-0.0616430726647377,0.625
C,0.4,4,917504,-0.10725659564137459,0.595
C,0.4,4,933888,-0.028648184686899184,0.645
C,0.4,4,950272,-0.02945845440030098,0.645
C,0.4,4,966656,-0.030794434994459153,0.645
C,0.4,4,983040,-0.1475902271270752,0.575
C,0.4,4,999424,-0.06930404558777808,0.625
C,0.4,4,1015808,-0.031164012998342514,0.63
C,0.4,4,1032192,0.0013024295866489411,0.65
C,0.4,4,1048576,-0.0817692069709301,0.595
C,0.4,4,1064960,-0.10772401660680771,0.58
C,0.4,4,1081344,-0.09249318957328796,0.59
C,0.4,4,1097728,-0.08414157837629319,0.595
C,0.4,4,1114112,-0.09379808783531189,0.59
C,0.4,4,1130496,-0.17421487495303153,0.56
C,0.4,4,1146880,-0.20930297285318375,0.555
C,0.4,4,1163264,-0.0696194151043892,0.625
C,0.4,4,1179648,-0.016305624097585677,0.65
C,0.4,4,1196032,-0.04790578961372376,0.63
C,0.4,4,1212416,-0.08772113174200058,0.61
C,0.4,4,1228800,-0.052398389726877215,0.63
C,0.4,4,1245184,-0.05786727279424667,0.62
C,0.4,4,1261568,-0.04903306841850281,0.63
C,0.4,4,1277952,-0.05502905115485191,0.625
C,0.4,4,1294336,-0.11413791880011559,0.605
C,0.4,4,1310720,-0.03352702915668487,0.645
C,0.4,4,1327104,-0.04766953647136688,0.635
C,0.4,4,1343488,-0.11415157586336136,0.585
C,0.4,4,1359872,-0.12602075561881065,0.585
C,0.4,4,1376256,-0.17583933532238005,0.56
C,0.4,4,1392640,-0.05119365647435188,0.635
C,0.4,4,1409024,-0.07182025253772735,0.615
C,0.4,4,1425408,-0.048692888468503955,0.63
C,0.4,4,1441792,-0.062022842019796375,0.63
C,0.4,4,1458176,-0.0783882474899292,0.625
C,0.4,4,1474560,-0.08153363466262817,0.615
C,0.4,4,1490944,-0.14879688307642935,0.575
C,0.4,4,1507328,-0.1592607593536377,0.57
C,0.4,4,1523712,-0.1703048211336136,0.55
C,0.4,4,1540096,-0.05252719551324844,0.605
