kind,w,seed,skill,iter,coupling_cost,sinkhorn,w2,killed
bridge,0.1,1,3,1,0.09211328625679016,0.008644762448966503,0.030184480430589522,0.0059999823570251465
bridge,0.1,1,3,2,0.09004537016153336,0.010022275149822235,0.04784924076539221,0.00999993085861206
bridge,0.1,1,3,3,0.08769749850034714,0.008534365333616734,0.02579407790415815,0.00999993085861206
bridge,0.1,1,3,4,0.08935844153165817,0.008527742698788643,0.029031556548473468,0.007999956607818604
bridge,0.1,1,3,5,0.09153787791728973,0.009494669735431671,0.04181119012877144,0.01399993896484375
bridge,0.1,2,1,0,0.10029703378677368,0.005066171288490295,0.028488041772037512,0.0
bridge,0.1,2,1,1,0.09062615036964417,0.004619731567800045,0.027063317234280976,0.039999961853027344
bridge,0.1,2,1,2,0.09101679176092148,0.004302381072193384,0.016822738446869854,0.023999929428100586
bridge,0.1,2,1,3,0.0930078774690628,0.003892278065904975,0.013459339192984898,0.0339999794960022
bridge,0.1,2,1,4,0.09056339412927628,0.004128113854676485,0.0180646548056451,0.02599996328353882
bridge,0.1,2,1,5,0.09170401096343994,0.00443675834685564,0.027172349270939217,0.007999956607818604
bridge,0.1,2,2,0,0.03083578497171402,0.0041059148497879505,0.012173098643789937,0.5219999551773071
bridge,0.1,2,2,1,0.028735609725117683,0.0045603313483297825,0.024992937825492837,0.5059999823570251
bridge,0.1,2,2,2,0.029164517298340797,0.0036444906145334244,0.01267185555375669,0.5039999485015869
bridge,0.1,2,2,3,0.03015769273042679,0.004142045974731445,0.023172609013752156,0.47999995946884155
bridge,0.1,2,2,4,0.030214082449674606,0.004409634042531252,0.024315046114664896,0.559999942779541
bridge,0.1,2,2,5,0.030390525236725807,0.004374250769615173,0.019383616418321068,0.531999945640564
bridge,0.1,2,3,0,0.10063616931438446,0.00864007044583559,0.028819082949226197,0.007999956607818604
bridge,0.1,2,3,1,0.09141367673873901,0.008185292594134808,0.021668953524062402,0.003999948501586914
bridge,0.1,2,3,2,0.09259172528982162,0.008897509425878525,0.03237756467056095,0.00999993085861206
bridge,0.1,2,3,3,0.08914928138256073,0.00854934100061655,0.027288445734144802,0.01399993896484375
