condition,w,sigma_d,seed,episode,success,collision,effort,length
A0.003,0.2,0.02,0,173,0,1,0.10058342665433884,148
A0.003,0.2,0.02,0,174,0,1,0.17462866008281708,192
A0.003,0.2,0.02,0,175,1,0,0.15257355570793152,300
A0.003,0.2,0.02,0,176,0,1,0.0973566323518753,133
A0.003,0.2,0.02,0,177,1,0,0.15635977685451508,300
A0.003,0.2,0.02,0,178,1,0,0.17087653279304504,300
A0.003,0.2,0.02,0,179,0,1,0.08984335511922836,155
A0.003,0.2,0.02,0,180,1,0,0.1415615975856781,300
A0.003,0.2,0.02,0,181,0,1,0.08190520107746124,140
A0.003,0.2,0.02,0,182,0,0,0.18011389672756195,300
A0.003,0.2,0.02,0,183,0,1,0.10171031951904297,187
A0.003,0.2,0.02,0,184,0,1,0.09640762954950333,151
A0.003,0.2,0.02,0,185,0,0,0.10357736051082611,300
A0.003,0.2,0.02,0,186,1,0,0.1743174046278,300
A0.003,0.2,0.02,0,187,1,0,0.21963368356227875,300
A0.003,0.2,0.02,0,188,0,0,0.16563500463962555,300
A0.003,0.2,0.02,0,189,1,0,0.2117060124874115,300
A0.003,0.2,0.02,0,190,1,0,0.17401054501533508,300
A0.003,0.2,0.02,0,191,1,0,0.15197205543518066,300
A0.003,0.2,0.02,0,192,1,0,0.19637566804885864,300
A0.003,0.2,0.02,0,193,0,1,0.12767384946346283,177
A0.003,0.2,0.02,0,194,0,1,0.11242265999317169,124
A0.003,0.2,0.02,0,195,0,1,0.07569464296102524,147
A0.003,0.2,0.02,0,196,1,0,0.1483071893453598,300
A0.003,0.2,0.02,0,197,1,0,0.22901812195777893,300
A0.003,0.2,0.02,0,198,1,0,0.11571618914604187,300
A0.003,0.2,0.02,0,199,1,0,0.2195981740951538,300
A0.003,0.2,0.02,1,0,0,1,0.101564921438694,145
A0.003,0.2,0.02,1,1,1,0,0.3322925865650177,300
A0.003,0.2,0.02,1,2,1,0,0.23168949782848358,300
A0.003,0.2,0.02,1,3,0,0,0.15854588150978088,300
A0.003,0.2,0.02,1,4,0,1,0.047296956181526184,115
A0.003,0.2,0.02,1,5,1,0,0.1513068974018097,300
A0.003,0.2,0.02,1,6,1,0,0.1558918058872223,300
A0.003,0.2,0.02,1,7,0,1,0.09171310067176819,168
A0.003,0.2,0.02,1,8,1,0,0.17309105396270752,300
A0.003,0.2,0.02,1,9,1,0,0.2373218536376953,300
A0.003,0.2,0.02,1,10,1,0,0.19656652212142944,300
A0.003,0.2,0.02,1,11,1,0,0.23375430703163147,300
A0.003,0.2,0.02,1,12,1,0,0.22414526343345642,300
A0.003,0.2,0.02,1,13,0,1,0.06522161513566971,141
A0.003,0.2,0.02,1,14,0,0,0.12148614972829819,300
A0.003,0.2,0.02,1,15,0,1,0.07777024060487747,115
A0.003,0.2,0.02,1,16,1,0,0.14895473420619965,300
A0.003,0.2,0.02,1,17,0,1,0.07458378374576569,118
A0.003,0.2,0.02,1,18,1,0,0.19405309855937958,300
A0.003,0.2,0.02,1,19,0,1,0.07765160501003265,114
A0.003,0.2,0.02,1,20,1,0,0.20671947300434113,300
A0.003,0.2,0.02,1,21,0,1,0.09364432841539383,138
A0.003,0.2,0.02,1,22,1,0,0.1553606241941452,300
A0.003,0.2,0.02,1,23,1,0,0.1868167370557785,300
A0.003,0.2,0.02,1,24,1,0,0.13999979197978973,300
A0.003,0.2,0.02,1,25,1,0,0.22133496403694153,300
A0.003,0.2,0.02,1,26,1,0,0.19703464210033417,300
A0.003,0.2,0.02,1,27,0,1,0.08559251576662064,150
A0.003,0.2,0.02,1,28,1,0,0.2010391503572464,300
A0.003,0.2,0.02,1,29,1,0,0.17218850553035736,300
A0.003,0.2,0.02,1,30,0,0,0.2410208135843277,300
A0.003,0.2,0.02,1,31,0,1,0.07010187953710556,137
A0.003,0.2,0.02,1,32,1,0,0.18785138428211212,300
A0.003,0.2,0.02,1,33,1,0,0.2515298128128052,300
A0.003,0.2,0.02,1,34,1,0,0.16086728870868683,300
A0.003,0.2,0.02,1,35,1,0,0.14875617623329163,300
A0.003,0.2,0.02,1,36,0,1,0.08973858505487442,143
A0.003,0.2,0.02,1,37,0,1,0.10790740698575974,152
A0.003,0.2,0.02,1,38,1,0,0.12582501769065857,300
A0.003,0.2,0.02,1,39,0,1,0.0959107056260109,149
A0.003,0.2,0.02,1,40,0,1,0.1183728277683258,160
A0.003,0.2,0.02,1,41,0,1,0.070410817861557,136
A0.003,0.2,0.02,1,42,1,0,0.10770934820175171,300
A0.003,0.2,0.02,1,43,1,0,0.2742539346218109,300
A0.003,0.2,0.02,1,44,1,0,0.18878106772899628,300
A0.003,0.2,0.02,1,45,1,0,0.19223283231258392,300
A0.003,0.2,0.02,1,46,0,1,0.13462261855602264,162
A0.003,0.2,0.02,1,47,1,0,0.24064365029335022,300
A0.003,0.2,0.02,1,48,1,0,0.18273527920246124,300
A0.003,0.2,0.02,1,49,1,0,0.20915400981903076,300
A0.003,0.2,0.02,1,50,1,0,0.18032154440879822,300
A0.003,0.2,0.02,1,51,0,1,0.05537227541208267,134
A0.003,0.2,0.02,1,52,1,0,0.1990746259689331,300
A0.003,0.2,0.02,1,53,0,0,0.23759150505065918,300
A0.003,0.2,0.02,1,54,1,0,0.19214782118797302,300
A0.003,0.2,0.02,1,55,0,0,0.20587505400180817,300
A0.003,0.2,0.02,1,56,0,1,0.09320510923862457,130
A0.003,0.2,0.02,1,57,1,0,0.15487144887447357,300
A0.003,0.2,0.02,1,58,1,0,0.13900412619113922,300
A0.003,0.2,0.02,1,59,1,0,0.1926790326833725,300
A0.003,0.2,0.02,1,60,1,0,0.18820752203464508,300
A0.003,0.2,0.02,1,61,1,0,0.15939292311668396,300
A0.003,0.2,0.02,1,62,1,0,0.2262726128101349,300
A0.003,0.2,0.02,1,63,1,0,0.16824056208133698,300
A0.003,0.2,0.02,1,64,0,1,0.17798149585723877,170
A0.003,0.2,0.02,1,65,0,0,0.27624186873435974,300
A0.003,0.2,0.02,1,66,1,0,0.14670872688293457,300
A0.003,0.2,0.02,1,67,1,0,0.1683267205953598,300
A0.003,0.2,0.02,1,68,0,1,0.09186401218175888,177
A0.003,0.2,0.02,1,69,1,0,0.24987144768238068,300
A0.003,0.2,0.02,1,70,1,0,0.14655548334121704,300
A0.003,0.2,0.02,1,71,1,0,0.16224519908428192,300
A0.003,0.2,0.02,1,72,0,1,0.18142390251159668,194
A0.003,0.2,0.02,1,73,1,0,0.22742484509944916,300
A0.003,0.2,0.02,1,74,1,0,0.21267563104629517,300
A0.003,0.2,0.02,1,75,1,0,0.12942038476467133,300
A0.003,0.2,0.02,1,76,1,0,0.15634474158287048,300
A0.003,0.2,0.02,1,77,1,0,0.22469817101955414,300
A0.003,0.2,0.02,1,78,0,1,0.0829790011048317,194
A0.003,0.2,0.02,1,79,1,0,0.253010094165802,300
A0.003,0.2,0.02,1,80,0,1,0.1317431479692459,191
A0.003,0.2,0.02,1,81,0,1,0.05236072093248367,130
A0.003,0.2,0.02,1,82,1,0,0.18904761970043182,300
A0.003,0.2,0.02,1,83,0,1,0.04775248467922211,146
A0.003,0.2,0.02,1,84,1,0,0.2274237722158432,300
A0.003,0.2,0.02,1,85,1,0,0.18380390107631683,300
A0.003,0.2,0.02,1,86,1,0,0.15700265765190125,300
A0.003,0.2,0.02,1,87,0,1,0.06963863968849182,178
A0.003,0.2,0.02,1,88,0,0,0.20427566766738892,300
A0.003,0.2,0.02,1,89,1,0,0.22248265147209167,300
A0.003,0.2,0.02,1,90,1,0,0.1492643654346466,300
A0.003,0.2,0.02,1,91,1,0,0.20592091977596283,300
A0.003,0.2,0.02,1,92,0,0,0.18087150156497955,300
A0.003,0.2,0.02,1,93,1,0,0.1354721039533615,300
A0.003,0.2,0.02,1,94,1,0,0.1701810210943222,300
A0.003,0.2,0.02,1,95,1,0,0.22026443481445312,300
A0.003,0.2,0.02,1,96,1,0,0.19983527064323425,300
A0.003,0.2,0.02,1,97,1,0,0.17164884507656097,300
A0.003,0.2,0.02,1,98,1,0,0.17632852494716644,300
A0.003,0.2,0.02,1,99,1,0,0.20215757191181183,300
A0.003,0.2,0.02,1,100,0,1,0.16592170298099518,212
A0.003,0.2,0.02,1,101,1,0,0.18276698887348175,300
A0.003,0.2,0.02,1,102,0,0,0.13408596813678741,300
A0.003,0.2,0.02,1,103,1,0,0.1497049629688263,300
A0.003,0.2,0.02,1,104,1,0,0.25350990891456604,300
A0.003,0.2,0.02,1,105,0,1,0.11634949594736099,145
A0.003,0.2,0.02,1,106,1,0,0.20795154571533203,300
A0.003,0.2,0.02,1,107,1,0,0.17842435836791992,300
A0.003,0.2,0.02,1,108,0,1,0.10468801110982895,150
A0.003,0.2,0.02,1,109,0,1,0.0887288823723793,185
A0.003,0.2,0.02,1,110,0,1,0.10200196504592896,166
A0.003,0.2,0.02,1,111,1,0,0.1632956564426422,300
A0.003,0.2,0.02,1,112,1,0,0.18164342641830444,300
A0.003,0.2,0.02,1,113,1,0,0.16143354773521423,300
A0.003,0.2,0.02,1,114,1,0,0.1672612726688385,300
A0.003,0.2,0.02,1,115,0,1,0.05756755173206329,129
A0.003,0.2,0.02,1,116,1,0,0.17762042582035065,300
A0.003,0.2,0.02,1,117,0,1,0.06660747528076172,121
A0.003,0.2,0.02,1,118,0,1,0.06020701304078102,167
A0.003,0.2,0.02,1,119,1,0,0.13777559995651245,300
A0.003,0.2,0.02,1,120,1,0,0.16966527700424194,300
A0.003,0.2,0.02,1,121,1,0,0.19645293056964874,300
A0.003,0.2,0.02,1,122,1,0,0.2281080186367035,300
A0.003,0.2,0.02,1,123,1,0,0.1829342246055603,300
A0.003,0.2,0.02,1,124,1,0,0.15893462300300598,300
A0.003,0.2,0.02,1,125,0,0,0.23945550620555878,300
A0.003,0.2,0.02,1,126,0,1,0.09046004712581635,135
A0.003,0.2,0.02,1,127,1,0,0.13141600787639618,300
A0.003,0.2,0.02,1,128,1,0,0.1617138385772705,300
A0.003,0.2,0.02,1,129,1,0,0.1370566487312317,300
A0.003,0.2,0.02,1,130,1,0,0.16259373724460602,300
A0.003,0.2,0.02,1,131,1,0,0.2629256844520569,300
A0.003,0.2,0.02,1,132,1,0,0.15169180929660797,300
A0.003,0.2,0.02,1,133,1,0,0.1687384396791458,300
A0.003,0.2,0.02,1,134,1,0,0.14313828945159912,300
A0.003,0.2,0.02,1,135,0,0,0.24473395943641663,300
A0.003,0.2,0.02,1,136,0,1,0.05509375408291817,145
A0.003,0.2,0.02,1,137,1,0,0.20988820493221283,300
A0.003,0.2,0.02,1,138,0,1,0.05422043055295944,126
A0.003,0.2,0.02,1,139,1,0,0.20285536348819733,300
A0.003,0.2,0.02,1,140,0,1,0.13193416595458984,133
A0.003,0.2,0.02,1,141,1,0,0.11655416339635849,300
A0.003,0.2,0.02,1,142,0,0,0.25991737842559814,300
A0.003,0.2,0.02,1,143,1,0,0.17238441109657288,300
A0.003,0.2,0.02,1,144,0,1,0.13763506710529327,194
A0.003,0.2,0.02,1,145,1,0,0.19644585251808167,300
A0.003,0.2,0.02,1,146,0,1,0.06588129699230194,133
A0.003,0.2,0.02,1,147,0,1,0.12801308929920197,178
A0.003,0.2,0.02,1,148,1,0,0.1982399821281433,300
A0.003,0.2,0.02,1,149,1,0,0.16695909202098846,300
A0.003,0.2,0.02,1,150,0,1,0.026224646717309952,108
A0.003,0.2,0.02,1,151,1,0,0.1663326621055603,300
A0.003,0.2,0.02,1,152,1,0,0.25592970848083496,300
A0.003,0.2,0.02,1,153,0,1,0.09954714775085449,169
A0.003,0.2,0.02,1,154,1,0,0.12319134920835495,300
A0.003,0.2,0.02,1,155,1,0,0.17830146849155426,300
A0.003,0.2,0.02,1,156,1,0,0.15524673461914062,300
A0.003,0.2,0.02,1,157,1,0,0.19201289117336273,300
A0.003,0.2,0.02,1,158,1,0,0.19882404804229736,300
A0.003,0.2,0.02,1,159,1,0,0.22584235668182373,300
A0.003,0.2,0.02,1,160,0,1,0.1095205768942833,191
A0.003,0.2,0.02,1,161,0,1,0.11344887316226959,146
A0.003,0.2,0.02,1,162,1,0,0.16231733560562134,300
A0.003,0.2,0.02,1,163,1,0,0.15778762102127075,300
A0.003,0.2,0.02,1,164,1,0,0.2125909924507141,300
A0.003,0.2,0.02,1,165,1,0,0.14886607229709625,300
A0.003,0.2,0.02,1,166,0,1,0.13070878386497498,178
A0.003,0.2,0.02,1,167,0,1,0.15033704042434692,180
A0.003,0.2,0.02,1,168,1,0,0.14885278046131134,300
A0.003,0.2,0.02,1,169,0,1,0.0791860967874527,161
A0.003,0.2,0.02,1,170,1,0,0.2185431569814682,300
A0.003,0.2,0.02,1,171,1,0,0.22102153301239014,300
A0.003,0.2,0.02,1,172,1,0,0.1910303831100464,300
A0.003,0.2,0.02,1,173,1,0,0.20008692145347595,300
A0.003,0.2,0.02,1,174,1,0,0.13671155273914337,300
A0.003,0.2,0.02,1,175,1,0,0.2211453765630722,300
A0.003,0.2,0.02,1,176,0,1,0.05437154322862625,163
A0.003,0.2,0.02,1,177,1,0,0.20385189354419708,300
A0.003,0.2,0.02,1,178,1,0,0.13449522852897644,300
A0.003,0.2,0.02,1,179,1,0,0.1428116410970688,300
A0.003,0.2,0.02,1,180,1,0,0.2690905034542084,300
A0.003,0.2,0.02,1,181,1,0,0.20185022056102753,300
A0.003,0.2,0.02,1,182,0,1,0.1062670648097992,138
A0.003,0.2,0.02,1,183,1,0,0.1464986801147461,300
A0.003,0.2,0.02,1,184,1,0,0.1396685242652893,300
A0.003,0.2,0.02,1,185,0,1,0.09813714772462845,126
A0.003,0.2,0.02,1,186,1,0,0.11262091994285583,300
A0.003,0.2,0.02,1,187,0,1,0.05624794214963913,143
A0.003,0.2,0.02,1,188,1,0,0.1984151154756546,300
A0.003,0.2,0.02,1,189,1,0,0.202889546751976,300
A0.003,0.2,0.02,1,190,1,0,0.13616880774497986,300
A0.003,0.2,0.02,1,191,0,0,0.2313900887966156,300
A0.003,0.2,0.02,1,192,1,0,0.177008256316185,300
A0.003,0.2,0.02,1,193,1,0,0.14365477859973907,300
A0.003,0.2,0.02,1,194,1,0,0.2153463363647461,300
A0.003,0.2,0.02,1,195,1,0,0.13585911691188812,300
A0.003,0.2,0.02,1,196,1,0,0.3058236539363861,300
A0.003,0.2,0.02,1,197,1,0,0.2057950496673584,300
A0.003,0.2,0.02,1,198,1,0,0.1741301715373993,300
A0.003,0.2,0.02,1,199,1,0,0.1741168200969696,300
A0.003,0.2,0.02,2,0,1,0,0.16955538094043732,300
A0.003,0.2,0.02,2,1,0,1,0.10223525017499924,168
A0.003,0.2,0.02,2,2,1,0,0.25936955213546753,300
A0.003,0.2,0.02,2,3,1,0,0.1346677839756012,300
A0.003,0.2,0.02,2,4,1,0,0.28255587816238403,300
A0.003,0.2,0.02,2,5,1,0,0.22015196084976196,300
A0.003,0.2,0.02,2,6,0,1,0.07591495662927628,126
A0.003,0.2,0.02,2,7,0,1,0.04997900128364563,116
A0.003,0.2,0.02,2,8,0,1,0.13234484195709229,159
A0.003,0.2,0.02,2,9,1,0,0.25852978229522705,300
A0.003,0.2,0.02,2,10,1,0,0.1428508162498474,300
A0.003,0.2,0.02,2,11,0,1,0.12700240314006805,193
A0.003,0.2,0.02,2,12,1,0,0.2630806863307953,300
A0.003,0.2,0.02,2,13,0,1,0.08733468502759933,121
A0.003,0.2,0.02,2,14,1,0,0.17766153812408447,300
A0.003,0.2,0.02,2,15,1,0,0.341926634311676,300
A0.003,0.2,0.02,2,16,1,0,0.18126240372657776,300
A0.003,0.2,0.02,2,17,1,0,0.18697871267795563,300
A0.003,0.2,0.02,2,18,1,0,0.2138126641511917,300
A0.003,0.2,0.02,2,19,1,0,0.2052614390850067,300
A0.003,0.2,0.02,2,20,0,1,0.06475819647312164,134
A0.003,0.2,0.02,2,21,1,0,0.16752396523952484,300
A0.003,0.2,0.02,2,22,1,0,0.18749430775642395,300
A0.003,0.2,0.02,2,23,1,0,0.18968428671360016,300
A0.003,0.2,0.02,2,24,0,1,0.07520706951618195,142
A0.003,0.2,0.02,2,25,0,1,0.11055442690849304,166
A0.003,0.2,0.02,2,26,1,0,0.18366627395153046,300
A0.003,0.2,0.02,2,27,0,1,0.07504941523075104,134
A0.003,0.2,0.02,2,28,0,0,0.13257332146167755,300
A0.003,0.2,0.02,2,29,0,0,0.15886755287647247,300
A0.003,0.2,0.02,2,30,1,0,0.16822470724582672,300
A0.003,0.2,0.02,2,31,1,0,0.14642280340194702,300
A0.003,0.2,0.02,2,32,1,0,0.15106818079948425,300
A0.003,0.2,0.02,2,33,0,1,0.17837974429130554,148
A0.003,0.2,0.02,2,34,1,0,0.1618279218673706,300
A0.003,0.2,0.02,2,35,0,1,0.13013584911823273,184
A0.003,0.2,0.02,2,36,1,0,0.2494019716978073,300
A0.003,0.2,0.02,2,37,0,1,0.11207183450460434,159
A0.003,0.2,0.02,2,38,1,0,0.17767295241355896,300
A0.003,0.2,0.02,2,39,1,0,0.22942522168159485,300
A0.003,0.2,0.02,2,40,0,1,0.082634337246418,119
A0.003,0.2,0.02,2,41,1,0,0.1451006680727005,300
A0.003,0.2,0.02,2,42,0,1,0.22629499435424805,174
A0.003,0.2,0.02,2,43,1,0,0.18906185030937195,300
A0.003,0.2,0.02,2,44,1,0,0.2243219017982483,300
A0.003,0.2,0.02,2,45,1,0,0.19842059910297394,300
A0.003,0.2,0.02,2,46,0,0,0.16707848012447357,300
A0.003,0.2,0.02,2,47,0,1,0.11913087964057922,143
A0.003,0.2,0.02,2,48,1,0,0.1992250680923462,300
A0.003,0.2,0.02,2,49,0,1,0.10967868566513062,144
A0.003,0.2,0.02,2,50,1,0,0.21750545501708984,300
A0.003,0.2,0.02,2,51,1,0,0.16742704808712006,300
A0.003,0.2,0.02,2,52,1,0,0.19665107131004333,300
A0.003,0.2,0.02,2,53,0,0,0.1501500904560089,300
A0.003,0.2,0.02,2,54,0,1,0.10497540980577469,146
A0.003,0.2,0.02,2,55,0,0,0.19499486684799194,300
A0.003,0.2,0.02,2,56,1,0,0.193580761551857,300
A0.003,0.2,0.02,2,57,1,0,0.1674138754606247,300
A0.003,0.2,0.02,2,58,0,1,0.050265442579984665,145
A0.003,0.2,0.02,2,59,0,0,0.1633455604314804,300
A0.003,0.2,0.02,2,60,1,0,0.1605890840291977,300
A0.003,0.2,0.02,2,61,0,0,0.18403390049934387,300
A0.003,0.2,0.02,2,62,1,0,0.18386656045913696,300
A0.003,0.2,0.02,2,63,0,1,0.0965307354927063,134
A0.003,0.2,0.02,2,64,0,1,0.20998333394527435,188
A0.003,0.2,0.02,2,65,0,0,0.18734601140022278,300
A0.003,0.2,0.02,2,66,1,0,0.13580907881259918,300
A0.003,0.2,0.02,2,67,1,0,0.18853414058685303,300
A0.003,0.2,0.02,2,68,1,0,0.13097406923770905,300
A0.003,0.2,0.02,2,69,0,0,0.19744323194026947,300
A0.003,0.2,0.02,2,70,1,0,0.17570656538009644,300
A0.003,0.2,0.02,2,71,1,0,0.21870431303977966,300
A0.003,0.2,0.02,2,72,1,0,0.15634161233901978,300
A0.003,0.2,0.02,2,73,1,0,0.20622777938842773,300
A0.003,0.2,0.02,2,74,1,0,0.2342173457145691,300
A0.003,0.2,0.02,2,75,1,0,0.21916483342647552,300
A0.003,0.2,0.02,2,76,0,1,0.06959231197834015,115
A0.003,0.2,0.02,2,77,1,0,0.16809150576591492,300
A0.003,0.2,0.02,2,78,0,1,0.0326499417424202,122
A0.003,0.2,0.02,2,79,1,0,0.25236576795578003,300
A0.003,0.2,0.02,2,80,1,0,0.3059528172016144,300
A0.003,0.2,0.02,2,81,0,1,0.12606552243232727,138
A0.003,0.2,0.02,2,82,1,0,0.2403339445590973,300
A0.003,0.2,0.02,2,83,1,0,0.13950060307979584,300
A0.003,0.2,0.02,2,84,0,1,0.10547906905412674,147
A0.003,0.2,0.02,2,85,1,0,0.24380305409431458,300
A0.003,0.2,0.02,2,86,0,1,0.09421182423830032,150
A0.003,0.2,0.02,2,87,1,0,0.21362170577049255,300
A0.003,0.2,0.02,2,88,1,0,0.21074102818965912,300
A0.003,0.2,0.02,2,89,0,1,0.11382483690977097,171
A0.003,0.2,0.02,2,90,0,1,0.10397755354642868,128
A0.003,0.2,0.02,2,91,1,0,0.1967460811138153,300
A0.003,0.2,0.02,2,92,1,0,0.21605215966701508,300
A0.003,0.2,0.02,2,93,0,1,0.07931915670633316,137
A0.003,0.2,0.02,2,94,1,0,0.2506054639816284,300
A0.003,0.2,0.02,2,95,0,1,0.14417722821235657,132
A0.003,0.2,0.02,2,96,1,0,0.16550034284591675,300
A0.003,0.2,0.02,2,97,1,0,0.1830807328224182,300
A0.003,0.2,0.02,2,98,1,0,0.21345463395118713,300
A0.003,0.2,0.02,2,99,0,0,0.19933205842971802,300
A0.003,0.2,0.02,2,100,1,0,0.23329465091228485,300
A0.003,0.2,0.02,2,101,0,0,0.15537844598293304,300
A0.003,0.2,0.02,2,102,1,0,0.22201299667358398,300
A0.003,0.2,0.02,2,103,1,0,0.2239464521408081,300
A0.003,0.2,0.02,2,104,1,0,0.15299451351165771,300
A0.003,0.2,0.02,2,105,1,0,0.19931206107139587,300
A0.003,0.2,0.02,2,106,0,1,0.08102758973836899,131
A0.003,0.2,0.02,2,107,1,0,0.19512048363685608,300
A0.003,0.2,0.02,2,108,1,0,0.17691728472709656,300
A0.003,0.2,0.02,2,109,0,1,0.05710621923208237,130
A0.003,0.2,0.02,2,110,1,0,0.11816972494125366,300
A0.003,0.2,0.02,2,111,0,1,0.08170729130506516,161
A0.003,0.2,0.02,2,112,0,1,0.1725550889968872,172
A0.003,0.2,0.02,2,113,0,1,0.15787790715694427,192
A0.003,0.2,0.02,2,114,1,0,0.16139227151870728,300
A0.003,0.2,0.02,2,115,1,0,0.15001410245895386,300
A0.003,0.2,0.02,2,116,1,0,0.1541202962398529,300
A0.003,0.2,0.02,2,117,0,1,0.14457106590270996,176
A0.003,0.2,0.02,2,118,0,1,0.08576685190200806,148
A0.003,0.2,0.02,2,119,1,0,0.1901332139968872,300
A0.003,0.2,0.02,2,120,1,0,0.18065191805362701,300
A0.003,0.2,0.02,2,121,1,0,0.16531746089458466,300
A0.003,0.2,0.02,2,122,0,1,0.09277299046516418,152
A0.003,0.2,0.02,2,123,0,1,0.10149553418159485,179
A0.003,0.2,0.02,2,124,1,0,0.15764398872852325,300
A0.003,0.2,0.02,2,125,1,0,0.2236010879278183,300
A0.003,0.2,0.02,2,126,1,0,0.20031653344631195,300
A0.003,0.2,0.02,2,127,1,0,0.13125403225421906,300
A0.003,0.2,0.02,2,128,1,0,0.14889107644557953,300
A0.003,0.2,0.02,2,129,0,1,0.07389617711305618,130
A0.003,0.2,0.02,2,130,1,0,0.17647455632686615,300
A0.003,0.2,0.02,2,131,0,0,0.18185119330883026,300
A0.003,0.2,0.02,2,132,1,0,0.20962725579738617,300
A0.003,0.2,0.02,2,133,1,0,0.2705216109752655,300
A0.003,0.2,0.02,2,134,0,1,0.04310145974159241,118
A0.003,0.2,0.02,2,135,1,0,0.2184048593044281,300
A0.003,0.2,0.02,2,136,1,0,0.19374510645866394,300
A0.003,0.2,0.02,2,137,1,0,0.23853440582752228,300
A0.003,0.2,0.02,2,138,1,0,0.15026526153087616,300
A0.003,0.2,0.02,2,139,1,0,0.16123637557029724,300
A0.003,0.2,0.02,2,140,1,0,0.1975484937429428,300
A0.003,0.2,0.02,2,141,1,0,0.15259720385074615,300
A0.003,0.2,0.02,2,142,1,0,0.1793832629919052,300
A0.003,0.2,0.02,2,143,1,0,0.2201681137084961,300
A0.003,0.2,0.02,2,144,0,0,0.14650294184684753,300
A0.003,0.2,0.02,2,145,1,0,0.19838392734527588,300
A0.003,0.2,0.02,2,146,0,1,0.14234045147895813,124
A0.003,0.2,0.02,2,147,0,1,0.08881039172410965,145
A0.003,0.2,0.02,2,148,1,0,0.20797038078308105,300
A0.003,0.2,0.02,2,149,1,0,0.19470565021038055,300
A0.003,0.2,0.02,2,150,1,0,0.1561625897884369,300
A0.003,0.2,0.02,2,151,1,0,0.17364445328712463,300
A0.003,0.2,0.02,2,152,1,0,0.15978123247623444,300
A0.003,0.2,0.02,2,153,1,0,0.24004746973514557,300
A0.003,0.2,0.02,2,154,0,1,0.0732322633266449,116
A0.003,0.2,0.02,2,155,1,0,0.2272128015756607,300
A0.003,0.2,0.02,2,156,1,0,0.17810256779193878,300
A0.003,0.2,0.02,2,157,1,0,0.20329315960407257,300
A0.003,0.2,0.02,2,158,1,0,0.22340576350688934,300
A0.003,0.2,0.02,2,159,0,0,0.20388545095920563,300
A0.003,0.2,0.02,2,160,1,0,0.25407329201698303,300
A0.003,0.2,0.02,2,161,0,1,0.16875381767749786,159
A0.003,0.2,0.02,2,162,1,0,0.181904599070549,300
A0.003,0.2,0.02,2,163,0,0,0.14284509420394897,300
A0.003,0.2,0.02,2,164,1,0,0.20486484467983246,300
A0.003,0.2,0.02,2,165,1,0,0.19003863632678986,300
A0.003,0.2,0.02,2,166,0,1,0.1197512149810791,125
A0.003,0.2,0.02,2,167,1,0,0.24544966220855713,300
A0.003,0.2,0.02,2,168,0,1,0.13348916172981262,169
A0.003,0.2,0.02,2,169,1,0,0.17878340184688568,300
A0.003,0.2,0.02,2,170,1,0,0.1298430860042572,300
A0.003,0.2,0.02,2,171,1,0,0.3234333395957947,300
A0.003,0.2,0.02,2,172,0,0,0.15945322811603546,300
A0.003,0.2,0.02,2,173,1,0,0.14012929797172546,300
A0.003,0.2,0.02,2,174,1,0,0.22423109412193298,300
A0.003,0.2,0.02,2,175,1,0,0.1311313956975937,300
A0.003,0.2,0.02,2,176,1,0,0.13507504761219025,300
A0.003,0.2,0.02,2,177,1,0,0.2580431401729584,300
A0.003,0.2,0.02,2,178,1,0,0.1690175086259842,300
A0.003,0.2,0.02,2,179,1,0,0.17366518080234528,300
A0.003,0.2,0.02,2,180,1,0,0.2099706381559372,300
A0.003,0.2,0.02,2,181,1,0,0.16952697932720184,300
A0.003,0.2,0.02,2,182,1,0,0.19943411648273468,300
A0.003,0.2,0.02,2,183,0,1,0.15151427686214447,168
A0.003,0.2,0.02,2,184,1,0,0.20142962038516998,300
A0.003,0.2,0.02,2,185,1,0,0.168481707572937,300
A0.003,0.2,0.02,2,186,1,0,0.16096650063991547,300
A0.003,0.2,0.02,2,187,1,0,0.16562436521053314,300
A0.003,0.2,0.02,2,188,1,0,0.21237653493881226,300
A0.003,0.2,0.02,2,189,1,0,0.12850145995616913,300
A0.003,0.2,0.02,2,190,1,0,0.1720816195011139,300
A0.003,0.2,0.02,2,191,1,0,0.13693474233150482,300
A0.003,0.2,0.02,2,192,0,0,0.16097623109817505,300
A0.003,0.2,0.02,2,193,1,0,0.2011578530073166,300
A0.003,0.2,0.02,2,194,0,1,0.08341505378484726,140
A0.003,0.2,0.02,2,195,1,0,0.2368372231721878,300
A0.003,0.2,0.02,2,196,0,1,0.06891456246376038,146
A0.003,0.2,0.02,2,197,1,0,0.2045992910861969,300
A0.003,0.2,0.02,2,198,1,0,0.12654466927051544,300
A0.003,0.2,0.02,2,199,1,0,0.22145068645477295,300
A0.003,0.2,0.02,3,0,0,1,0.12729410827159882,175
A0.003,0.2,0.02,3,1,0,1,0.07278399169445038,117
A0.003,0.2,0.02,3,2,0,1,0.11503329128026962,135
A0.003,0.2,0.02,3,3,1,0,0.10739337652921677,300
A0.003,0.2,0.02,3,4,0,1,0.12148711085319519,158
A0.003,0.2,0.02,3,5,1,0,0.21540376543998718,300
A0.003,0.2,0.02,3,6,1,0,0.12614093720912933,300
A0.003,0.2,0.02,3,7,1,0,0.2040351927280426,300
A0.003,0.2,0.02,3,8,1,0,0.17434477806091309,300
A0.003,0.2,0.02,3,9,1,0,0.22902733087539673,300
