condition,w,sigma_d,seed,episode,success,collision,effort,length
A0.001,0.1,0.0,1,46,0,0,0.2303892970085144,300
A0.001,0.1,0.0,1,47,1,0,0.19193457067012787,300
A0.001,0.1,0.0,1,48,1,0,0.1631537526845932,300
A0.001,0.1,0.0,1,49,1,0,0.219874769449234,300
A0.001,0.1,0.0,1,50,1,0,0.17888310551643372,300
A0.001,0.1,0.0,1,51,0,1,0.066409170627594,134
A0.001,0.1,0.0,1,52,1,0,0.16419534385204315,300
A0.001,0.1,0.0,1,53,0,0,0.18034450709819794,300
A0.001,0.1,0.0,1,54,0,1,0.08669817447662354,174
A0.001,0.1,0.0,1,55,0,0,0.16435083746910095,300
A0.001,0.1,0.0,1,56,0,1,0.12142249941825867,169
A0.001,0.1,0.0,1,57,1,0,0.1674535870552063,300
A0.001,0.1,0.0,1,58,1,0,0.1503739058971405,300
A0.001,0.1,0.0,1,59,1,0,0.15971849858760834,300
A0.001,0.1,0.0,1,60,1,0,0.1732524037361145,300
A0.001,0.1,0.0,1,61,1,0,0.15027561783790588,300
A0.001,0.1,0.0,1,62,1,0,0.18462516367435455,300
A0.001,0.1,0.0,1,63,0,1,0.10459384322166443,149
A0.001,0.1,0.0,1,64,0,1,0.1533890664577484,181
A0.001,0.1,0.0,1,65,0,0,0.20289209485054016,300
A0.001,0.1,0.0,1,66,1,0,0.13371287286281586,300
A0.001,0.1,0.0,1,67,0,1,0.08656768500804901,149
A0.001,0.1,0.0,1,68,0,1,0.09437758475542068,177
A0.001,0.1,0.0,1,69,1,0,0.19951917231082916,300
A0.001,0.1,0.0,1,70,1,0,0.15088893473148346,300
A0.001,0.1,0.0,1,71,0,1,0.08243657648563385,154
A0.001,0.1,0.0,1,72,0,1,0.1518937647342682,197
A0.001,0.1,0.0,1,73,0,0,0.20650847256183624,300
A0.001,0.1,0.0,1,74,1,0,0.17099924385547638,300
A0.001,0.1,0.0,1,75,1,0,0.1383776217699051,300
A0.001,0.1,0.0,1,76,1,0,0.16583429276943207,300
A0.001,0.1,0.0,1,77,1,0,0.18926003575325012,300
A0.001,0.1,0.0,1,78,0,1,0.08396971225738525,136
A0.001,0.1,0.0,1,79,1,0,0.18005572259426117,300
A0.001,0.1,0.0,1,80,0,1,0.12233664095401764,194
A0.001,0.1,0.0,1,81,0,1,0.06976175308227539,154
A0.001,0.1,0.0,1,82,1,0,0.15658852458000183,300
A0.001,0.1,0.0,1,83,1,0,0.14825059473514557,300
A0.001,0.1,0.0,1,84,1,0,0.20782570540905,300
A0.001,0.1,0.0,1,85,0,0,0.17262998223304749,300
A0.001,0.1,0.0,1,86,1,0,0.14317265152931213,300
A0.001,0.1,0.0,1,87,0,1,0.07212438434362411,173
A0.001,0.1,0.0,1,88,0,0,0.14993245899677277,300
A0.001,0.1,0.0,1,89,1,0,0.2022048830986023,300
A0.001,0.1,0.0,1,90,1,0,0.1431882530450821,300
A0.001,0.1,0.0,1,91,1,0,0.18852271139621735,300
A0.001,0.1,0.0,1,92,0,1,0.11958617717027664,140
A0.001,0.1,0.0,1,93,1,0,0.13559097051620483,300
A0.001,0.1,0.0,1,94,0,0,0.1374846249818802,300
A0.001,0.1,0.0,1,95,1,0,0.18541847169399261,300
A0.001,0.1,0.0,1,96,1,0,0.1758696734905243,300
A0.001,0.1,0.0,1,97,1,0,0.15552280843257904,300
A0.001,0.1,0.0,1,98,1,0,0.1490594446659088,300
A0.001,0.1,0.0,1,99,0,0,0.1631864458322525,300
A0.001,0.1,0.0,1,100,0,1,0.14531607925891876,202
A0.001,0.1,0.0,1,101,1,0,0.16716106235980988,300
A0.001,0.1,0.0,1,102,1,0,0.1411677896976471,300
A0.001,0.1,0.0,1,103,1,0,0.16731204092502594,300
A0.001,0.1,0.0,1,104,0,1,0.1483432650566101,179
A0.001,0.1,0.0,1,105,1,0,0.21046164631843567,300
A0.001,0.1,0.0,1,106,1,0,0.16744336485862732,300
A0.001,0.1,0.0,1,107,1,0,0.17349298298358917,300
A0.001,0.1,0.0,1,108,0,1,0.10895933955907822,174
A0.001,0.1,0.0,1,109,0,1,0.09682263433933258,170
A0.001,0.1,0.0,1,110,1,0,0.18770872056484222,300
A0.001,0.1,0.0,1,111,1,0,0.14389091730117798,300
A0.001,0.1,0.0,1,112,1,0,0.18829888105392456,300
A0.001,0.1,0.0,1,113,1,0,0.1528504490852356,300
A0.001,0.1,0.0,1,114,1,0,0.1626461148262024,300
A0.001,0.1,0.0,1,115,0,1,0.08513090014457703,135
A0.001,0.1,0.0,1,116,1,0,0.1730523705482483,300
A0.001,0.1,0.0,1,117,1,0,0.14866666495800018,300
A0.001,0.1,0.0,1,118,0,1,0.0718250647187233,161
A0.001,0.1,0.0,1,119,1,0,0.12328224629163742,300
A0.001,0.1,0.0,1,120,1,0,0.14937393367290497,300
A0.001,0.1,0.0,1,121,0,1,0.11331446468830109,177
A0.001,0.1,0.0,1,122,1,0,0.1997406780719757,300
A0.001,0.1,0.0,1,123,1,0,0.17522546648979187,300
A0.001,0.1,0.0,1,124,1,0,0.16718649864196777,300
A0.001,0.1,0.0,1,125,0,0,0.19729077816009521,300
A0.001,0.1,0.0,1,126,0,1,0.09318633377552032,142
A0.001,0.1,0.0,1,127,1,0,0.1334829181432724,300
A0.001,0.1,0.0,1,128,1,0,0.15677115321159363,300
A0.001,0.1,0.0,1,129,1,0,0.12936727702617645,300
A0.001,0.1,0.0,1,130,0,1,0.0681166872382164,155
A0.001,0.1,0.0,1,131,1,0,0.19612349569797516,300
A0.001,0.1,0.0,1,132,1,0,0.15235702693462372,300
A0.001,0.1,0.0,1,133,0,1,0.05979785695672035,156
A0.001,0.1,0.0,1,134,1,0,0.14485572278499603,300
A0.001,0.1,0.0,1,135,0,0,0.19960547983646393,300
A0.001,0.1,0.0,1,136,0,1,0.07931435108184814,146
A0.001,0.1,0.0,1,137,1,0,0.18491940200328827,300
A0.001,0.1,0.0,1,138,0,1,0.06591643393039703,129
A0.001,0.1,0.0,1,139,1,0,0.1540750414133072,300
A0.001,0.1,0.0,1,140,0,1,0.13748933374881744,162
A0.001,0.1,0.0,1,141,1,0,0.12088789790868759,300
A0.001,0.1,0.0,1,142,0,0,0.22344471514225006,300
A0.001,0.1,0.0,1,143,1,0,0.15776477754116058,300
A0.001,0.1,0.0,1,144,0,1,0.11466985940933228,196
A0.001,0.1,0.0,1,145,1,0,0.16991707682609558,300
A0.001,0.1,0.0,1,146,0,1,0.09203732013702393,152
A0.001,0.1,0.0,1,147,0,1,0.1370081603527069,178
A0.001,0.1,0.0,1,148,0,1,0.09938275814056396,187
A0.001,0.1,0.0,1,149,1,0,0.1371006816625595,300
A0.001,0.1,0.0,1,150,0,1,0.04845895245671272,122
A0.001,0.1,0.0,1,151,1,0,0.16075323522090912,300
A0.001,0.1,0.0,1,152,0,0,0.19401368498802185,300
A0.001,0.1,0.0,1,153,0,1,0.12116634845733643,159
A0.001,0.1,0.0,1,154,1,0,0.13301153481006622,300
A0.001,0.1,0.0,1,155,1,0,0.1630551666021347,300
A0.001,0.1,0.0,1,156,1,0,0.1576090157032013,300
A0.001,0.1,0.0,1,157,1,0,0.16472823917865753,300
A0.001,0.1,0.0,1,158,0,1,0.11663644760847092,177
A0.001,0.1,0.0,1,159,0,0,0.17282915115356445,300
A0.001,0.1,0.0,1,160,0,1,0.11138823628425598,181
A0.001,0.1,0.0,1,161,0,1,0.14476649463176727,169
A0.001,0.1,0.0,1,162,1,0,0.13660326600074768,300
A0.001,0.1,0.0,1,163,1,0,0.14910055696964264,300
A0.001,0.1,0.0,1,164,1,0,0.19752418994903564,300
A0.001,0.1,0.0,1,165,1,0,0.13592292368412018,300
A0.001,0.1,0.0,1,166,0,1,0.11828378587961197,179
A0.001,0.1,0.0,1,167,1,0,0.18244944512844086,300
A0.001,0.1,0.0,1,168,1,0,0.146763414144516,300
A0.001,0.1,0.0,1,169,0,1,0.09131863713264465,143
A0.001,0.1,0.0,1,170,1,0,0.19641011953353882,300
A0.001,0.1,0.0,1,171,1,0,0.18756797909736633,300
A0.001,0.1,0.0,1,172,1,0,0.15816588699817657,300
A0.001,0.1,0.0,1,173,1,0,0.1932850033044815,300
A0.001,0.1,0.0,1,174,1,0,0.1347893625497818,300
A0.001,0.1,0.0,1,175,1,0,0.1813589334487915,300
A0.001,0.1,0.0,1,176,0,1,0.06900696456432343,164
A0.001,0.1,0.0,1,177,1,0,0.18201464414596558,300
A0.001,0.1,0.0,1,178,1,0,0.14284412562847137,300
A0.001,0.1,0.0,1,179,1,0,0.130801722407341,300
A0.001,0.1,0.0,1,180,0,1,0.14286069571971893,209
A0.001,0.1,0.0,1,181,1,0,0.1911877691745758,300
A0.001,0.1,0.0,1,182,0,1,0.11187560856342316,160
A0.001,0.1,0.0,1,183,1,0,0.14891371130943298,300
A0.001,0.1,0.0,1,184,1,0,0.1303255259990692,300
A0.001,0.1,0.0,1,185,0,1,0.13863548636436462,147
A0.001,0.1,0.0,1,186,1,0,0.13646146655082703,300
A0.001,0.1,0.0,1,187,0,1,0.06182900816202164,143
A0.001,0.1,0.0,1,188,0,1,0.10092037916183472,161
A0.001,0.1,0.0,1,189,0,1,0.09977526217699051,170
A0.001,0.1,0.0,1,190,0,1,0.07277976721525192,136
A0.001,0.1,0.0,1,191,1,0,0.22282545268535614,300
A0.001,0.1,0.0,1,192,0,1,0.08479046076536179,167
A0.001,0.1,0.0,1,193,1,0,0.12692312896251678,300
A0.001,0.1,0.0,1,194,1,0,0.1682431697845459,300
A0.001,0.1,0.0,1,195,1,0,0.13081395626068115,300
A0.001,0.1,0.0,1,196,0,0,0.21279199421405792,300
A0.001,0.1,0.0,1,197,1,0,0.16322216391563416,300
A0.001,0.1,0.0,1,198,1,0,0.16401880979537964,300
A0.001,0.1,0.0,1,199,1,0,0.13621000945568085,300
A0.001,0.1,0.0,2,0,1,0,0.16985593736171722,300
A0.001,0.1,0.0,2,1,0,1,0.10279147326946259,166
A0.001,0.1,0.0,2,2,1,0,0.23528815805912018,300
A0.001,0.1,0.0,2,3,0,1,0.059939026832580566,126
A0.001,0.1,0.0,2,4,1,0,0.22895096242427826,300
A0.001,0.1,0.0,2,5,0,1,0.10636906325817108,162
A0.001,0.1,0.0,2,6,1,0,0.18390020728111267,300
A0.001,0.1,0.0,2,7,1,0,0.1901119202375412,300
A0.001,0.1,0.0,2,8,0,1,0.12436208128929138,168
A0.001,0.1,0.0,2,9,0,1,0.13993681967258453,199
A0.001,0.1,0.0,2,10,0,1,0.0571027435362339,129
A0.001,0.1,0.0,2,11,0,1,0.12358243018388748,194
A0.001,0.1,0.0,2,12,0,1,0.13681913912296295,172
A0.001,0.1,0.0,2,13,1,0,0.2542344629764557,300
A0.001,0.1,0.0,2,14,0,1,0.09396591782569885,149
A0.001,0.1,0.0,2,15,0,0,0.262758731842041,300
A0.001,0.1,0.0,2,16,1,0,0.17511825263500214,300
A0.001,0.1,0.0,2,17,0,1,0.1142863854765892,157
A0.001,0.1,0.0,2,18,0,1,0.08851493149995804,169
A0.001,0.1,0.0,2,19,1,0,0.18232573568820953,300
A0.001,0.1,0.0,2,20,1,0,0.18154998123645782,300
A0.001,0.1,0.0,2,21,1,0,0.16898877918720245,300
A0.001,0.1,0.0,2,22,0,1,0.08343259245157242,133
A0.001,0.1,0.0,2,23,1,0,0.18505652248859406,300
A0.001,0.1,0.0,2,24,0,1,0.08800389617681503,139
A0.001,0.1,0.0,2,25,0,1,0.10700942575931549,170
A0.001,0.1,0.0,2,26,1,0,0.18089358508586884,300
A0.001,0.1,0.0,2,27,0,1,0.07736282795667648,138
A0.001,0.1,0.0,2,28,0,1,0.06126198545098305,120
A0.001,0.1,0.0,2,29,1,0,0.18597395718097687,300
A0.001,0.1,0.0,2,30,1,0,0.1715841442346573,300
A0.001,0.1,0.0,2,31,1,0,0.14822553098201752,300
A0.001,0.1,0.0,2,32,1,0,0.18084965646266937,300
A0.001,0.1,0.0,2,33,1,0,0.25856417417526245,300
A0.001,0.1,0.0,2,34,0,1,0.056515637785196304,151
A0.001,0.1,0.0,2,35,1,0,0.22548644244670868,300
