condition,rough,sigma_k,seed,episode,push_step,recovery
ORACLE,mild,0.03,0,98,2,7
ORACLE,mild,0.03,0,63,14,2
ORACLE,mild,0.03,0,78,18,2
ORACLE,mild,0.03,0,189,17,4
ORACLE,mild,0.03,0,199,20,2
ORACLE,mild,0.03,0,64,20,4
ORACLE,mild,0.03,0,163,25,4
ORACLE,mild,0.03,0,178,25,4
ORACLE,mild,0.03,0,137,22,8
ORACLE,mild,0.03,0,125,30,2
ORACLE,mild,0.03,0,117,32,2
ORACLE,mild,0.03,0,182,31,8
ORACLE,mild,0.03,0,90,37,5
ORACLE,mild,0.03,0,196,40,2
ORACLE,mild,0.03,0,118,53,2
ORACLE,mild,0.03,0,195,48,8
ORACLE,mild,0.03,0,118,56,4
ORACLE,mild,0.03,0,102,70,3
ORACLE,mild,0.03,0,182,69,6
ORACLE,mild,0.03,0,7,71,5
ORACLE,mild,0.03,0,79,76,6
ORACLE,mild,0.03,0,164,87,3
ORACLE,mild,0.03,0,119,93,2
ORACLE,mild,0.03,0,111,94,3
ORACLE,mild,0.03,0,28,97,2
ORACLE,mild,0.03,0,37,18,4
ORACLE,mild,0.03,0,12,24,4
ORACLE,mild,0.03,0,185,29,8
ORACLE,mild,0.03,0,130,35,4
ORACLE,mild,0.03,0,10,44,3
ORACLE,mild,0.03,0,169,48,2
ORACLE,mild,0.03,0,9,45,9
ORACLE,mild,0.03,0,1,55,4
ORACLE,mild,0.03,0,42,59,4
ORACLE,mild,0.03,0,104,64,2
ORACLE,mild,0.03,0,153,64,2
ORACLE,mild,0.03,0,62,64,3
ORACLE,mild,0.03,0,4,68,3
ORACLE,mild,0.03,0,128,73,3
ORACLE,mild,0.03,0,61,84,4
ORACLE,mild,0.03,0,17,93,2
ORACLE,mild,0.03,0,73,96,2
ORACLE,mild,0.03,0,116,95,3
ORACLE,mild,0.03,0,85,4,2
ORACLE,mild,0.03,0,43,4,14
ORACLE,mild,0.03,0,179,17,3
ORACLE,mild,0.03,0,11,24,6
ORACLE,mild,0.03,0,133,30,3
ORACLE,mild,0.03,0,166,31,2
ORACLE,mild,0.03,0,29,31,8
ORACLE,mild,0.03,0,71,26,14
ORACLE,mild,0.03,0,51,36,6
ORACLE,mild,0.03,0,111,40,2
ORACLE,mild,0.03,0,115,40,7
ORACLE,mild,0.03,0,159,43,5
ORACLE,mild,0.03,0,70,46,3
ORACLE,mild,0.03,0,123,41,9
ORACLE,mild,0.03,0,190,47,5
ORACLE,mild,0.03,0,111,52,2
ORACLE,mild,0.03,0,187,49,5
ORACLE,mild,0.03,0,137,53,3
ORACLE,mild,0.03,0,154,59,5
ORACLE,mild,0.03,0,42,67,3
ORACLE,mild,0.03,0,126,66,4
ORACLE,mild,0.03,0,100,71,2
ORACLE,mild,0.03,0,48,75,2
ORACLE,mild,0.03,0,11,69,9
ORACLE,mild,0.03,0,5,72,7
ORACLE,mild,0.03,0,107,81,3
ORACLE,mild,0.03,0,103,77,8
ORACLE,mild,0.03,0,136,87,5
ORACLE,mild,0.03,0,0,96,-1
ORACLE,mild,0.03,0,33,95,-1
ORACLE,mild,0.03,1,136,2,3
ORACLE,mild,0.03,1,167,6,3
ORACLE,mild,0.03,1,2,12,5
ORACLE,mild,0.03,1,175,22,3
ORACLE,mild,0.03,1,130,27,2
ORACLE,mild,0.03,1,199,29,2
ORACLE,mild,0.03,1,170,54,3
ORACLE,mild,0.03,1,86,58,2
ORACLE,mild,0.03,1,78,58,3
ORACLE,mild,0.03,1,102,59,3
ORACLE,mild,0.03,1,85,59,5
ORACLE,mild,0.03,1,22,74,2
ORACLE,mild,0.03,1,83,70,6
ORACLE,mild,0.03,1,96,70,6
ORACLE,mild,0.03,1,104,79,3
ORACLE,mild,0.03,1,188,81,4
ORACLE,mild,0.03,1,57,88,2
ORACLE,mild,0.03,1,77,86,4
ORACLE,mild,0.03,1,120,97,2
ORACLE,mild,0.03,1,193,99,-97
ORACLE,mild,0.03,1,99,4,2
ORACLE,mild,0.03,1,45,3,6
ORACLE,mild,0.03,1,56,3,7
ORACLE,mild,0.03,1,125,11,2
ORACLE,mild,0.03,1,101,13,4
ORACLE,mild,0.03,1,137,0,19
ORACLE,mild,0.03,1,160,15,6
ORACLE,mild,0.03,1,32,10,12
ORACLE,mild,0.03,1,128,17,6
ORACLE,mild,0.03,1,82,3,26
ORACLE,mild,0.03,1,101,47,4
ORACLE,mild,0.03,1,13,50,2
ORACLE,mild,0.03,1,102,50,2
ORACLE,mild,0.03,1,122,51,3
ORACLE,mild,0.03,1,159,56,2
ORACLE,mild,0.03,1,192,55,3
ORACLE,mild,0.03,1,14,54,8
ORACLE,mild,0.03,1,153,59,6
ORACLE,mild,0.03,1,53,67,4
ORACLE,mild,0.03,1,7,73,2
ORACLE,mild,0.03,1,134,95,2
ORACLE,mild,0.03,1,192,3,3
ORACLE,mild,0.03,1,64,8,2
ORACLE,mild,0.03,1,4,20,2
ORACLE,mild,0.03,1,133,19,4
ORACLE,mild,0.03,1,27,22,3
ORACLE,mild,0.03,1,155,24,2
ORACLE,mild,0.03,1,68,23,6
ORACLE,mild,0.03,1,38,29,3
ORACLE,mild,0.03,1,178,35,3
ORACLE,mild,0.03,1,6,35,4
ORACLE,mild,0.03,1,93,35,5
ORACLE,mild,0.03,1,75,38,6
ORACLE,mild,0.03,1,50,44,2
ORACLE,mild,0.03,1,17,46,3
ORACLE,mild,0.03,1,172,36,13
ORACLE,mild,0.03,1,31,49,5
ORACLE,mild,0.03,1,28,49,6
ORACLE,mild,0.03,1,187,58,2
ORACLE,mild,0.03,1,71,61,2
ORACLE,mild,0.03,1,124,54,9
ORACLE,mild,0.03,1,41,63,1
ORACLE,mild,0.03,1,107,62,2
ORACLE,mild,0.03,1,187,63,1
ORACLE,mild,0.03,1,15,61,5
ORACLE,mild,0.03,1,81,61,6
ORACLE,mild,0.03,1,14,67,1
ORACLE,mild,0.03,1,187,68,1
ORACLE,mild,0.03,1,128,70,3
ORACLE,mild,0.03,1,27,72,3
ORACLE,mild,0.03,1,42,76,2
ORACLE,mild,0.03,1,74,78,2
ORACLE,mild,0.03,1,114,72,9
ORACLE,mild,0.03,1,110,83,3
ORACLE,mild,0.03,1,40,86,2
ORACLE,mild,0.03,1,24,86,6
ORACLE,mild,0.03,1,152,85,7
ORACLE,mild,0.03,1,20,93,4
ORACLE,mild,0.03,1,51,95,3
ORACLE,mild,0.03,1,151,95,-1
ORACLE,mild,0.03,1,153,99,-1
ORACLE,mild,0.03,2,165,3,4
ORACLE,mild,0.03,2,27,6,4
ORACLE,mild,0.03,2,25,5,7
ORACLE,mild,0.03,2,53,9,5
ORACLE,mild,0.03,2,144,10,5
ORACLE,mild,0.03,2,17,9,11
ORACLE,mild,0.03,2,99,12,9
ORACLE,mild,0.03,2,8,9,14
ORACLE,mild,0.03,2,171,24,14
ORACLE,mild,0.03,2,189,33,9
ORACLE,mild,0.03,2,72,41,8
ORACLE,mild,0.03,2,123,48,4
ORACLE,mild,0.03,2,173,41,11
ORACLE,mild,0.03,2,198,38,15
ORACLE,mild,0.03,2,55,54,2
ORACLE,mild,0.03,2,117,56,5
ORACLE,mild,0.03,2,157,70,2
ORACLE,mild,0.03,2,135,74,5
ORACLE,mild,0.03,2,191,93,3
ORACLE,mild,0.03,2,101,93,5
ORACLE,mild,0.03,2,165,90,9
ORACLE,mild,0.03,2,59,96,-95
ORACLE,mild,0.03,2,36,96,-91
ORACLE,mild,0.03,2,118,6,2
ORACLE,mild,0.03,2,71,3,6
ORACLE,mild,0.03,2,45,5,8
ORACLE,mild,0.03,2,105,14,2
ORACLE,mild,0.03,2,92,14,5
ORACLE,mild,0.03,2,147,18,3
ORACLE,mild,0.03,2,177,17,4
ORACLE,mild,0.03,2,13,24,5
ORACLE,mild,0.03,2,72,26,10
ORACLE,mild,0.03,2,55,36,3
ORACLE,mild,0.03,2,58,35,7
ORACLE,mild,0.03,2,12,36,7
ORACLE,mild,0.03,2,92,34,10
ORACLE,mild,0.03,2,59,37,8
ORACLE,mild,0.03,2,120,50,2
ORACLE,mild,0.03,2,174,50,3
ORACLE,mild,0.03,2,64,2,57
ORACLE,mild,0.03,2,8,55,5
ORACLE,mild,0.03,2,32,59,4
ORACLE,mild,0.03,2,191,73,6
ORACLE,mild,0.03,2,4,74,9
ORACLE,mild,0.03,2,130,75,8
ORACLE,mild,0.03,2,136,81,5
ORACLE,mild,0.03,2,21,86,3
ORACLE,mild,0.03,2,151,89,7
ORACLE,mild,0.03,2,143,87,10
ORACLE,mild,0.03,2,18,99,-97
ORACLE,mild,0.03,2,79,9,7
ORACLE,mild,0.03,2,197,23,2
ORACLE,mild,0.03,2,83,23,7
ORACLE,mild,0.03,2,178,33,2
ORACLE,mild,0.03,2,16,31,5
ORACLE,mild,0.03,2,62,35,7
ORACLE,mild,0.03,2,137,40,4
ORACLE,mild,0.03,2,71,52,3
ORACLE,mild,0.03,2,151,55,2
ORACLE,mild,0.03,2,184,60,5
ORACLE,mild,0.03,2,2,69,7
ORACLE,mild,0.03,2,185,71,6
ORACLE,mild,0.03,2,187,75,2
ORACLE,mild,0.03,2,147,71,7
ORACLE,mild,0.03,2,62,70,10
ORACLE,mild,0.03,2,130,49,36
ORACLE,mild,0.03,2,131,82,5
ORACLE,mild,0.03,2,23,83,11
ORACLE,mild,0.03,2,61,93,2
ORACLE,mild,0.03,2,170,92,3
ORACLE,mild,0.03,2,2,93,3
ORACLE,mild,0.03,2,53,91,-1
ORACLE,mild,0.03,3,1,0,3
ORACLE,mild,0.03,3,80,13,2
ORACLE,mild,0.03,3,19,16,3
ORACLE,mild,0.03,3,56,13,7
ORACLE,mild,0.03,3,13,14,7
ORACLE,mild,0.03,3,24,21,6
ORACLE,mild,0.03,3,13,28,2
ORACLE,mild,0.03,3,137,14,18
ORACLE,mild,0.03,3,10,22,11
ORACLE,mild,0.03,3,15,29,8
ORACLE,mild,0.03,3,61,32,7
ORACLE,mild,0.03,3,139,35,7
ORACLE,mild,0.03,3,70,46,3
ORACLE,mild,0.03,3,43,48,2
ORACLE,mild,0.03,3,101,56,3
ORACLE,mild,0.03,3,149,55,5
ORACLE,mild,0.03,3,74,56,7
ORACLE,mild,0.03,3,99,68,3
ORACLE,mild,0.03,3,125,69,2
ORACLE,mild,0.03,3,6,68,4
ORACLE,mild,0.03,3,40,72,2
ORACLE,mild,0.03,3,150,76,4
ORACLE,mild,0.03,3,161,85,2
ORACLE,mild,0.03,3,32,93,4
ORACLE,mild,0.03,3,75,96,2
ORACLE,mild,0.03,3,47,5,2
ORACLE,mild,0.03,3,119,99,-91
ORACLE,mild,0.03,3,158,8,2
ORACLE,mild,0.03,3,92,1,11
ORACLE,mild,0.03,3,22,11,3
ORACLE,mild,0.03,3,59,28,3
ORACLE,mild,0.03,3,15,29,7
ORACLE,mild,0.03,3,87,19,23
ORACLE,mild,0.03,3,196,50,6
ORACLE,mild,0.03,3,45,60,3
ORACLE,mild,0.03,3,52,56,10
ORACLE,mild,0.03,3,121,64,6
ORACLE,mild,0.03,3,133,70,5
ORACLE,mild,0.03,3,151,69,6
ORACLE,mild,0.03,3,46,73,3
ORACLE,mild,0.03,3,125,64,12
ORACLE,mild,0.03,3,32,72,6
ORACLE,mild,0.03,3,34,82,4
ORACLE,mild,0.03,3,47,80,6
ORACLE,mild,0.03,3,48,91,8
ORACLE,mild,0.03,3,150,92,7
ORACLE,mild,0.03,3,116,99,-95
ORACLE,mild,0.03,3,120,97,-93
ORACLE,mild,0.03,3,1,9,4
ORACLE,mild,0.03,3,173,13,10
ORACLE,mild,0.03,3,76,23,3
ORACLE,mild,0.03,3,99,22,5
ORACLE,mild,0.03,3,90,9,23
ORACLE,mild,0.03,3,185,35,2
ORACLE,mild,0.03,3,116,35,6
ORACLE,mild,0.03,3,167,38,4
ORACLE,mild,0.03,3,175,34,10
ORACLE,mild,0.03,3,28,41,5
ORACLE,mild,0.03,3,117,39,12
ORACLE,mild,0.03,3,188,50,6
ORACLE,mild,0.03,3,160,54,3
ORACLE,mild,0.03,3,113,54,4
ORACLE,mild,0.03,3,31,59,2
ORACLE,mild,0.03,3,149,57,4
ORACLE,mild,0.03,3,3,67,3
ORACLE,mild,0.03,3,9,68,2
ORACLE,mild,0.03,3,77,72,3
ORACLE,mild,0.03,3,174,70,5
ORACLE,mild,0.03,3,83,79,4
ORACLE,mild,0.03,3,181,83,3
ORACLE,mild,0.03,3,2,89,1
ORACLE,mild,0.03,3,49,88,5
ORACLE,mild,0.03,3,44,97,-1
ORACLE,mild,0.03,3,164,99,-1
ORACLE,mild,0.03,4,119,2,2
ORACLE,mild,0.03,4,55,14,2
ORACLE,mild,0.03,4,29,15,3
ORACLE,mild,0.03,4,68,17,6
ORACLE,mild,0.03,4,134,20,3
ORACLE,mild,0.03,4,81,18,9
ORACLE,mild,0.03,4,92,31,4
ORACLE,mild,0.03,4,194,33,2
ORACLE,mild,0.03,4,67,23,13
ORACLE,mild,0.03,4,8,39,2
ORACLE,mild,0.03,4,79,40,4
ORACLE,mild,0.03,4,76,51,3
ORACLE,mild,0.03,4,8,50,8
ORACLE,mild,0.03,4,46,62,4
ORACLE,mild,0.03,4,71,67,2
ORACLE,mild,0.03,4,141,64,5
ORACLE,mild,0.03,4,81,67,3
ORACLE,mild,0.03,4,131,71,3
ORACLE,mild,0.03,4,12,70,6
ORACLE,mild,0.03,4,94,78,4
ORACLE,mild,0.03,4,108,84,2
ORACLE,mild,0.03,4,102,72,15
ORACLE,mild,0.03,4,191,93,2
ORACLE,mild,0.03,4,194,3,2
ORACLE,mild,0.03,4,66,3,10
ORACLE,mild,0.03,4,54,13,7
ORACLE,mild,0.03,4,24,9,13
ORACLE,mild,0.03,4,31,94,-70
ORACLE,mild,0.03,4,50,21,6
ORACLE,mild,0.03,4,109,17,10
ORACLE,mild,0.03,4,54,20,10
ORACLE,mild,0.03,4,118,37,3
ORACLE,mild,0.03,4,19,38,3
ORACLE,mild,0.03,4,189,37,9
ORACLE,mild,0.03,4,194,41,5
ORACLE,mild,0.03,4,186,49,4
ORACLE,mild,0.03,4,75,53,6
ORACLE,mild,0.03,4,12,68,4
ORACLE,mild,0.03,4,47,71,3
ORACLE,mild,0.03,4,50,69,6
ORACLE,mild,0.03,4,114,75,2
ORACLE,mild,0.03,4,0,83,3
ORACLE,mild,0.03,4,3,84,2
ORACLE,mild,0.03,4,116,82,5
ORACLE,mild,0.03,4,97,88,8
ORACLE,mild,0.03,4,102,96,-93
ORACLE,mild,0.03,4,172,1,3
ORACLE,mild,0.03,4,64,6,4
ORACLE,mild,0.03,4,131,7,6
ORACLE,mild,0.03,4,147,19,2
ORACLE,mild,0.03,4,61,20,4
ORACLE,mild,0.03,4,134,31,3
ORACLE,mild,0.03,4,29,29,9
ORACLE,mild,0.03,4,136,28,12
ORACLE,mild,0.03,4,177,40,2
ORACLE,mild,0.03,4,86,43,2
ORACLE,mild,0.03,4,156,44,2
ORACLE,mild,0.03,4,122,46,2
ORACLE,mild,0.03,4,65,44,9
ORACLE,mild,0.03,4,176,53,2
ORACLE,mild,0.03,4,153,57,2
ORACLE,mild,0.03,4,3,57,3
ORACLE,mild,0.03,4,7,60,3
ORACLE,mild,0.03,4,110,52,11
ORACLE,mild,0.03,4,2,63,4
ORACLE,mild,0.03,4,45,66,3
ORACLE,mild,0.03,4,189,65,6
ORACLE,mild,0.03,4,169,74,2
ORACLE,mild,0.03,4,27,69,11
ORACLE,mild,0.03,4,110,81,2
ORACLE,mild,0.03,4,179,80,5
ORACLE,mild,0.03,4,43,90,4
ORACLE,mild,0.03,4,107,87,7
ORACLE,mild,0.03,4,152,95,5
ORACLE,mild,0.03,4,195,98,2
ORACLE,mild,0.06,0,149,0,3
ORACLE,mild,0.06,0,54,2,4
ORACLE,mild,0.06,0,135,6,1
ORACLE,mild,0.06,0,14,6,3
ORACLE,mild,0.06,0,145,5,4
ORACLE,mild,0.06,0,146,6,6
ORACLE,mild,0.06,0,109,7,6
ORACLE,mild,0.06,0,119,10,4
ORACLE,mild,0.06,0,18,14,1
ORACLE,mild,0.06,0,136,1,16
ORACLE,mild,0.06,0,88,16,2
ORACLE,mild,0.06,0,15,15,4
ORACLE,mild,0.06,0,94,15,4
ORACLE,mild,0.06,0,187,16,3
ORACLE,mild,0.06,0,49,17,4
ORACLE,mild,0.06,0,152,18,5
ORACLE,mild,0.06,0,159,10,13
ORACLE,mild,0.06,0,162,18,5
ORACLE,mild,0.06,0,98,2,22
ORACLE,mild,0.06,0,165,17,7
ORACLE,mild,0.06,0,39,17,8
ORACLE,mild,0.06,0,180,15,10
ORACLE,mild,0.06,0,63,14,12
ORACLE,mild,0.06,0,148,4,23
ORACLE,mild,0.06,0,184,4,23
ORACLE,mild,0.06,0,199,20,8
ORACLE,mild,0.06,0,45,17,12
ORACLE,mild,0.06,0,78,18,11
ORACLE,mild,0.06,0,70,16,14
ORACLE,mild,0.06,0,144,17,13
ORACLE,mild,0.06,0,128,28,3
ORACLE,mild,0.06,0,192,25,7
ORACLE,mild,0.06,0,112,30,3
ORACLE,mild,0.06,0,119,30,3
ORACLE,mild,0.06,0,121,30,3
ORACLE,mild,0.06,0,64,31,4
ORACLE,mild,0.06,0,97,32,3
ORACLE,mild,0.06,0,163,25,10
ORACLE,mild,0.06,0,178,25,13
ORACLE,mild,0.06,0,185,35,3
ORACLE,mild,0.06,0,137,22,17
ORACLE,mild,0.06,0,157,31,8
ORACLE,mild,0.06,0,143,37,4
ORACLE,mild,0.06,0,105,36,6
ORACLE,mild,0.06,0,85,41,2
ORACLE,mild,0.06,0,27,37,8
ORACLE,mild,0.06,0,0,44,2
ORACLE,mild,0.06,0,14,42,4
ORACLE,mild,0.06,0,125,30,16
ORACLE,mild,0.06,0,189,17,29
ORACLE,mild,0.06,0,196,40,6
ORACLE,mild,0.06,0,24,38,10
ORACLE,mild,0.06,0,117,37,14
ORACLE,mild,0.06,0,170,44,8
ORACLE,mild,0.06,0,191,43,9
ORACLE,mild,0.06,0,90,37,16
ORACLE,mild,0.06,0,46,53,2
ORACLE,mild,0.06,0,20,46,10
ORACLE,mild,0.06,0,88,52,4
ORACLE,mild,0.06,0,168,55,3
ORACLE,mild,0.06,0,31,39,21
ORACLE,mild,0.06,0,63,54,7
ORACLE,mild,0.06,0,40,60,2
ORACLE,mild,0.06,0,35,56,7
ORACLE,mild,0.06,0,108,63,2
ORACLE,mild,0.06,0,159,60,5
ORACLE,mild,0.06,0,90,61,5
ORACLE,mild,0.06,0,98,55,11
ORACLE,mild,0.06,0,149,58,8
ORACLE,mild,0.06,0,118,56,11
ORACLE,mild,0.06,0,120,65,2
ORACLE,mild,0.06,0,91,60,8
ORACLE,mild,0.06,0,182,31,37
ORACLE,mild,0.06,0,67,60,9
ORACLE,mild,0.06,0,109,58,11
ORACLE,mild,0.06,0,136,64,5
ORACLE,mild,0.06,0,115,65,6
ORACLE,mild,0.06,0,174,65,6
ORACLE,mild,0.06,0,140,71,2
ORACLE,mild,0.06,0,71,68,6
ORACLE,mild,0.06,0,93,73,2
ORACLE,mild,0.06,0,104,73,3
ORACLE,mild,0.06,0,182,69,7
ORACLE,mild,0.06,0,22,69,9
ORACLE,mild,0.06,0,149,72,9
ORACLE,mild,0.06,0,195,59,23
ORACLE,mild,0.06,0,187,75,8
ORACLE,mild,0.06,0,102,70,14
ORACLE,mild,0.06,0,7,83,3
ORACLE,mild,0.06,0,81,84,3
ORACLE,mild,0.06,0,127,75,12
ORACLE,mild,0.06,0,60,79,10
ORACLE,mild,0.06,0,0,89,2
ORACLE,mild,0.06,0,62,86,6
ORACLE,mild,0.06,0,79,76,17
ORACLE,mild,0.06,0,189,85,8
ORACLE,mild,0.06,0,197,85,8
ORACLE,mild,0.06,0,83,89,7
ORACLE,mild,0.06,0,177,93,3
ORACLE,mild,0.06,0,30,91,6
ORACLE,mild,0.06,0,150,88,9
ORACLE,mild,0.06,0,179,95,3
ORACLE,mild,0.06,0,164,87,12
ORACLE,mild,0.06,0,66,97,3
ORACLE,mild,0.06,0,119,93,-90
ORACLE,mild,0.06,0,137,99,-96
ORACLE,mild,0.06,0,134,95,-91
ORACLE,mild,0.06,0,23,98,-92
ORACLE,mild,0.06,0,84,93,-87
ORACLE,mild,0.06,0,14,99,-90
ORACLE,mild,0.06,0,144,7,2
ORACLE,mild,0.06,0,111,94,-83
ORACLE,mild,0.06,0,148,8,6
ORACLE,mild,0.06,0,28,97,-82
ORACLE,mild,0.06,0,95,4,12
ORACLE,mild,0.06,0,153,11,5
ORACLE,mild,0.06,0,34,5,13
ORACLE,mild,0.06,0,196,13,6
ORACLE,mild,0.06,0,122,12,8
ORACLE,mild,0.06,0,109,13,8
ORACLE,mild,0.06,0,42,21,3
ORACLE,mild,0.06,0,142,13,11
ORACLE,mild,0.06,0,90,12,13
ORACLE,mild,0.06,0,37,18,10
ORACLE,mild,0.06,0,64,22,6
ORACLE,mild,0.06,0,32,13,18
ORACLE,mild,0.06,0,85,23,8
ORACLE,mild,0.06,0,89,27,6
ORACLE,mild,0.06,0,180,31,2
ORACLE,mild,0.06,0,31,20,14
ORACLE,mild,0.06,0,54,32,2
ORACLE,mild,0.06,0,25,24,11
ORACLE,mild,0.06,0,12,24,15
ORACLE,mild,0.06,0,120,30,9
ORACLE,mild,0.06,0,137,32,7
ORACLE,mild,0.06,0,78,35,5
ORACLE,mild,0.06,0,70,38,6
ORACLE,mild,0.06,0,127,41,3
ORACLE,mild,0.06,0,161,39,5
ORACLE,mild,0.06,0,62,43,4
ORACLE,mild,0.06,0,116,43,4
ORACLE,mild,0.06,0,72,40,8
ORACLE,mild,0.06,0,199,46,2
ORACLE,mild,0.06,0,55,31,18
ORACLE,mild,0.06,0,130,35,14
ORACLE,mild,0.06,0,1,45,5
ORACLE,mild,0.06,0,113,43,7
ORACLE,mild,0.06,0,157,43,7
ORACLE,mild,0.06,0,185,44,6
ORACLE,mild,0.06,0,136,48,4
ORACLE,mild,0.06,0,0,49,7
ORACLE,mild,0.06,0,6,52,5
ORACLE,mild,0.06,0,9,45,13
ORACLE,mild,0.06,0,49,53,5
ORACLE,mild,0.06,0,169,48,10
ORACLE,mild,0.06,0,112,52,7
ORACLE,mild,0.06,0,124,59,2
ORACLE,mild,0.06,0,15,54,8
ORACLE,mild,0.06,0,34,56,7
ORACLE,mild,0.06,0,56,59,4
ORACLE,mild,0.06,0,111,58,5
ORACLE,mild,0.06,0,97,62,2
ORACLE,mild,0.06,0,123,55,9
ORACLE,mild,0.06,0,21,59,6
ORACLE,mild,0.06,0,39,59,6
ORACLE,mild,0.06,0,57,58,8
ORACLE,mild,0.06,0,133,56,10
ORACLE,mild,0.06,0,112,61,7
ORACLE,mild,0.06,0,196,60,8
ORACLE,mild,0.06,0,60,59,10
ORACLE,mild,0.06,0,30,53,17
ORACLE,mild,0.06,0,102,69,2
ORACLE,mild,0.06,0,140,64,7
ORACLE,mild,0.06,0,151,66,5
ORACLE,mild,0.06,0,174,64,7
ORACLE,mild,0.06,0,46,70,2
ORACLE,mild,0.06,0,130,60,12
ORACLE,mild,0.06,0,70,71,2
ORACLE,mild,0.06,0,163,66,7
ORACLE,mild,0.06,0,15,72,2
ORACLE,mild,0.06,0,153,64,10
ORACLE,mild,0.06,0,126,67,8
ORACLE,mild,0.06,0,138,73,2
ORACLE,mild,0.06,0,92,68,8
ORACLE,mild,0.06,0,104,64,12
ORACLE,mild,0.06,0,197,71,6
ORACLE,mild,0.06,0,1,58,20
ORACLE,mild,0.06,0,62,64,14
ORACLE,mild,0.06,0,99,73,5
ORACLE,mild,0.06,0,4,68,11
ORACLE,mild,0.06,0,94,73,8
ORACLE,mild,0.06,0,125,79,2
ORACLE,mild,0.06,0,176,79,2
ORACLE,mild,0.06,0,102,75,8
ORACLE,mild,0.06,0,165,74,9
ORACLE,mild,0.06,0,128,73,12
ORACLE,mild,0.06,0,101,80,6
ORACLE,mild,0.06,0,160,85,2
ORACLE,mild,0.06,0,103,79,9
ORACLE,mild,0.06,0,131,87,4
ORACLE,mild,0.06,0,55,83,10
ORACLE,mild,0.06,0,10,90,4
ORACLE,mild,0.06,0,147,85,11
ORACLE,mild,0.06,0,61,84,13
ORACLE,mild,0.06,0,125,81,18
ORACLE,mild,0.06,0,55,2,2
ORACLE,mild,0.06,0,155,96,-92
ORACLE,mild,0.06,0,182,2,4
ORACLE,mild,0.06,0,60,1,6
ORACLE,mild,0.06,0,144,92,-85
ORACLE,mild,0.06,0,124,95,-87
ORACLE,mild,0.06,0,93,6,3
ORACLE,mild,0.06,0,138,94,-84
ORACLE,mild,0.06,0,116,95,-84
ORACLE,mild,0.06,0,10,12,5
ORACLE,mild,0.06,0,187,14,4
ORACLE,mild,0.06,0,41,10,9
ORACLE,mild,0.06,0,91,16,4
ORACLE,mild,0.06,0,140,2,19
ORACLE,mild,0.06,0,192,19,3
ORACLE,mild,0.06,0,73,19,4
ORACLE,mild,0.06,0,106,14,9
ORACLE,mild,0.06,0,63,4,20
ORACLE,mild,0.06,0,175,19,7
ORACLE,mild,0.06,0,131,21,7
ORACLE,mild,0.06,0,179,17,13
ORACLE,mild,0.06,0,184,18,13
ORACLE,mild,0.06,0,156,19,13
ORACLE,mild,0.06,0,159,10,22
ORACLE,mild,0.06,0,50,26,7
ORACLE,mild,0.06,0,38,32,3
ORACLE,mild,0.06,0,179,34,2
ORACLE,mild,0.06,0,43,4,33
ORACLE,mild,0.06,0,113,33,6
ORACLE,mild,0.06,0,133,30,10
ORACLE,mild,0.06,0,11,24,17
ORACLE,mild,0.06,0,31,36,5
ORACLE,mild,0.06,0,70,34,7
ORACLE,mild,0.06,0,172,33,8
ORACLE,mild,0.06,0,3,40,2
ORACLE,mild,0.06,0,111,40,2
ORACLE,mild,0.06,0,186,36,6
ORACLE,mild,0.06,0,73,38,5
ORACLE,mild,0.06,0,128,32,13
ORACLE,mild,0.06,0,75,40,7
ORACLE,mild,0.06,0,1,46,2
ORACLE,mild,0.06,0,15,37,11
ORACLE,mild,0.06,0,136,46,3
ORACLE,mild,0.06,0,77,41,9
ORACLE,mild,0.06,0,102,43,7
ORACLE,mild,0.06,0,166,31,19
ORACLE,mild,0.06,0,71,26,25
ORACLE,mild,0.06,0,99,44,8
ORACLE,mild,0.06,0,42,48,5
ORACLE,mild,0.06,0,76,29,24
ORACLE,mild,0.06,0,126,38,15
ORACLE,mild,0.06,0,51,36,18
ORACLE,mild,0.06,0,70,46,8
ORACLE,mild,0.06,0,145,47,7
ORACLE,mild,0.06,0,112,51,4
ORACLE,mild,0.06,0,29,31,26
ORACLE,mild,0.06,0,36,44,13
ORACLE,mild,0.06,0,166,56,2
ORACLE,mild,0.06,0,171,51,7
ORACLE,mild,0.06,0,27,56,3
ORACLE,mild,0.06,0,159,43,16
ORACLE,mild,0.06,0,40,57,3
ORACLE,mild,0.06,0,123,41,19
ORACLE,mild,0.06,0,57,52,9
ORACLE,mild,0.06,0,111,52,9
ORACLE,mild,0.06,0,187,49,12
ORACLE,mild,0.06,0,115,40,23
ORACLE,mild,0.06,0,153,61,2
ORACLE,mild,0.06,0,190,47,16
ORACLE,mild,0.06,0,84,59,5
ORACLE,mild,0.06,0,150,58,6
ORACLE,mild,0.06,0,2,60,5
ORACLE,mild,0.06,0,132,62,3
ORACLE,mild,0.06,0,22,64,2
ORACLE,mild,0.06,0,164,54,12
ORACLE,mild,0.06,0,80,56,12
ORACLE,mild,0.06,0,94,63,5
ORACLE,mild,0.06,0,119,63,5
ORACLE,mild,0.06,0,158,55,14
ORACLE,mild,0.06,0,123,68,2
ORACLE,mild,0.06,0,137,53,17
ORACLE,mild,0.06,0,9,59,12
ORACLE,mild,0.06,0,46,64,8
ORACLE,mild,0.06,0,95,64,8
