condition,rough,sigma_k,seed,episode,push_step,recovery
TRACK,rough,0.06,2,99,12,14
TRACK,rough,0.06,2,105,21,5
TRACK,rough,0.06,2,85,20,9
TRACK,rough,0.06,2,158,27,2
TRACK,rough,0.06,2,73,25,5
TRACK,rough,0.06,2,66,28,3
TRACK,rough,0.06,2,175,11,20
TRACK,rough,0.06,2,32,30,3
TRACK,rough,0.06,2,62,18,17
TRACK,rough,0.06,2,64,2,33
TRACK,rough,0.06,2,11,24,14
TRACK,rough,0.06,2,188,31,7
TRACK,rough,0.06,2,63,36,3
TRACK,rough,0.06,2,26,24,16
TRACK,rough,0.06,2,107,39,2
TRACK,rough,0.06,2,141,39,2
TRACK,rough,0.06,2,37,25,20
TRACK,rough,0.06,2,53,36,9
TRACK,rough,0.06,2,27,6,41
TRACK,rough,0.06,2,137,38,9
TRACK,rough,0.06,2,89,35,13
TRACK,rough,0.06,2,199,28,20
TRACK,rough,0.06,2,8,43,6
TRACK,rough,0.06,2,44,45,5
TRACK,rough,0.06,2,165,47,3
TRACK,rough,0.06,2,85,45,6
TRACK,rough,0.06,2,189,33,18
TRACK,rough,0.06,2,70,34,18
TRACK,rough,0.06,2,40,41,12
TRACK,rough,0.06,2,199,50,4
TRACK,rough,0.06,2,171,24,32
TRACK,rough,0.06,2,193,42,14
TRACK,rough,0.06,2,170,48,9
TRACK,rough,0.06,2,132,47,11
TRACK,rough,0.06,2,72,41,19
TRACK,rough,0.06,2,154,49,13
TRACK,rough,0.06,2,10,56,7
TRACK,rough,0.06,2,37,61,2
TRACK,rough,0.06,2,67,52,11
TRACK,rough,0.06,2,55,54,11
TRACK,rough,0.06,2,173,41,24
TRACK,rough,0.06,2,6,66,2
TRACK,rough,0.06,2,35,66,2
TRACK,rough,0.06,2,45,55,13
TRACK,rough,0.06,2,144,67,3
TRACK,rough,0.06,2,103,62,9
TRACK,rough,0.06,2,145,69,3
TRACK,rough,0.06,2,172,68,4
TRACK,rough,0.06,2,1,66,7
TRACK,rough,0.06,2,133,63,10
TRACK,rough,0.06,2,157,70,3
TRACK,rough,0.06,2,77,65,9
TRACK,rough,0.06,2,120,65,10
TRACK,rough,0.06,2,51,71,5
TRACK,rough,0.06,2,155,68,8
TRACK,rough,0.06,2,13,68,9
TRACK,rough,0.06,2,121,71,7
TRACK,rough,0.06,2,128,76,2
TRACK,rough,0.06,2,186,74,5
TRACK,rough,0.06,2,51,77,3
TRACK,rough,0.06,2,193,75,7
TRACK,rough,0.06,2,56,72,11
TRACK,rough,0.06,2,126,75,8
TRACK,rough,0.06,2,107,83,2
TRACK,rough,0.06,2,150,80,5
TRACK,rough,0.06,2,123,76,10
TRACK,rough,0.06,2,99,77,12
TRACK,rough,0.06,2,195,86,3
TRACK,rough,0.06,2,31,88,3
TRACK,rough,0.06,2,193,89,2
TRACK,rough,0.06,2,8,90,3
TRACK,rough,0.06,2,78,86,8
TRACK,rough,0.06,2,135,74,21
TRACK,rough,0.06,2,25,93,3
TRACK,rough,0.06,2,90,94,2
TRACK,rough,0.06,2,101,93,3
TRACK,rough,0.06,2,71,90,7
TRACK,rough,0.06,2,160,91,6
TRACK,rough,0.06,2,191,93,7
TRACK,rough,0.06,2,4,95,-93
TRACK,rough,0.06,2,37,97,-95
TRACK,rough,0.06,2,38,1,2
TRACK,rough,0.06,2,115,2,2
TRACK,rough,0.06,2,130,82,-77
TRACK,rough,0.06,2,194,3,2
TRACK,rough,0.06,2,134,3,3
TRACK,rough,0.06,2,149,0,6
TRACK,rough,0.06,2,157,0,7
TRACK,rough,0.06,2,45,5,3
TRACK,rough,0.06,2,77,4,4
TRACK,rough,0.06,2,133,3,5
TRACK,rough,0.06,2,138,5,3
TRACK,rough,0.06,2,143,2,6
TRACK,rough,0.06,2,33,5,4
TRACK,rough,0.06,2,98,2,7
TRACK,rough,0.06,2,17,27,-16
TRACK,rough,0.06,2,32,1,11
TRACK,rough,0.06,2,71,3,10
TRACK,rough,0.06,2,121,2,13
TRACK,rough,0.06,2,77,16,2
TRACK,rough,0.06,2,103,99,-81
TRACK,rough,0.06,2,44,16,4
TRACK,rough,0.06,2,65,11,10
TRACK,rough,0.06,2,173,18,3
TRACK,rough,0.06,2,59,96,-73
TRACK,rough,0.06,2,193,24,2
TRACK,rough,0.06,2,96,22,7
TRACK,rough,0.06,2,154,25,4
TRACK,rough,0.06,2,175,18,11
TRACK,rough,0.06,2,116,15,15
TRACK,rough,0.06,2,9,29,2
TRACK,rough,0.06,2,35,18,13
TRACK,rough,0.06,2,74,28,3
TRACK,rough,0.06,2,104,23,8
TRACK,rough,0.06,2,12,11,21
TRACK,rough,0.06,2,108,26,6
TRACK,rough,0.06,2,147,18,14
TRACK,rough,0.06,2,146,10,23
TRACK,rough,0.06,2,84,24,10
TRACK,rough,0.06,2,159,18,16
TRACK,rough,0.06,2,177,17,17
TRACK,rough,0.06,2,100,32,3
TRACK,rough,0.06,2,77,27,9
TRACK,rough,0.06,2,149,34,4
TRACK,rough,0.06,2,13,24,15
TRACK,rough,0.06,2,195,33,6
TRACK,rough,0.06,2,22,34,6
TRACK,rough,0.06,2,115,38,2
TRACK,rough,0.06,2,147,36,4
TRACK,rough,0.06,2,102,20,21
TRACK,rough,0.06,2,55,36,7
TRACK,rough,0.06,2,112,40,3
TRACK,rough,0.06,2,72,26,18
TRACK,rough,0.06,2,138,38,6
TRACK,rough,0.06,2,25,36,9
TRACK,rough,0.06,2,76,43,2
TRACK,rough,0.06,2,128,36,9
TRACK,rough,0.06,2,43,43,3
TRACK,rough,0.06,2,71,42,4
TRACK,rough,0.06,2,86,39,7
TRACK,rough,0.06,2,106,40,6
TRACK,rough,0.06,2,159,41,5
TRACK,rough,0.06,2,120,47,2
TRACK,rough,0.06,2,39,38,12
TRACK,rough,0.06,2,157,48,3
TRACK,rough,0.06,2,34,23,29
TRACK,rough,0.06,2,4,50,3
TRACK,rough,0.06,2,153,48,5
TRACK,rough,0.06,2,58,35,19
TRACK,rough,0.06,2,82,48,10
TRACK,rough,0.06,2,118,55,4
TRACK,rough,0.06,2,175,51,8
TRACK,rough,0.06,2,79,57,3
TRACK,rough,0.06,2,145,57,3
TRACK,rough,0.06,2,97,50,11
TRACK,rough,0.06,2,75,54,8
TRACK,rough,0.06,2,41,60,3
TRACK,rough,0.06,2,45,53,10
TRACK,rough,0.06,2,52,32,31
TRACK,rough,0.06,2,120,50,13
TRACK,rough,0.06,2,174,50,13
TRACK,rough,0.06,2,5,58,9
TRACK,rough,0.06,2,43,64,4
TRACK,rough,0.06,2,177,59,9
TRACK,rough,0.06,2,195,52,17
TRACK,rough,0.06,2,32,59,11
TRACK,rough,0.06,2,50,58,12
TRACK,rough,0.06,2,110,66,5
TRACK,rough,0.06,2,8,55,19
TRACK,rough,0.06,2,82,58,17
TRACK,rough,0.06,2,2,76,2
TRACK,rough,0.06,2,131,73,6
TRACK,rough,0.06,2,142,63,16
TRACK,rough,0.06,2,192,44,35
TRACK,rough,0.06,2,62,79,3
TRACK,rough,0.06,2,189,51,31
TRACK,rough,0.06,2,191,73,9
TRACK,rough,0.06,2,145,73,10
TRACK,rough,0.06,2,12,67,17
TRACK,rough,0.06,2,130,75,10
TRACK,rough,0.06,2,58,80,6
TRACK,rough,0.06,2,140,84,3
TRACK,rough,0.06,2,149,76,11
TRACK,rough,0.06,2,157,82,5
TRACK,rough,0.06,2,111,83,6
TRACK,rough,0.06,2,142,86,3
TRACK,rough,0.06,2,182,89,2
TRACK,rough,0.06,2,103,85,7
TRACK,rough,0.06,2,187,91,3
TRACK,rough,0.06,2,120,87,9
TRACK,rough,0.06,2,133,92,4
TRACK,rough,0.06,2,23,94,4
TRACK,rough,0.06,2,102,90,9
TRACK,rough,0.06,2,21,86,14
TRACK,rough,0.06,2,61,97,3
TRACK,rough,0.06,2,94,89,-87
TRACK,rough,0.06,2,0,1,4
TRACK,rough,0.06,2,92,34,-27
TRACK,rough,0.06,2,74,6,2
TRACK,rough,0.06,2,151,89,-81
TRACK,rough,0.06,2,66,89,-80
TRACK,rough,0.06,2,112,2,8
TRACK,rough,0.06,2,82,9,2
TRACK,rough,0.06,2,86,98,-87
TRACK,rough,0.06,2,185,3,9
TRACK,rough,0.06,2,114,7,6
TRACK,rough,0.06,2,30,13,2
TRACK,rough,0.06,2,118,5,10
TRACK,rough,0.06,2,180,11,7
TRACK,rough,0.06,2,18,99,-80
TRACK,rough,0.06,2,184,17,3
TRACK,rough,0.06,2,144,19,6
TRACK,rough,0.06,2,78,19,7
TRACK,rough,0.06,2,143,22,4
TRACK,rough,0.06,2,102,26,2
TRACK,rough,0.06,2,128,5,23
TRACK,rough,0.06,2,79,9,22
TRACK,rough,0.06,2,142,29,2
TRACK,rough,0.06,2,115,30,3
TRACK,rough,0.06,2,186,25,8
TRACK,rough,0.06,2,83,23,11
TRACK,rough,0.06,2,175,29,5
TRACK,rough,0.06,2,198,11,23
TRACK,rough,0.06,2,60,30,7
TRACK,rough,0.06,2,197,23,14
TRACK,rough,0.06,2,130,35,3
TRACK,rough,0.06,2,110,28,11
TRACK,rough,0.06,2,111,31,9
TRACK,rough,0.06,2,16,31,10
TRACK,rough,0.06,2,41,34,8
TRACK,rough,0.06,2,45,39,4
TRACK,rough,0.06,2,63,28,16
TRACK,rough,0.06,2,157,34,10
TRACK,rough,0.06,2,158,43,2
TRACK,rough,0.06,2,149,43,4
TRACK,rough,0.06,2,174,42,5
TRACK,rough,0.06,2,193,35,12
TRACK,rough,0.06,2,12,46,2
TRACK,rough,0.06,2,34,43,5
TRACK,rough,0.06,2,51,40,8
TRACK,rough,0.06,2,162,48,2
TRACK,rough,0.06,2,137,40,11
TRACK,rough,0.06,2,135,46,7
TRACK,rough,0.06,2,5,48,6
TRACK,rough,0.06,2,62,49,5
TRACK,rough,0.06,2,18,37,18
TRACK,rough,0.06,2,43,53,2
TRACK,rough,0.06,2,105,45,10
TRACK,rough,0.06,2,2,45,11
TRACK,rough,0.06,2,124,53,5
TRACK,rough,0.06,2,49,38,21
TRACK,rough,0.06,2,71,52,7
TRACK,rough,0.06,2,3,60,3
TRACK,rough,0.06,2,95,50,13
TRACK,rough,0.06,2,148,55,8
TRACK,rough,0.06,2,40,59,6
TRACK,rough,0.06,2,105,58,7
TRACK,rough,0.06,2,184,60,5
TRACK,rough,0.06,2,59,64,2
TRACK,rough,0.06,2,18,57,12
TRACK,rough,0.06,2,64,67,2
TRACK,rough,0.06,2,110,64,5
TRACK,rough,0.06,2,125,67,4
TRACK,rough,0.06,2,38,61,11
TRACK,rough,0.06,2,39,69,4
TRACK,rough,0.06,2,181,66,7
TRACK,rough,0.06,2,17,71,3
TRACK,rough,0.06,2,58,66,8
TRACK,rough,0.06,2,155,59,15
TRACK,rough,0.06,2,10,75,2
TRACK,rough,0.06,2,169,73,4
TRACK,rough,0.06,2,185,71,6
TRACK,rough,0.06,2,37,77,2
TRACK,rough,0.06,2,21,74,6
TRACK,rough,0.06,2,78,77,3
TRACK,rough,0.06,2,42,78,3
TRACK,rough,0.06,2,46,70,11
TRACK,rough,0.06,2,52,45,37
TRACK,rough,0.06,2,162,74,8
TRACK,rough,0.06,2,187,75,8
TRACK,rough,0.06,2,196,82,3
TRACK,rough,0.06,2,150,83,3
TRACK,rough,0.06,2,131,82,5
TRACK,rough,0.06,2,191,85,2
TRACK,rough,0.06,2,62,70,18
TRACK,rough,0.06,2,142,73,15
TRACK,rough,0.06,2,25,85,4
TRACK,rough,0.06,2,139,88,3
TRACK,rough,0.06,2,147,71,20
TRACK,rough,0.06,2,192,79,12
TRACK,rough,0.06,2,6,79,13
TRACK,rough,0.06,2,99,80,12
TRACK,rough,0.06,2,165,78,14
TRACK,rough,0.06,2,69,80,13
TRACK,rough,0.06,2,143,85,9
TRACK,rough,0.06,2,170,92,2
TRACK,rough,0.06,2,120,87,9
TRACK,rough,0.06,2,199,89,7
TRACK,rough,0.06,2,30,90,8
TRACK,rough,0.06,2,159,95,3
TRACK,rough,0.06,2,97,96,3
TRACK,rough,0.06,2,61,93,7
TRACK,rough,0.06,2,2,93,-1
TRACK,rough,0.06,2,17,95,-1
TRACK,rough,0.06,2,18,99,-1
TRACK,rough,0.06,2,23,83,-1
TRACK,rough,0.06,2,24,88,-1
TRACK,rough,0.06,2,45,92,-1
TRACK,rough,0.06,2,50,93,-1
TRACK,rough,0.06,2,53,91,-1
TRACK,rough,0.06,2,65,87,-1
TRACK,rough,0.06,2,66,84,-1
TRACK,rough,0.06,2,82,99,-1
TRACK,rough,0.06,2,130,84,-1
TRACK,rough,0.06,2,138,95,-1
TRACK,rough,0.06,2,139,98,-1
TRACK,rough,0.06,2,154,93,-1
TRACK,rough,0.06,2,155,97,-1
TRACK,rough,0.06,2,164,95,-1
TRACK,rough,0.06,2,193,86,-1
TRACK,rough,0.06,2,195,95,-1
TRACK,rough,0.06,3,1,0,3
TRACK,rough,0.06,3,32,1,5
TRACK,rough,0.06,3,15,5,2
TRACK,rough,0.06,3,118,6,3
TRACK,rough,0.06,3,174,6,5
TRACK,rough,0.06,3,157,11,2
TRACK,rough,0.06,3,185,3,11
TRACK,rough,0.06,3,29,3,12
TRACK,rough,0.06,3,70,13,5
TRACK,rough,0.06,3,75,3,15
TRACK,rough,0.06,3,176,16,2
TRACK,rough,0.06,3,41,16,3
TRACK,rough,0.06,3,125,18,3
TRACK,rough,0.06,3,80,13,10
TRACK,rough,0.06,3,159,14,10
TRACK,rough,0.06,3,128,22,3
TRACK,rough,0.06,3,41,23,3
TRACK,rough,0.06,3,56,13,13
TRACK,rough,0.06,3,39,18,9
TRACK,rough,0.06,3,55,25,2
TRACK,rough,0.06,3,174,15,12
TRACK,rough,0.06,3,173,13,15
TRACK,rough,0.06,3,24,21,10
TRACK,rough,0.06,3,29,23,8
TRACK,rough,0.06,3,63,27,4
TRACK,rough,0.06,3,178,26,5
TRACK,rough,0.06,3,62,31,2
TRACK,rough,0.06,3,101,31,2
TRACK,rough,0.06,3,129,6,29
TRACK,rough,0.06,3,0,34,2
TRACK,rough,0.06,3,13,28,9
TRACK,rough,0.06,3,99,35,3
TRACK,rough,0.06,3,136,28,10
TRACK,rough,0.06,3,130,36,4
TRACK,rough,0.06,3,148,34,6
TRACK,rough,0.06,3,10,22,19
TRACK,rough,0.06,3,45,32,10
TRACK,rough,0.06,3,137,14,28
TRACK,rough,0.06,3,55,40,4
TRACK,rough,0.06,3,115,37,7
TRACK,rough,0.06,3,188,37,7
TRACK,rough,0.06,3,19,16,29
TRACK,rough,0.06,3,111,40,5
TRACK,rough,0.06,3,47,42,4
TRACK,rough,0.06,3,42,29,18
TRACK,rough,0.06,3,70,46,3
TRACK,rough,0.06,3,147,47,2
TRACK,rough,0.06,3,77,47,3
TRACK,rough,0.06,3,146,48,4
TRACK,rough,0.06,3,8,39,14
TRACK,rough,0.06,3,58,50,3
TRACK,rough,0.06,3,91,52,2
TRACK,rough,0.06,3,15,29,29
TRACK,rough,0.06,3,96,53,5
TRACK,rough,0.06,3,43,48,11
TRACK,rough,0.06,3,119,47,13
TRACK,rough,0.06,3,184,58,2
TRACK,rough,0.06,3,64,59,4
TRACK,rough,0.06,3,11,41,23
TRACK,rough,0.06,3,135,64,3
TRACK,rough,0.06,3,43,59,9
TRACK,rough,0.06,3,54,66,4
TRACK,rough,0.06,3,63,66,5
TRACK,rough,0.06,3,88,66,5
TRACK,rough,0.06,3,99,68,3
TRACK,rough,0.06,3,101,56,17
TRACK,rough,0.06,3,135,70,3
TRACK,rough,0.06,3,149,55,19
TRACK,rough,0.06,3,175,69,5
TRACK,rough,0.06,3,3,71,4
TRACK,rough,0.06,3,6,68,7
TRACK,rough,0.06,3,50,71,5
TRACK,rough,0.06,3,139,35,42
TRACK,rough,0.06,3,28,75,5
TRACK,rough,0.06,3,107,67,13
TRACK,rough,0.06,3,61,32,49
TRACK,rough,0.06,3,91,75,6
TRACK,rough,0.06,3,197,67,15
TRACK,rough,0.06,3,125,69,14
TRACK,rough,0.06,3,136,69,14
TRACK,rough,0.06,3,193,76,8
TRACK,rough,0.06,3,52,83,2
TRACK,rough,0.06,3,98,81,4
TRACK,rough,0.06,3,150,76,10
TRACK,rough,0.06,3,53,71,17
TRACK,rough,0.06,3,193,86,2
TRACK,rough,0.06,3,20,88,2
TRACK,rough,0.06,3,56,77,13
TRACK,rough,0.06,3,184,86,5
TRACK,rough,0.06,3,198,88,3
TRACK,rough,0.06,3,39,87,5
TRACK,rough,0.06,3,161,85,7
TRACK,rough,0.06,3,160,65,28
TRACK,rough,0.06,3,105,84,10
TRACK,rough,0.06,3,179,85,11
TRACK,rough,0.06,3,163,90,7
TRACK,rough,0.06,3,90,80,18
TRACK,rough,0.06,3,120,91,7
TRACK,rough,0.06,3,129,95,3
TRACK,rough,0.06,3,35,86,-85
TRACK,rough,0.06,3,135,94,-93
TRACK,rough,0.06,3,18,89,-84
TRACK,rough,0.06,3,75,96,-89
TRACK,rough,0.06,3,47,5,4
TRACK,rough,0.06,3,93,92,-82
TRACK,rough,0.06,3,69,9,2
TRACK,rough,0.06,3,38,98,-85
TRACK,rough,0.06,3,61,7,8
TRACK,rough,0.06,3,158,8,7
TRACK,rough,0.06,3,170,98,-83
TRACK,rough,0.06,3,16,96,-80
TRACK,rough,0.06,3,55,64,-48
TRACK,rough,0.06,3,99,9,7
TRACK,rough,0.06,3,70,9,8
TRACK,rough,0.06,3,109,13,4
TRACK,rough,0.06,3,186,13,4
TRACK,rough,0.06,3,44,16,2
TRACK,rough,0.06,3,78,11,7
TRACK,rough,0.06,3,176,3,16
TRACK,rough,0.06,3,22,11,9
TRACK,rough,0.06,3,164,12,8
TRACK,rough,0.06,3,28,18,3
TRACK,rough,0.06,3,125,0,21
TRACK,rough,0.06,3,145,14,7
TRACK,rough,0.06,3,32,20,5
TRACK,rough,0.06,3,67,19,6
TRACK,rough,0.06,3,167,16,9
TRACK,rough,0.06,3,152,22,4
TRACK,rough,0.06,3,153,12,14
TRACK,rough,0.06,3,183,14,14
TRACK,rough,0.06,3,73,25,4
TRACK,rough,0.06,3,79,28,2
TRACK,rough,0.06,3,120,22,8
TRACK,rough,0.06,3,92,29,2
TRACK,rough,0.06,3,110,16,15
TRACK,rough,0.06,3,193,21,10
TRACK,rough,0.06,3,18,28,4
TRACK,rough,0.06,3,118,25,7
TRACK,rough,0.06,3,66,11,22
TRACK,rough,0.06,3,119,99,-66
TRACK,rough,0.06,3,186,26,8
TRACK,rough,0.06,3,103,30,5
TRACK,rough,0.06,3,28,26,11
TRACK,rough,0.06,3,79,34,4
TRACK,rough,0.06,3,84,21,17
TRACK,rough,0.06,3,20,34,5
TRACK,rough,0.06,3,124,37,2
TRACK,rough,0.06,3,171,30,10
TRACK,rough,0.06,3,59,28,14
TRACK,rough,0.06,3,187,42,2
TRACK,rough,0.06,3,89,29,16
TRACK,rough,0.06,3,104,35,11
TRACK,rough,0.06,3,48,40,7
TRACK,rough,0.06,3,84,40,7
TRACK,rough,0.06,3,107,36,12
TRACK,rough,0.06,3,161,44,5
TRACK,rough,0.06,3,190,33,16
TRACK,rough,0.06,3,87,19,31
TRACK,rough,0.06,3,15,29,22
TRACK,rough,0.06,3,22,51,2
TRACK,rough,0.06,3,122,46,7
TRACK,rough,0.06,3,178,50,3
TRACK,rough,0.06,3,85,33,21
TRACK,rough,0.06,3,133,41,14
TRACK,rough,0.06,3,79,53,3
TRACK,rough,0.06,3,115,34,22
TRACK,rough,0.06,3,16,54,4
TRACK,rough,0.06,3,67,53,5
TRACK,rough,0.06,3,115,57,2
TRACK,rough,0.06,3,159,47,12
TRACK,rough,0.06,3,188,56,4
TRACK,rough,0.06,3,154,57,5
TRACK,rough,0.06,3,180,60,2
TRACK,rough,0.06,3,90,52,11
TRACK,rough,0.06,3,119,54,9
TRACK,rough,0.06,3,100,57,7
TRACK,rough,0.06,3,86,54,12
TRACK,rough,0.06,3,1,39,33
TRACK,rough,0.06,3,10,57,15
TRACK,rough,0.06,3,45,60,13
TRACK,rough,0.06,3,140,70,3
TRACK,rough,0.06,3,123,59,15
TRACK,rough,0.06,3,151,69,6
TRACK,rough,0.06,3,98,74,2
TRACK,rough,0.06,3,171,75,2
TRACK,rough,0.06,3,46,73,5
TRACK,rough,0.06,3,12,76,3
TRACK,rough,0.06,3,26,75,4
TRACK,rough,0.06,3,121,64,17
TRACK,rough,0.06,3,133,70,11
TRACK,rough,0.06,3,57,80,2
TRACK,rough,0.06,3,120,75,8
TRACK,rough,0.06,3,28,74,11
TRACK,rough,0.06,3,121,81,6
TRACK,rough,0.06,3,41,81,7
TRACK,rough,0.06,3,52,56,32
TRACK,rough,0.06,3,191,78,11
TRACK,rough,0.06,3,77,88,2
TRACK,rough,0.06,3,56,83,8
TRACK,rough,0.06,3,49,89,3
TRACK,rough,0.06,3,47,80,14
TRACK,rough,0.06,3,153,88,7
TRACK,rough,0.06,3,125,85,11
TRACK,rough,0.06,3,136,94,2
TRACK,rough,0.06,3,30,93,4
TRACK,rough,0.06,3,34,82,15
TRACK,rough,0.06,3,67,94,3
TRACK,rough,0.06,3,63,94,4
TRACK,rough,0.06,3,119,1,4
TRACK,rough,0.06,3,137,3,2
TRACK,rough,0.06,3,197,0,5
TRACK,rough,0.06,3,48,91,-85
TRACK,rough,0.06,3,29,5,2
TRACK,rough,0.06,3,72,0,9
TRACK,rough,0.06,3,31,7,4
TRACK,rough,0.06,3,56,3,8
TRACK,rough,0.06,3,78,6,5
TRACK,rough,0.06,3,100,98,-87
TRACK,rough,0.06,3,116,99,-88
TRACK,rough,0.06,3,177,6,6
TRACK,rough,0.06,3,150,92,-79
TRACK,rough,0.06,3,153,11,2
TRACK,rough,0.06,3,15,8,7
TRACK,rough,0.06,3,108,5,10
TRACK,rough,0.06,3,123,13,2
TRACK,rough,0.06,3,63,11,5
TRACK,rough,0.06,3,124,86,-69
TRACK,rough,0.06,3,23,16,2
TRACK,rough,0.06,3,164,15,3
TRACK,rough,0.06,3,66,96,-76
TRACK,rough,0.06,3,146,17,3
TRACK,rough,0.06,3,184,9,12
TRACK,rough,0.06,3,11,17,7
TRACK,rough,0.06,3,54,22,2
TRACK,rough,0.06,3,35,5,20
TRACK,rough,0.06,3,112,18,7
TRACK,rough,0.06,3,173,13,12
TRACK,rough,0.06,3,120,97,-68
TRACK,rough,0.06,3,178,28,2
TRACK,rough,0.06,3,60,27,4
TRACK,rough,0.06,3,86,13,18
TRACK,rough,0.06,3,148,16,15
TRACK,rough,0.06,3,51,14,18
TRACK,rough,0.06,3,19,26,7
TRACK,rough,0.06,3,76,23,10
TRACK,rough,0.06,3,81,29,4
TRACK,rough,0.06,3,110,25,8
TRACK,rough,0.06,3,88,29,5
TRACK,rough,0.06,3,170,32,2
TRACK,rough,0.06,3,40,29,8
TRACK,rough,0.06,3,184,34,4
TRACK,rough,0.06,3,44,25,15
TRACK,rough,0.06,3,53,32,12
TRACK,rough,0.06,3,97,42,2
TRACK,rough,0.06,3,193,41,3
TRACK,rough,0.06,3,21,36,10
TRACK,rough,0.06,3,99,22,24
TRACK,rough,0.06,3,123,44,3
TRACK,rough,0.06,3,167,38,9
TRACK,rough,0.06,3,195,41,6
TRACK,rough,0.06,3,50,44,4
TRACK,rough,0.06,3,175,34,14
TRACK,rough,0.06,3,195,47,1
TRACK,rough,0.06,3,7,45,5
TRACK,rough,0.06,3,155,31,19
TRACK,rough,0.06,3,185,35,15
TRACK,rough,0.06,3,72,49,2
TRACK,rough,0.06,3,195,52,1
TRACK,rough,0.06,3,34,50,4
TRACK,rough,0.06,3,122,37,17
TRACK,rough,0.06,3,141,49,5
TRACK,rough,0.06,3,33,54,2
TRACK,rough,0.06,3,160,54,3
TRACK,rough,0.06,3,88,56,2
TRACK,rough,0.06,3,40,47,12
TRACK,rough,0.06,3,89,53,7
TRACK,rough,0.06,3,116,35,25
TRACK,rough,0.06,3,93,49,12
TRACK,rough,0.06,3,149,57,4
TRACK,rough,0.06,3,39,57,5
TRACK,rough,0.06,3,26,53,11
TRACK,rough,0.06,3,28,41,23
TRACK,rough,0.06,3,95,56,8
TRACK,rough,0.06,3,194,52,12
TRACK,rough,0.06,3,114,60,5
TRACK,rough,0.06,3,77,60,6
TRACK,rough,0.06,3,121,60,6
TRACK,rough,0.06,3,156,48,18
TRACK,rough,0.06,3,188,50,16
TRACK,rough,0.06,3,31,59,9
TRACK,rough,0.06,3,49,68,2
TRACK,rough,0.06,3,151,58,12
TRACK,rough,0.06,3,114,67,4
TRACK,rough,0.06,3,6,59,13
TRACK,rough,0.06,3,51,65,7
TRACK,rough,0.06,3,90,57,16
TRACK,rough,0.06,3,174,70,3
TRACK,rough,0.06,3,3,67,7
TRACK,rough,0.06,3,62,71,3
TRACK,rough,0.06,3,64,70,4
TRACK,rough,0.06,3,113,54,20
TRACK,rough,0.06,3,77,72,3
TRACK,rough,0.06,3,125,73,2
TRACK,rough,0.06,3,195,67,11
TRACK,rough,0.06,3,103,77,2
TRACK,rough,0.06,3,21,62,20
TRACK,rough,0.06,3,49,79,3
TRACK,rough,0.06,3,170,71,11
TRACK,rough,0.06,3,172,80,2
TRACK,rough,0.06,3,120,81,2
TRACK,rough,0.06,3,174,79,4
TRACK,rough,0.06,3,98,79,5
TRACK,rough,0.06,3,128,68,16
TRACK,rough,0.06,3,99,79,6
TRACK,rough,0.06,3,73,68,18
TRACK,rough,0.06,3,101,82,4
TRACK,rough,0.06,3,138,54,33
TRACK,rough,0.06,3,181,83,4
TRACK,rough,0.06,3,75,84,4
TRACK,rough,0.06,3,34,87,2
TRACK,rough,0.06,3,190,86,3
TRACK,rough,0.06,3,2,89,1
TRACK,rough,0.06,3,145,68,22
TRACK,rough,0.06,3,152,83,7
TRACK,rough,0.06,3,136,87,5
TRACK,rough,0.06,3,155,91,3
TRACK,rough,0.06,3,160,87,9
TRACK,rough,0.06,3,182,91,6
TRACK,rough,0.06,3,186,84,13
TRACK,rough,0.06,3,106,90,8
TRACK,rough,0.06,3,128,97,2
TRACK,rough,0.06,3,31,94,6
TRACK,rough,0.06,3,17,98,-1
TRACK,rough,0.06,3,44,97,-1
TRACK,rough,0.06,3,45,99,-1
TRACK,rough,0.06,3,49,88,-1
TRACK,rough,0.06,3,50,88,-1
TRACK,rough,0.06,3,51,95,-1
TRACK,rough,0.06,3,68,98,-1
TRACK,rough,0.06,3,90,88,-1
TRACK,rough,0.06,3,114,98,-1
TRACK,rough,0.06,3,127,95,-1
TRACK,rough,0.06,3,131,94,-1
TRACK,rough,0.06,3,164,99,-1
TRACK,rough,0.06,3,178,88,-1
TRACK,rough,0.06,3,183,91,-1
TRACK,rough,0.06,4,8,3,4
TRACK,rough,0.06,4,113,1,6
TRACK,rough,0.06,4,182,6,4
TRACK,rough,0.06,4,45,9,2
TRACK,rough,0.06,4,77,8,3
TRACK,rough,0.06,4,125,10,3
TRACK,rough,0.06,4,16,10,4
TRACK,rough,0.06,4,118,6,8
TRACK,rough,0.06,4,76,8,8
TRACK,rough,0.06,4,144,14,2
TRACK,rough,0.06,4,37,9,8
TRACK,rough,0.06,4,177,14,3
TRACK,rough,0.06,4,119,2,18
TRACK,rough,0.06,4,173,12,8
TRACK,rough,0.06,4,29,15,9
TRACK,rough,0.06,4,56,22,2
TRACK,rough,0.06,4,55,14,11
TRACK,rough,0.06,4,65,1,26
TRACK,rough,0.06,4,188,16,12
TRACK,rough,0.06,4,118,21,8
TRACK,rough,0.06,4,134,20,9
TRACK,rough,0.06,4,57,28,3
TRACK,rough,0.06,4,159,14,17
TRACK,rough,0.06,4,186,17,14
TRACK,rough,0.06,4,92,11,21
TRACK,rough,0.06,4,116,30,3
TRACK,rough,0.06,4,4,30,4
TRACK,rough,0.06,4,104,20,16
