condition,rough,sigma_k,seed,episode,layout,success,effort,corridor_dev
ORACLE,mild,0.0,4,195,25,1,0.9914829730987549,0.18072161078453064
ORACLE,mild,0.0,4,196,26,1,1.0300941467285156,0.1981269270181656
ORACLE,mild,0.0,4,197,27,1,0.9165470600128174,0.17645993828773499
ORACLE,mild,0.0,4,198,28,1,0.9530890583992004,0.19049139320850372
ORACLE,mild,0.0,4,199,29,1,0.8978949189186096,0.23478414118289948
ORACLE,mild,0.03,0,0,20,0,0.9452142715454102,0.2051243782043457
ORACLE,mild,0.03,0,1,21,1,0.9673992991447449,0.22113566100597382
ORACLE,mild,0.03,0,2,22,1,1.1327509880065918,0.21584632992744446
ORACLE,mild,0.03,0,3,23,1,0.8377023339271545,0.19215531647205353
ORACLE,mild,0.03,0,4,24,1,0.9054020643234253,0.1881554275751114
ORACLE,mild,0.03,0,5,25,1,0.9914416074752808,0.18858712911605835
ORACLE,mild,0.03,0,6,26,1,0.9255839586257935,0.20538541674613953
ORACLE,mild,0.03,0,7,27,1,1.1191284656524658,0.21761450171470642
ORACLE,mild,0.03,0,8,28,1,0.8711503148078918,0.21205681562423706
ORACLE,mild,0.03,0,9,29,1,0.9341580867767334,0.1932068169116974
ORACLE,mild,0.03,0,10,20,1,0.8211377263069153,0.19826103746891022
ORACLE,mild,0.03,0,11,21,1,1.062638282775879,0.2229168564081192
ORACLE,mild,0.03,0,12,22,1,1.06145179271698,0.20117582380771637
ORACLE,mild,0.03,0,13,23,1,1.018393874168396,0.21538089215755463
ORACLE,mild,0.03,0,14,24,1,0.9968786835670471,0.1972966492176056
ORACLE,mild,0.03,0,15,25,1,1.0510257482528687,0.21245929598808289
ORACLE,mild,0.03,0,16,26,1,0.850063145160675,0.19719132781028748
ORACLE,mild,0.03,0,17,27,1,1.0570309162139893,0.21458826959133148
ORACLE,mild,0.03,0,18,28,1,1.2055281400680542,0.1910654902458191
ORACLE,mild,0.03,0,19,29,1,1.027097463607788,0.24118027091026306
ORACLE,mild,0.03,0,20,20,1,0.8192492127418518,0.16987743973731995
ORACLE,mild,0.03,0,21,21,1,1.01796293258667,0.19362221658229828
ORACLE,mild,0.03,0,22,22,1,0.9730410575866699,0.21326744556427002
ORACLE,mild,0.03,0,23,23,1,1.00090754032135,0.20767807960510254
ORACLE,mild,0.03,0,24,24,1,1.1479917764663696,0.19665592908859253
ORACLE,mild,0.03,0,25,25,1,0.9656254649162292,0.1754927635192871
ORACLE,mild,0.03,0,26,26,1,0.876667320728302,0.21739462018013
ORACLE,mild,0.03,0,27,27,1,1.0198793411254883,0.19897285103797913
ORACLE,mild,0.03,0,28,28,1,0.9015592932701111,0.18453912436962128
ORACLE,mild,0.03,0,29,29,1,0.9878512620925903,0.2317066192626953
ORACLE,mild,0.03,0,30,20,1,1.0477532148361206,0.18596315383911133
ORACLE,mild,0.03,0,31,21,1,1.1074869632720947,0.2010738104581833
ORACLE,mild,0.03,0,32,22,1,0.9547551870346069,0.2087668478488922
ORACLE,mild,0.03,0,33,23,1,1.0030678510665894,0.2039826512336731
ORACLE,mild,0.03,0,34,24,1,0.9335267543792725,0.20183460414409637
ORACLE,mild,0.03,0,35,25,1,1.1071159839630127,0.2215585857629776
ORACLE,mild,0.03,0,36,26,1,1.0646014213562012,0.2409539669752121
ORACLE,mild,0.03,0,37,27,1,1.1260086297988892,0.1946435272693634
ORACLE,mild,0.03,0,38,28,1,0.8805424571037292,0.22758634388446808
ORACLE,mild,0.03,0,39,29,1,0.921416699886322,0.18542742729187012
ORACLE,mild,0.03,0,40,20,1,0.9264706373214722,0.1863437443971634
ORACLE,mild,0.03,0,41,21,1,0.9619264602661133,0.24595388770103455
ORACLE,mild,0.03,0,42,22,1,1.0908910036087036,0.21293890476226807
ORACLE,mild,0.03,0,43,23,1,0.9776421189308167,0.22999286651611328
ORACLE,mild,0.03,0,44,24,1,1.0849031209945679,0.22069282829761505
ORACLE,mild,0.03,0,45,25,1,0.9621905088424683,0.1900591403245926
ORACLE,mild,0.03,0,46,26,1,0.9704657196998596,0.19723708927631378
ORACLE,mild,0.03,0,47,27,1,1.0184837579727173,0.21521258354187012
ORACLE,mild,0.03,0,48,28,1,0.8993669748306274,0.22716617584228516
ORACLE,mild,0.03,0,49,29,1,0.883224606513977,0.18420764803886414
ORACLE,mild,0.03,0,50,20,1,1.1462100744247437,0.20237118005752563
ORACLE,mild,0.03,0,51,21,1,1.0292224884033203,0.2058773636817932
ORACLE,mild,0.03,0,52,22,1,1.0440473556518555,0.17235009372234344
ORACLE,mild,0.03,0,53,23,1,0.8562720417976379,0.19852925837039948
ORACLE,mild,0.03,0,54,24,1,0.8200382590293884,0.21276670694351196
ORACLE,mild,0.03,0,55,25,1,1.1426547765731812,0.20710840821266174
ORACLE,mild,0.03,0,56,26,0,0.8287901282310486,0.23556369543075562
ORACLE,mild,0.03,0,57,27,1,0.9697092771530151,0.2210555523633957
ORACLE,mild,0.03,0,58,28,1,0.896470844745636,0.22859309613704681
ORACLE,mild,0.03,0,59,29,1,0.791456937789917,0.2008955031633377
ORACLE,mild,0.03,0,60,20,1,1.0125281810760498,0.2346402257680893
ORACLE,mild,0.03,0,61,21,1,0.9617563486099243,0.20318099856376648
ORACLE,mild,0.03,0,62,22,1,0.9606698155403137,0.22480618953704834
ORACLE,mild,0.03,0,63,23,1,0.9764979481697083,0.19210241734981537
ORACLE,mild,0.03,0,64,24,1,0.9686781764030457,0.2145170122385025
ORACLE,mild,0.03,0,65,25,1,0.7449981570243835,0.22362633049488068
ORACLE,mild,0.03,0,66,26,1,1.0627738237380981,0.1844160109758377
ORACLE,mild,0.03,0,67,27,1,0.8671080470085144,0.18723876774311066
ORACLE,mild,0.03,0,68,28,1,0.9786736369132996,0.1895110160112381
ORACLE,mild,0.03,0,69,29,1,0.8663689494132996,0.19814421236515045
ORACLE,mild,0.03,0,70,20,1,1.124190330505371,0.2365424931049347
ORACLE,mild,0.03,0,71,21,1,1.0440673828125,0.19769980013370514
ORACLE,mild,0.03,0,72,22,1,1.0619946718215942,0.1775612086057663
ORACLE,mild,0.03,0,73,23,1,0.9788693785667419,0.2114548236131668
ORACLE,mild,0.03,0,74,24,1,0.8474572896957397,0.19003988802433014
ORACLE,mild,0.03,0,75,25,1,0.9285616278648376,0.2073073387145996
ORACLE,mild,0.03,0,76,26,1,0.8890793323516846,0.22560913860797882
ORACLE,mild,0.03,0,77,27,1,0.8827337622642517,0.1877230703830719
ORACLE,mild,0.03,0,78,28,1,0.9277191162109375,0.19383107125759125
ORACLE,mild,0.03,0,79,29,1,0.9804576635360718,0.20015424489974976
ORACLE,mild,0.03,0,80,20,1,0.8751152753829956,0.23426015675067902
ORACLE,mild,0.03,0,81,21,1,0.9277076721191406,0.20746316015720367
ORACLE,mild,0.03,0,82,22,1,1.0532723665237427,0.18531961739063263
ORACLE,mild,0.03,0,83,23,1,0.9359889626502991,0.20656822621822357
ORACLE,mild,0.03,0,84,24,1,0.7791032791137695,0.20944462716579437
ORACLE,mild,0.03,0,85,25,1,1.0296435356140137,0.20826134085655212
ORACLE,mild,0.03,0,86,26,1,0.9133030772209167,0.2008161097764969
ORACLE,mild,0.03,0,87,27,1,1.0411957502365112,0.187555193901062
ORACLE,mild,0.03,0,88,28,1,1.078156590461731,0.20650289952754974
ORACLE,mild,0.03,0,89,29,1,1.091376781463623,0.2142784148454666
ORACLE,mild,0.03,0,90,20,1,1.0847121477127075,0.20518934726715088
ORACLE,mild,0.03,0,91,21,1,0.9783803224563599,0.19546520709991455
ORACLE,mild,0.03,0,92,22,1,0.898038387298584,0.22305142879486084
ORACLE,mild,0.03,0,93,23,1,1.0442492961883545,0.18785540759563446
ORACLE,mild,0.03,0,94,24,1,1.094305157661438,0.22787277400493622
ORACLE,mild,0.03,0,95,25,1,1.0064142942428589,0.2146468609571457
ORACLE,mild,0.03,0,96,26,1,0.8987120389938354,0.2235613614320755
ORACLE,mild,0.03,0,97,27,1,1.0340261459350586,0.23522113263607025
ORACLE,mild,0.03,0,98,28,1,0.9557866454124451,0.19367913901805878
ORACLE,mild,0.03,0,99,29,1,1.0175633430480957,0.17301443219184875
ORACLE,mild,0.03,0,100,20,1,0.9894919395446777,0.19952085614204407
ORACLE,mild,0.03,0,101,21,1,0.9179722666740417,0.2037874013185501
ORACLE,mild,0.03,0,102,22,1,0.9326472282409668,0.19576825201511383
ORACLE,mild,0.03,0,103,23,1,1.1041821241378784,0.18255171179771423
ORACLE,mild,0.03,0,104,24,1,1.0336371660232544,0.21040089428424835
ORACLE,mild,0.03,0,105,25,1,0.8923130631446838,0.1914009004831314
ORACLE,mild,0.03,0,106,26,1,1.075110912322998,0.2231118530035019
ORACLE,mild,0.03,0,107,27,1,0.9814311861991882,0.2131270319223404
ORACLE,mild,0.03,0,108,28,1,0.9815329909324646,0.21346153318881989
ORACLE,mild,0.03,0,109,29,1,0.8995293378829956,0.2237103134393692
ORACLE,mild,0.03,0,110,20,1,0.9469229578971863,0.17785052955150604
ORACLE,mild,0.03,0,111,21,1,1.0686534643173218,0.24118241667747498
ORACLE,mild,0.03,0,112,22,1,0.9704087972640991,0.20414483547210693
ORACLE,mild,0.03,0,113,23,1,0.9290938973426819,0.2026108205318451
ORACLE,mild,0.03,0,114,24,1,0.7697606682777405,0.2047019600868225
ORACLE,mild,0.03,0,115,25,1,0.9951498508453369,0.23308515548706055
ORACLE,mild,0.03,0,116,26,1,0.876980721950531,0.17742447555065155
ORACLE,mild,0.03,0,117,27,1,0.9525208473205566,0.2183324545621872
ORACLE,mild,0.03,0,118,28,1,0.8793871998786926,0.20552517473697662
ORACLE,mild,0.03,0,119,29,1,0.826658308506012,0.1725226193666458
ORACLE,mild,0.03,0,120,20,1,0.9246260523796082,0.22298584878444672
ORACLE,mild,0.03,0,121,21,1,1.0022042989730835,0.2082035094499588
ORACLE,mild,0.03,0,122,22,1,0.8395473957061768,0.21730674803256989
ORACLE,mild,0.03,0,123,23,1,0.9851284623146057,0.23798006772994995
ORACLE,mild,0.03,0,124,24,1,0.8907326459884644,0.21551033854484558
ORACLE,mild,0.03,0,125,25,1,1.010358452796936,0.20224778354167938
ORACLE,mild,0.03,0,126,26,1,1.0857808589935303,0.20662160217761993
ORACLE,mild,0.03,0,127,27,1,1.009726643562317,0.2264014482498169
ORACLE,mild,0.03,0,128,28,1,1.0933849811553955,0.19760659337043762
ORACLE,mild,0.03,0,129,29,1,1.0249106884002686,0.22477833926677704
ORACLE,mild,0.03,0,130,20,1,0.9990218281745911,0.20077921450138092
ORACLE,mild,0.03,0,131,21,1,0.8041427135467529,0.21925795078277588
ORACLE,mild,0.03,0,132,22,1,0.8416714072227478,0.2332763671875
ORACLE,mild,0.03,0,133,23,1,0.9063156247138977,0.2011640965938568
ORACLE,mild,0.03,0,134,24,1,1.0757243633270264,0.1868685781955719
ORACLE,mild,0.03,0,135,25,1,1.2660901546478271,0.20927020907402039
ORACLE,mild,0.03,0,136,26,1,0.9990331530570984,0.21953387558460236
ORACLE,mild,0.03,0,137,27,1,0.9154777526855469,0.1931237429380417
ORACLE,mild,0.03,0,138,28,1,0.9232354760169983,0.24810382723808289
ORACLE,mild,0.03,0,139,29,1,0.9979504346847534,0.18133214116096497
ORACLE,mild,0.03,0,140,20,1,0.8100926876068115,0.19644156098365784
ORACLE,mild,0.03,0,141,21,1,0.9498134851455688,0.17305365204811096
ORACLE,mild,0.03,0,142,22,1,0.952613115310669,0.20839281380176544
ORACLE,mild,0.03,0,143,23,1,0.9760718941688538,0.21556536853313446
ORACLE,mild,0.03,0,144,24,1,1.0105618238449097,0.1868269443511963
ORACLE,mild,0.03,0,145,25,1,0.966847836971283,0.2136697620153427
ORACLE,mild,0.03,0,146,26,1,0.8583704829216003,0.19500884413719177
ORACLE,mild,0.03,0,147,27,1,0.9390791654586792,0.19855749607086182
ORACLE,mild,0.03,0,148,28,1,1.0487712621688843,0.19469782710075378
ORACLE,mild,0.03,0,149,29,1,0.9669948816299438,0.19185347855091095
ORACLE,mild,0.03,0,150,20,1,0.9423234462738037,0.2196331024169922
ORACLE,mild,0.03,0,151,21,1,1.096559762954712,0.20718754827976227
ORACLE,mild,0.03,0,152,22,1,0.9515289068222046,0.19830888509750366
ORACLE,mild,0.03,0,153,23,1,1.023767113685608,0.17601808905601501
ORACLE,mild,0.03,0,154,24,1,0.916843593120575,0.18238122761249542
ORACLE,mild,0.03,0,155,25,1,0.9784825444221497,0.22469861805438995
ORACLE,mild,0.03,0,156,26,1,1.1582000255584717,0.20600475370883942
ORACLE,mild,0.03,0,157,27,1,0.9861338138580322,0.20312495529651642
ORACLE,mild,0.03,0,158,28,1,1.0512614250183105,0.21993696689605713
ORACLE,mild,0.03,0,159,29,1,0.8935651183128357,0.1893363744020462
ORACLE,mild,0.03,0,160,20,1,0.8402548432350159,0.24792872369289398
ORACLE,mild,0.03,0,161,21,1,1.0034223794937134,0.22530485689640045
ORACLE,mild,0.03,0,162,22,1,0.9610002040863037,0.17778132855892181
ORACLE,mild,0.03,0,163,23,1,0.9935802817344666,0.23801440000534058
ORACLE,mild,0.03,0,164,24,1,0.9516146779060364,0.1814417839050293
ORACLE,mild,0.03,0,165,25,1,1.1372801065444946,0.19854000210762024
ORACLE,mild,0.03,0,166,26,1,1.090795874595642,0.21051041781902313
ORACLE,mild,0.03,0,167,27,1,0.8145244717597961,0.22023269534111023
ORACLE,mild,0.03,0,168,28,1,1.114088773727417,0.21649442613124847
ORACLE,mild,0.03,0,169,29,1,0.9786390662193298,0.2354867160320282
ORACLE,mild,0.03,0,170,20,1,1.0293982028961182,0.19897355139255524
ORACLE,mild,0.03,0,171,21,1,0.9982905387878418,0.1983019858598709
ORACLE,mild,0.03,0,172,22,1,1.1684616804122925,0.2002216875553131
ORACLE,mild,0.03,0,173,23,1,0.9018121361732483,0.20915724337100983
ORACLE,mild,0.03,0,174,24,1,1.040471076965332,0.17679257690906525
ORACLE,mild,0.03,0,175,25,1,1.0499308109283447,0.21201014518737793
ORACLE,mild,0.03,0,176,26,1,0.8725823163986206,0.214665487408638
ORACLE,mild,0.03,0,177,27,1,0.9418219327926636,0.2083667814731598
ORACLE,mild,0.03,0,178,28,1,0.9825066328048706,0.19478780031204224
ORACLE,mild,0.03,0,179,29,1,0.8954092264175415,0.2222185879945755
ORACLE,mild,0.03,0,180,20,1,0.8042943477630615,0.18350325524806976
ORACLE,mild,0.03,0,181,21,1,1.0368249416351318,0.18529589474201202
ORACLE,mild,0.03,0,182,22,1,1.228668451309204,0.1905992180109024
ORACLE,mild,0.03,0,183,23,1,1.049594759941101,0.21042510867118835
ORACLE,mild,0.03,0,184,24,1,0.9652697443962097,0.2503880560398102
ORACLE,mild,0.03,0,185,25,1,0.9535905122756958,0.22722938656806946
ORACLE,mild,0.03,0,186,26,1,1.1080785989761353,0.19485114514827728
ORACLE,mild,0.03,0,187,27,1,1.2176440954208374,0.22121547162532806
ORACLE,mild,0.03,0,188,28,1,0.9894710779190063,0.21565097570419312
ORACLE,mild,0.03,0,189,29,1,1.0843677520751953,0.18742525577545166
ORACLE,mild,0.03,0,190,20,1,1.0006356239318848,0.20281977951526642
ORACLE,mild,0.03,0,191,21,1,0.8447777628898621,0.20710255205631256
ORACLE,mild,0.03,0,192,22,1,1.104880928993225,0.20398595929145813
ORACLE,mild,0.03,0,193,23,1,0.8080083727836609,0.21214808523654938
ORACLE,mild,0.03,0,194,24,1,0.8508521914482117,0.2034507542848587
ORACLE,mild,0.03,0,195,25,1,0.9728093147277832,0.24191711843013763
ORACLE,mild,0.03,0,196,26,1,0.983039915561676,0.1969757378101349
ORACLE,mild,0.03,0,197,27,1,1.0255258083343506,0.2209016978740692
ORACLE,mild,0.03,0,198,28,1,0.8978537321090698,0.18059729039669037
ORACLE,mild,0.03,0,199,29,1,0.9758997559547424,0.17552398145198822
ORACLE,mild,0.03,1,0,20,1,1.0298339128494263,0.18716654181480408
ORACLE,mild,0.03,1,1,21,1,1.0880515575408936,0.17437277734279633
ORACLE,mild,0.03,1,2,22,1,1.005444884300232,0.20857654511928558
ORACLE,mild,0.03,1,3,23,1,0.8692957758903503,0.18856772780418396
ORACLE,mild,0.03,1,4,24,1,1.0551395416259766,0.2106608748435974
ORACLE,mild,0.03,1,5,25,1,1.1293158531188965,0.18656399846076965
ORACLE,mild,0.03,1,6,26,1,0.996592104434967,0.20478299260139465
ORACLE,mild,0.03,1,7,27,1,1.0094135999679565,0.18945424258708954
ORACLE,mild,0.03,1,8,28,1,1.1801003217697144,0.19145545363426208
ORACLE,mild,0.03,1,9,29,1,0.9134632349014282,0.22603127360343933
ORACLE,mild,0.03,1,10,20,1,1.1306934356689453,0.23776550590991974
ORACLE,mild,0.03,1,11,21,1,0.9465964436531067,0.21735212206840515
ORACLE,mild,0.03,1,12,22,1,0.9230762720108032,0.24621203541755676
ORACLE,mild,0.03,1,13,23,1,1.0678883790969849,0.21033762395381927
ORACLE,mild,0.03,1,14,24,1,1.0699975490570068,0.2345784306526184
ORACLE,mild,0.03,1,15,25,1,1.0250239372253418,0.24058550596237183
ORACLE,mild,0.03,1,16,26,1,1.0692123174667358,0.207076758146286
ORACLE,mild,0.03,1,17,27,1,0.9486369490623474,0.18843862414360046
ORACLE,mild,0.03,1,18,28,1,0.9387673735618591,0.2070358842611313
ORACLE,mild,0.03,1,19,29,1,0.7153149843215942,0.2130165845155716
ORACLE,mild,0.03,1,20,20,1,0.9248434901237488,0.21417440474033356
ORACLE,mild,0.03,1,21,21,1,1.1154285669326782,0.20421425998210907
ORACLE,mild,0.03,1,22,22,1,1.0240458250045776,0.19477199018001556
ORACLE,mild,0.03,1,23,23,1,0.9223973155021667,0.18389032781124115
ORACLE,mild,0.03,1,24,24,1,0.9810840487480164,0.24214933812618256
ORACLE,mild,0.03,1,25,25,1,0.9358058571815491,0.19293154776096344
ORACLE,mild,0.03,1,26,26,1,1.0007327795028687,0.17890426516532898
ORACLE,mild,0.03,1,27,27,1,1.1086103916168213,0.1782141476869583
ORACLE,mild,0.03,1,28,28,1,1.083452582359314,0.1843291074037552
ORACLE,mild,0.03,1,29,29,1,0.8493298292160034,0.23652032017707825
ORACLE,mild,0.03,1,30,20,1,0.9395991563796997,0.21236629784107208
ORACLE,mild,0.03,1,31,21,1,0.9208883047103882,0.2317822128534317
ORACLE,mild,0.03,1,32,22,1,1.1092339754104614,0.21945437788963318
ORACLE,mild,0.03,1,33,23,1,0.8246144652366638,0.1892024278640747
ORACLE,mild,0.03,1,34,24,1,0.8475002646446228,0.20548437535762787
ORACLE,mild,0.03,1,35,25,1,0.8649103045463562,0.22193807363510132
ORACLE,mild,0.03,1,36,26,1,0.8475731611251831,0.21705086529254913
ORACLE,mild,0.03,1,37,27,1,1.1688017845153809,0.19713562726974487
ORACLE,mild,0.03,1,38,28,1,0.9563445448875427,0.1938856542110443
ORACLE,mild,0.03,1,39,29,1,1.0470465421676636,0.1925058215856552
ORACLE,mild,0.03,1,40,20,1,0.943761944770813,0.1959926337003708
ORACLE,mild,0.03,1,41,21,1,0.9410225749015808,0.20405428111553192
ORACLE,mild,0.03,1,42,22,1,1.0871425867080688,0.18221135437488556
ORACLE,mild,0.03,1,43,23,1,1.1455588340759277,0.22252441942691803
ORACLE,mild,0.03,1,44,24,1,0.843684732913971,0.21755379438400269
ORACLE,mild,0.03,1,45,25,1,0.9788315296173096,0.17717225849628448
ORACLE,mild,0.03,1,46,26,1,1.1733683347702026,0.20131300389766693
ORACLE,mild,0.03,1,47,27,1,0.9496189951896667,0.2410590648651123
ORACLE,mild,0.03,1,48,28,1,1.0031538009643555,0.2405461221933365
ORACLE,mild,0.03,1,49,29,1,1.056351661682129,0.19577136635780334
ORACLE,mild,0.03,1,50,20,1,1.0700829029083252,0.20419661700725555
ORACLE,mild,0.03,1,51,21,1,0.9051552414894104,0.23119032382965088
ORACLE,mild,0.03,1,52,22,1,1.1661649942398071,0.20094627141952515
ORACLE,mild,0.03,1,53,23,1,1.2099888324737549,0.2628478705883026
ORACLE,mild,0.03,1,54,24,1,1.0538181066513062,0.21564529836177826
ORACLE,mild,0.03,1,55,25,1,0.8504722714424133,0.20239879190921783
ORACLE,mild,0.03,1,56,26,1,1.0162829160690308,0.21468567848205566
ORACLE,mild,0.03,1,57,27,1,0.9808709025382996,0.21718424558639526
ORACLE,mild,0.03,1,58,28,1,0.9620232582092285,0.20639526844024658
ORACLE,mild,0.03,1,59,29,1,0.9660271406173706,0.1870364397764206
ORACLE,mild,0.03,1,60,20,1,0.8843200206756592,0.2290097028017044
ORACLE,mild,0.03,1,61,21,1,0.974156379699707,0.2042078971862793
ORACLE,mild,0.03,1,62,22,1,1.0043128728866577,0.2211771011352539
ORACLE,mild,0.03,1,63,23,1,0.8151153922080994,0.2323806881904602
ORACLE,mild,0.03,1,64,24,1,1.0220448970794678,0.2196536362171173
ORACLE,mild,0.03,1,65,25,1,0.9312032461166382,0.20812900364398956
ORACLE,mild,0.03,1,66,26,1,0.9680358171463013,0.1818050593137741
ORACLE,mild,0.03,1,67,27,1,0.8993585109710693,0.1753450632095337
ORACLE,mild,0.03,1,68,28,1,0.917887806892395,0.18865470588207245
ORACLE,mild,0.03,1,69,29,1,0.8863424062728882,0.17924129962921143
ORACLE,mild,0.03,1,70,20,1,1.1470012664794922,0.1933211237192154
ORACLE,mild,0.03,1,71,21,1,1.0054033994674683,0.18814848363399506
ORACLE,mild,0.03,1,72,22,1,0.9848451614379883,0.16740824282169342
ORACLE,mild,0.03,1,73,23,1,0.9500458240509033,0.1967337280511856
ORACLE,mild,0.03,1,74,24,1,1.0612555742263794,0.20546668767929077
ORACLE,mild,0.03,1,75,25,1,1.0521655082702637,0.18856699764728546
ORACLE,mild,0.03,1,76,26,1,0.8254724144935608,0.2311411052942276
ORACLE,mild,0.03,1,77,27,1,0.9849883317947388,0.2270410656929016
ORACLE,mild,0.03,1,78,28,1,1.1118288040161133,0.2211313396692276
ORACLE,mild,0.03,1,79,29,1,0.9314833879470825,0.18537241220474243
ORACLE,mild,0.03,1,80,20,1,0.9400312304496765,0.2237810641527176
ORACLE,mild,0.03,1,81,21,1,0.9103989601135254,0.20956486463546753
ORACLE,mild,0.03,1,82,22,1,0.9365859031677246,0.2468121349811554
ORACLE,mild,0.03,1,83,23,1,1.1916704177856445,0.23395174741744995
ORACLE,mild,0.03,1,84,24,1,1.0825896263122559,0.16239182651042938
ORACLE,mild,0.03,1,85,25,1,1.1945765018463135,0.18494084477424622
ORACLE,mild,0.03,1,86,26,1,1.0468871593475342,0.19850677251815796
ORACLE,mild,0.03,1,87,27,1,1.022768259048462,0.2269790917634964
ORACLE,mild,0.03,1,88,28,1,0.9771823287010193,0.19778382778167725
ORACLE,mild,0.03,1,89,29,1,0.9587545394897461,0.23983058333396912
ORACLE,mild,0.03,1,90,20,1,0.9328529834747314,0.21677882969379425
ORACLE,mild,0.03,1,91,21,1,0.9201120734214783,0.18618589639663696
ORACLE,mild,0.03,1,92,22,1,1.0155932903289795,0.19332893192768097
ORACLE,mild,0.03,1,93,23,1,1.0022974014282227,0.2432110458612442
ORACLE,mild,0.03,1,94,24,1,1.0684051513671875,0.18376661837100983
ORACLE,mild,0.03,1,95,25,1,0.846964955329895,0.2090597003698349
ORACLE,mild,0.03,1,96,26,1,0.8335110545158386,0.20910467207431793
ORACLE,mild,0.03,1,97,27,1,1.0173425674438477,0.20116280019283295
ORACLE,mild,0.03,1,98,28,1,0.9300598502159119,0.23412808775901794
ORACLE,mild,0.03,1,99,29,1,0.8650657534599304,0.18921026587486267
ORACLE,mild,0.03,1,100,20,1,0.9374079704284668,0.22642731666564941
ORACLE,mild,0.03,1,101,21,1,0.9471899271011353,0.2190590500831604
ORACLE,mild,0.03,1,102,22,1,0.8821960687637329,0.19397127628326416
ORACLE,mild,0.03,1,103,23,1,0.8391106128692627,0.18743644654750824
ORACLE,mild,0.03,1,104,24,1,0.9334847927093506,0.20463985204696655
ORACLE,mild,0.03,1,105,25,1,0.9359053373336792,0.21807068586349487
ORACLE,mild,0.03,1,106,26,1,0.9506821036338806,0.20458893477916718
ORACLE,mild,0.03,1,107,27,1,1.0781528949737549,0.20094844698905945
ORACLE,mild,0.03,1,108,28,1,0.9564250111579895,0.1967298686504364
ORACLE,mild,0.03,1,109,29,1,1.040604591369629,0.18271012604236603
ORACLE,mild,0.03,1,110,20,1,0.9679271578788757,0.23528414964675903
ORACLE,mild,0.03,1,111,21,1,0.9155890345573425,0.22144770622253418
ORACLE,mild,0.03,1,112,22,1,0.9225005507469177,0.20000696182250977
ORACLE,mild,0.03,1,113,23,1,1.2780966758728027,0.18674346804618835
ORACLE,mild,0.03,1,114,24,1,0.9560437798500061,0.22556887567043304
ORACLE,mild,0.03,1,115,25,1,1.0450810194015503,0.23645032942295074
ORACLE,mild,0.03,1,116,26,1,1.1141293048858643,0.21622541546821594
ORACLE,mild,0.03,1,117,27,1,0.9057908058166504,0.16943152248859406
ORACLE,mild,0.03,1,118,28,1,0.9690678119659424,0.18481560051441193
ORACLE,mild,0.03,1,119,29,1,0.8872922658920288,0.21533966064453125
ORACLE,mild,0.03,1,120,20,1,0.8951253294944763,0.21353720128536224
ORACLE,mild,0.03,1,121,21,1,0.9927312135696411,0.25131747126579285
ORACLE,mild,0.03,1,122,22,1,0.8599633574485779,0.23065531253814697
ORACLE,mild,0.03,1,123,23,1,0.9706345200538635,0.20010492205619812
ORACLE,mild,0.03,1,124,24,1,1.0919378995895386,0.23183345794677734
ORACLE,mild,0.03,1,125,25,1,0.9300262331962585,0.21646299958229065
ORACLE,mild,0.03,1,126,26,1,1.1548806428909302,0.20750321447849274
ORACLE,mild,0.03,1,127,27,1,0.9563087821006775,0.21373963356018066
ORACLE,mild,0.03,1,128,28,1,0.9183080792427063,0.204971045255661
ORACLE,mild,0.03,1,129,29,1,0.87018221616745,0.21447597444057465
ORACLE,mild,0.03,1,130,20,1,0.8418466448783875,0.19165262579917908
ORACLE,mild,0.03,1,131,21,1,0.9479307532310486,0.2442794144153595
ORACLE,mild,0.03,1,132,22,1,1.0065996646881104,0.1987656056880951
ORACLE,mild,0.03,1,133,23,1,1.0013854503631592,0.1967242807149887
ORACLE,mild,0.03,1,134,24,1,0.8519067764282227,0.21624809503555298
ORACLE,mild,0.03,1,135,25,1,1.057568073272705,0.21226830780506134
ORACLE,mild,0.03,1,136,26,1,0.9840548634529114,0.1884142905473709
ORACLE,mild,0.03,1,137,27,1,0.9941372275352478,0.17625701427459717
ORACLE,mild,0.03,1,138,28,1,0.9360342621803284,0.20215050876140594
ORACLE,mild,0.03,1,139,29,1,1.053032636642456,0.20325139164924622
ORACLE,mild,0.03,1,140,20,1,1.0692901611328125,0.2116854339838028
ORACLE,mild,0.03,1,141,21,1,0.9960427284240723,0.2048604041337967
ORACLE,mild,0.03,1,142,22,1,0.8995426297187805,0.23728127777576447
ORACLE,mild,0.03,1,143,23,1,1.0280598402023315,0.2041684240102768
ORACLE,mild,0.03,1,144,24,1,1.0765777826309204,0.17241662740707397
ORACLE,mild,0.03,1,145,25,1,0.9412351250648499,0.1962963491678238
ORACLE,mild,0.03,1,146,26,1,1.1174203157424927,0.19095465540885925
ORACLE,mild,0.03,1,147,27,1,0.8771413564682007,0.182514950633049
ORACLE,mild,0.03,1,148,28,1,0.9886693954467773,0.22038380801677704
ORACLE,mild,0.03,1,149,29,1,1.0388638973236084,0.21932312846183777
ORACLE,mild,0.03,1,150,20,1,0.9271895885467529,0.19624793529510498
ORACLE,mild,0.03,1,151,21,1,1.017082691192627,0.1665375977754593
ORACLE,mild,0.03,1,152,22,1,1.0851424932479858,0.18461625277996063
ORACLE,mild,0.03,1,153,23,1,1.008009433746338,0.2157367765903473
