condition,rough,sigma_k,seed,episode,layout,success,effort,corridor_dev
ORACLE,mild,0.0,0,82,22,1,1.0347936153411865,0.19017137587070465
ORACLE,mild,0.0,0,83,23,1,0.9515897631645203,0.20751221477985382
ORACLE,mild,0.0,0,84,24,1,0.7648991346359253,0.20385368168354034
ORACLE,mild,0.0,0,85,25,1,0.8943130373954773,0.20842914283275604
ORACLE,mild,0.0,0,86,26,1,1.0103265047073364,0.19653473794460297
ORACLE,mild,0.0,0,87,27,1,0.894309401512146,0.1899835169315338
ORACLE,mild,0.0,0,88,28,1,1.0412789583206177,0.20549477636814117
ORACLE,mild,0.0,0,89,29,1,0.905209481716156,0.2256215512752533
ORACLE,mild,0.0,0,90,20,1,0.8953762650489807,0.21238434314727783
ORACLE,mild,0.0,0,91,21,1,0.9551906585693359,0.19217802584171295
ORACLE,mild,0.0,0,92,22,1,0.9918603301048279,0.21251291036605835
ORACLE,mild,0.0,0,93,23,1,1.0385864973068237,0.18240293860435486
ORACLE,mild,0.0,0,94,24,1,1.0698708295822144,0.2213844656944275
ORACLE,mild,0.0,0,95,25,1,0.9244067668914795,0.21712155640125275
ORACLE,mild,0.0,0,96,26,1,1.0011957883834839,0.21391431987285614
ORACLE,mild,0.0,0,97,27,1,0.9052190184593201,0.23767434060573578
ORACLE,mild,0.0,0,98,28,1,0.8882348537445068,0.19804421067237854
ORACLE,mild,0.0,0,99,29,1,0.8885318040847778,0.17622752487659454
ORACLE,mild,0.0,0,100,20,1,0.8994884490966797,0.1985013484954834
ORACLE,mild,0.0,0,101,21,1,0.8331672549247742,0.20383627712726593
ORACLE,mild,0.0,0,102,22,1,0.9268906712532043,0.19355322420597076
ORACLE,mild,0.0,0,103,23,1,0.9646191596984863,0.18213072419166565
ORACLE,mild,0.0,0,104,24,1,0.9282618165016174,0.21028916537761688
ORACLE,mild,0.0,0,105,25,1,0.887170672416687,0.19142095744609833
ORACLE,mild,0.0,0,106,26,1,1.0921075344085693,0.21973145008087158
ORACLE,mild,0.0,0,107,27,1,0.8451709151268005,0.21855702996253967
ORACLE,mild,0.0,0,108,28,1,0.804314136505127,0.216984361410141
ORACLE,mild,0.0,0,109,29,1,0.9680355191230774,0.2136693298816681
ORACLE,mild,0.0,0,110,20,1,0.8245096802711487,0.18438605964183807
ORACLE,mild,0.0,0,111,21,1,0.8635148406028748,0.24055278301239014
ORACLE,mild,0.0,0,112,22,1,0.9332225918769836,0.20216478407382965
ORACLE,mild,0.0,0,113,23,1,0.8211936950683594,0.20980584621429443
ORACLE,mild,0.0,0,114,24,1,0.8081222772598267,0.19815687835216522
ORACLE,mild,0.0,0,115,25,1,0.8674403429031372,0.23747220635414124
ORACLE,mild,0.0,0,116,26,1,0.8357721567153931,0.174387589097023
ORACLE,mild,0.0,0,117,27,1,0.9795562624931335,0.21676480770111084
ORACLE,mild,0.0,0,118,28,1,0.8189863562583923,0.20351098477840424
ORACLE,mild,0.0,0,119,29,1,0.7597748637199402,0.16724438965320587
ORACLE,mild,0.0,0,120,20,1,0.8755441904067993,0.22459867596626282
ORACLE,mild,0.0,0,121,21,1,1.0850108861923218,0.20375654101371765
ORACLE,mild,0.0,0,122,22,1,0.8820502758026123,0.2103494554758072
ORACLE,mild,0.0,0,123,23,1,0.765518069267273,0.23965564370155334
ORACLE,mild,0.0,0,124,24,1,0.844626784324646,0.21816574037075043
ORACLE,mild,0.0,0,125,25,1,1.0021693706512451,0.19667886197566986
ORACLE,mild,0.0,0,126,26,1,0.9958385229110718,0.20640414953231812
ORACLE,mild,0.0,0,127,27,1,0.992501974105835,0.21930517256259918
ORACLE,mild,0.0,0,128,28,1,0.9220839142799377,0.20266492664813995
ORACLE,mild,0.0,0,129,29,1,1.1350353956222534,0.21601992845535278
ORACLE,mild,0.0,0,130,20,1,0.8559625744819641,0.2030194103717804
ORACLE,mild,0.0,0,131,21,1,0.8138626217842102,0.21523992717266083
ORACLE,mild,0.0,0,132,22,1,0.7702434062957764,0.23052318394184113
ORACLE,mild,0.0,0,133,23,1,0.7832293510437012,0.20173832774162292
ORACLE,mild,0.0,0,134,24,1,1.1095390319824219,0.1860869824886322
ORACLE,mild,0.0,0,135,25,1,1.0988612174987793,0.2170688658952713
ORACLE,mild,0.0,0,136,26,1,0.8580241799354553,0.21894323825836182
ORACLE,mild,0.0,0,137,27,1,0.8903337121009827,0.19122028350830078
ORACLE,mild,0.0,0,138,28,1,0.9077962040901184,0.24646085500717163
ORACLE,mild,0.0,0,139,29,1,0.9868159890174866,0.1804092824459076
ORACLE,mild,0.0,0,140,20,1,0.6599583625793457,0.1983410120010376
ORACLE,mild,0.0,0,141,21,1,0.8847806453704834,0.17544487118721008
ORACLE,mild,0.0,0,142,22,1,0.9804611802101135,0.20662236213684082
ORACLE,mild,0.0,0,143,23,1,0.8891189098358154,0.21606044471263885
ORACLE,mild,0.0,0,144,24,1,0.9869321584701538,0.1855311244726181
ORACLE,mild,0.0,0,145,25,1,0.8454311490058899,0.2180974930524826
ORACLE,mild,0.0,0,146,26,1,0.8583440184593201,0.1943056881427765
ORACLE,mild,0.0,0,147,27,1,0.8741900324821472,0.2004907727241516
ORACLE,mild,0.0,0,148,28,1,0.9298924803733826,0.20025354623794556
ORACLE,mild,0.0,0,149,29,1,0.9047057628631592,0.1901094764471054
ORACLE,mild,0.0,0,150,20,1,0.919479250907898,0.2165437936782837
ORACLE,mild,0.0,0,151,21,1,1.0240169763565063,0.2116984724998474
ORACLE,mild,0.0,0,152,22,1,1.0620828866958618,0.19025376439094543
ORACLE,mild,0.0,0,153,23,1,0.9468057155609131,0.1762656271457672
ORACLE,mild,0.0,0,154,24,1,0.8657641410827637,0.18434977531433105
ORACLE,mild,0.0,0,155,25,1,0.9004708528518677,0.21938744187355042
ORACLE,mild,0.0,0,156,26,1,0.9430699348449707,0.21645310521125793
ORACLE,mild,0.0,0,157,27,1,0.9496436715126038,0.19731520116329193
ORACLE,mild,0.0,0,158,28,1,1.0459418296813965,0.21660952270030975
ORACLE,mild,0.0,0,159,29,1,0.7906944155693054,0.1868254691362381
ORACLE,mild,0.0,0,160,20,1,0.8557202219963074,0.24506661295890808
ORACLE,mild,0.0,0,161,21,1,0.9751511812210083,0.22499245405197144
ORACLE,mild,0.0,0,162,22,1,0.9648456573486328,0.17846791446208954
ORACLE,mild,0.0,0,163,23,1,0.9545713663101196,0.2365339994430542
ORACLE,mild,0.0,0,164,24,1,0.9039270281791687,0.18038997054100037
ORACLE,mild,0.0,0,165,25,1,1.1012983322143555,0.20187991857528687
ORACLE,mild,0.0,0,166,26,1,0.9536117911338806,0.21605408191680908
ORACLE,mild,0.0,0,167,27,1,0.8243566751480103,0.21955592930316925
ORACLE,mild,0.0,0,168,28,1,1.0744504928588867,0.21746483445167542
ORACLE,mild,0.0,0,169,29,1,0.961542010307312,0.23185934126377106
ORACLE,mild,0.0,0,170,20,1,0.9883213639259338,0.20194952189922333
ORACLE,mild,0.0,0,171,21,1,0.83650141954422,0.20116768777370453
ORACLE,mild,0.0,0,172,22,1,1.0569748878479004,0.20356953144073486
ORACLE,mild,0.0,0,173,23,1,0.8368629217147827,0.21030032634735107
ORACLE,mild,0.0,0,174,24,1,0.8731149435043335,0.18239037692546844
ORACLE,mild,0.0,0,175,25,1,1.0027928352355957,0.21271058917045593
ORACLE,mild,0.0,0,176,26,1,0.9863051772117615,0.2005445659160614
ORACLE,mild,0.0,0,177,27,1,0.9516956210136414,0.2055974155664444
ORACLE,mild,0.0,0,178,28,1,0.9350613355636597,0.19274137914180756
ORACLE,mild,0.0,0,179,29,1,0.861652135848999,0.21718282997608185
ORACLE,mild,0.0,0,180,20,1,0.8123071789741516,0.1815633773803711
ORACLE,mild,0.0,0,181,21,1,0.9892162084579468,0.18793892860412598
ORACLE,mild,0.0,0,182,22,1,0.9271040558815002,0.20532061159610748
ORACLE,mild,0.0,0,183,23,1,0.9904400706291199,0.20895510911941528
ORACLE,mild,0.0,0,184,24,1,0.9130004644393921,0.2465997189283371
ORACLE,mild,0.0,0,185,25,1,0.8383342623710632,0.2231641411781311
ORACLE,mild,0.0,0,186,26,1,1.0098775625228882,0.1973295360803604
ORACLE,mild,0.0,0,187,27,1,0.9005656838417053,0.2380182147026062
ORACLE,mild,0.0,0,188,28,1,0.9360449314117432,0.21290917694568634
ORACLE,mild,0.0,0,189,29,1,0.9450066685676575,0.192722886800766
ORACLE,mild,0.0,0,190,20,1,0.8992118239402771,0.2042839676141739
ORACLE,mild,0.0,0,191,21,1,0.8589774966239929,0.2032669633626938
ORACLE,mild,0.0,0,192,22,1,1.123754858970642,0.1989404559135437
ORACLE,mild,0.0,0,193,23,1,0.8427045345306396,0.21143126487731934
ORACLE,mild,0.0,0,194,24,1,0.8634229302406311,0.20052602887153625
ORACLE,mild,0.0,0,195,25,1,0.859776496887207,0.24328967928886414
ORACLE,mild,0.0,0,196,26,1,1.0331230163574219,0.19533823430538177
ORACLE,mild,0.0,0,197,27,1,0.9132673740386963,0.2234131097793579
ORACLE,mild,0.0,0,198,28,1,0.9432714581489563,0.17976458370685577
ORACLE,mild,0.0,0,199,29,1,0.8830232620239258,0.17526710033416748
ORACLE,mild,0.0,1,0,20,1,0.9154199957847595,0.18994420766830444
ORACLE,mild,0.0,1,1,21,1,0.9851796627044678,0.17771485447883606
ORACLE,mild,0.0,1,2,22,1,0.8234126567840576,0.2150530070066452
ORACLE,mild,0.0,1,3,23,1,0.8332909941673279,0.1882525235414505
ORACLE,mild,0.0,1,4,24,1,0.9366863965988159,0.21012301743030548
ORACLE,mild,0.0,1,5,25,1,0.8879854083061218,0.1990767866373062
ORACLE,mild,0.0,1,6,26,1,0.8429334759712219,0.20727095007896423
ORACLE,mild,0.0,1,7,27,1,0.9301137924194336,0.18858063220977783
ORACLE,mild,0.0,1,8,28,1,1.0253492593765259,0.19899456202983856
ORACLE,mild,0.0,1,9,29,1,0.9306677579879761,0.22314772009849548
ORACLE,mild,0.0,1,10,20,1,1.0495057106018066,0.2393895983695984
ORACLE,mild,0.0,1,11,21,1,0.980803906917572,0.21241767704486847
ORACLE,mild,0.0,1,12,22,1,0.9424566030502319,0.2429308146238327
ORACLE,mild,0.0,1,13,23,1,0.9492679834365845,0.21622110903263092
ORACLE,mild,0.0,1,14,24,1,1.0717300176620483,0.21808770298957825
ORACLE,mild,0.0,1,15,25,1,0.9272006154060364,0.2385813146829605
ORACLE,mild,0.0,1,16,26,1,1.0242938995361328,0.20670641958713531
ORACLE,mild,0.0,1,17,27,1,0.8624651432037354,0.18967494368553162
ORACLE,mild,0.0,1,18,28,1,0.9380658268928528,0.20517781376838684
ORACLE,mild,0.0,1,19,29,1,0.8075908422470093,0.2053031325340271
ORACLE,mild,0.0,1,20,20,1,0.9736267328262329,0.20851552486419678
ORACLE,mild,0.0,1,21,21,1,0.9818830490112305,0.202457994222641
ORACLE,mild,0.0,1,22,22,1,1.010988473892212,0.19261358678340912
ORACLE,mild,0.0,1,23,23,1,0.9111492037773132,0.18398548662662506
ORACLE,mild,0.0,1,24,24,1,0.9246971607208252,0.2409818321466446
ORACLE,mild,0.0,1,25,25,1,0.8875054717063904,0.19731542468070984
ORACLE,mild,0.0,1,26,26,1,0.9565181136131287,0.17937898635864258
ORACLE,mild,0.0,1,27,27,1,0.9697219133377075,0.17197413742542267
ORACLE,mild,0.0,1,28,28,1,0.924911379814148,0.18836820125579834
ORACLE,mild,0.0,1,29,29,1,0.8426954746246338,0.23530717194080353
ORACLE,mild,0.0,1,30,20,1,0.8792322874069214,0.20736725628376007
ORACLE,mild,0.0,1,31,21,1,0.9226244688034058,0.22412540018558502
ORACLE,mild,0.0,1,32,22,1,1.0750844478607178,0.21711808443069458
ORACLE,mild,0.0,1,33,23,1,0.7772470116615295,0.19365552067756653
ORACLE,mild,0.0,1,34,24,1,0.851581871509552,0.20670868456363678
ORACLE,mild,0.0,1,35,25,0,0.710133969783783,0.22723127901554108
ORACLE,mild,0.0,1,36,26,1,0.7794597744941711,0.21411074697971344
ORACLE,mild,0.0,1,37,27,1,0.9337989687919617,0.20844389498233795
ORACLE,mild,0.0,1,38,28,1,0.9136326909065247,0.19198936223983765
ORACLE,mild,0.0,1,39,29,1,0.9226627945899963,0.20017991960048676
ORACLE,mild,0.0,1,40,20,1,0.8643712401390076,0.19789229333400726
ORACLE,mild,0.0,1,41,21,1,0.856807291507721,0.20433546602725983
ORACLE,mild,0.0,1,42,22,1,0.9899439215660095,0.18327182531356812
ORACLE,mild,0.0,1,43,23,1,1.031232237815857,0.2282753735780716
ORACLE,mild,0.0,1,44,24,1,0.8901136517524719,0.20687691867351532
ORACLE,mild,0.0,1,45,25,1,0.889029860496521,0.17337702214717865
ORACLE,mild,0.0,1,46,26,1,0.9739847183227539,0.2053035944700241
ORACLE,mild,0.0,1,47,27,1,0.9112334847450256,0.2391723394393921
ORACLE,mild,0.0,1,48,28,1,0.8477776050567627,0.2453049272298813
ORACLE,mild,0.0,1,49,29,1,1.0627336502075195,0.1960882544517517
ORACLE,mild,0.0,1,50,20,1,0.8685566186904907,0.21249918639659882
ORACLE,mild,0.0,1,51,21,1,0.8842129707336426,0.22887200117111206
ORACLE,mild,0.0,1,52,22,1,0.9610750079154968,0.21173420548439026
ORACLE,mild,0.0,1,53,23,1,0.9369022250175476,0.2506255805492401
ORACLE,mild,0.0,1,54,24,1,0.995123565196991,0.21325135231018066
ORACLE,mild,0.0,1,55,25,1,0.8598613739013672,0.19649609923362732
ORACLE,mild,0.0,1,56,26,1,0.9324241876602173,0.209561288356781
ORACLE,mild,0.0,1,57,27,1,0.90346759557724,0.22183799743652344
ORACLE,mild,0.0,1,58,28,1,0.9799256920814514,0.20432886481285095
ORACLE,mild,0.0,1,59,29,1,0.9760773777961731,0.18651969730854034
ORACLE,mild,0.0,1,60,20,1,0.9205612540245056,0.22027716040611267
ORACLE,mild,0.0,1,61,21,1,0.7843396663665771,0.2177322506904602
ORACLE,mild,0.0,1,62,22,1,0.9581391215324402,0.22305643558502197
ORACLE,mild,0.0,1,63,23,1,0.7850561738014221,0.23162059485912323
ORACLE,mild,0.0,1,64,24,1,0.9871180653572083,0.22070156037807465
ORACLE,mild,0.0,1,65,25,1,0.966656506061554,0.2047712653875351
ORACLE,mild,0.0,1,66,26,1,0.9699316024780273,0.18109437823295593
ORACLE,mild,0.0,1,67,27,1,0.8316739201545715,0.17240652441978455
ORACLE,mild,0.0,1,68,28,1,0.9362617135047913,0.1840190589427948
ORACLE,mild,0.0,1,69,29,1,0.8062512874603271,0.18148577213287354
ORACLE,mild,0.0,1,70,20,1,0.9811669588088989,0.20086278021335602
ORACLE,mild,0.0,1,71,21,1,0.9891685247421265,0.18844768404960632
ORACLE,mild,0.0,1,72,22,1,0.9097469449043274,0.1676136553287506
ORACLE,mild,0.0,1,73,23,1,0.8415469527244568,0.20075516402721405
ORACLE,mild,0.0,1,74,24,1,0.8365134000778198,0.20669104158878326
ORACLE,mild,0.0,1,75,25,1,0.9915364384651184,0.19189009070396423
ORACLE,mild,0.0,1,76,26,1,0.7956156134605408,0.2309267669916153
ORACLE,mild,0.0,1,77,27,1,0.9636472463607788,0.22347061336040497
ORACLE,mild,0.0,1,78,28,1,1.1391890048980713,0.21565371751785278
ORACLE,mild,0.0,1,79,29,1,0.9077249765396118,0.18612276017665863
ORACLE,mild,0.0,1,80,20,1,0.8373773694038391,0.2301199585199356
ORACLE,mild,0.0,1,81,21,1,0.8516923189163208,0.2120729684829712
ORACLE,mild,0.0,1,82,22,1,0.9278892874717712,0.2420480102300644
ORACLE,mild,0.0,1,83,23,1,0.9838573932647705,0.24609626829624176
ORACLE,mild,0.0,1,84,24,1,0.892329752445221,0.17314545810222626
ORACLE,mild,0.0,1,85,25,1,1.014527440071106,0.1924927979707718
ORACLE,mild,0.0,1,86,26,1,0.8924415707588196,0.2055305689573288
ORACLE,mild,0.0,1,87,27,1,0.8883103728294373,0.23249214887619019
ORACLE,mild,0.0,1,88,28,1,0.9027071595191956,0.194295272231102
ORACLE,mild,0.0,1,89,29,1,0.9338491559028625,0.2364027500152588
ORACLE,mild,0.0,1,90,20,1,0.9425845742225647,0.2159445434808731
ORACLE,mild,0.0,1,91,21,1,0.9237118363380432,0.18509896099567413
ORACLE,mild,0.0,1,92,22,1,0.9157375693321228,0.20395170152187347
ORACLE,mild,0.0,1,93,23,1,0.8950210213661194,0.23798391222953796
ORACLE,mild,0.0,1,94,24,1,0.974609911441803,0.17348240315914154
ORACLE,mild,0.0,1,95,25,1,0.772030770778656,0.20228718221187592
ORACLE,mild,0.0,1,96,26,1,0.8512054681777954,0.2066231071949005
ORACLE,mild,0.0,1,97,27,1,0.9427293539047241,0.20573389530181885
ORACLE,mild,0.0,1,98,28,1,0.884152352809906,0.2336251437664032
ORACLE,mild,0.0,1,99,29,1,0.7816533446311951,0.18871992826461792
ORACLE,mild,0.0,1,100,20,1,0.91888028383255,0.22860674560070038
ORACLE,mild,0.0,1,101,21,1,0.8954502940177917,0.21638473868370056
ORACLE,mild,0.0,1,102,22,1,0.9128795862197876,0.18443742394447327
ORACLE,mild,0.0,1,103,23,1,0.8446393013000488,0.18951435387134552
ORACLE,mild,0.0,1,104,24,1,0.9001113176345825,0.20346778631210327
ORACLE,mild,0.0,1,105,25,1,0.8619099259376526,0.22398224472999573
ORACLE,mild,0.0,1,106,26,1,1.008227825164795,0.20180173218250275
ORACLE,mild,0.0,1,107,27,1,0.9622340202331543,0.20353823900222778
ORACLE,mild,0.0,1,108,28,1,0.9451853036880493,0.1940215677022934
ORACLE,mild,0.0,1,109,29,1,0.9338038563728333,0.18640151619911194
ORACLE,mild,0.0,1,110,20,1,1.037528395652771,0.22534899413585663
ORACLE,mild,0.0,1,111,21,1,0.8560289740562439,0.22718699276447296
ORACLE,mild,0.0,1,112,22,1,0.9085380434989929,0.20033608376979828
ORACLE,mild,0.0,1,113,23,1,1.065306305885315,0.18592527508735657
ORACLE,mild,0.0,1,114,24,1,0.8811326026916504,0.2266029417514801
ORACLE,mild,0.0,1,115,25,1,1.000364065170288,0.23724468052387238
ORACLE,mild,0.0,1,116,26,1,1.0435283184051514,0.2216816544532776
ORACLE,mild,0.0,1,117,27,1,0.8460927605628967,0.1732298582792282
ORACLE,mild,0.0,1,118,28,1,0.8501707315444946,0.18900544941425323
ORACLE,mild,0.0,1,119,29,1,0.9113348722457886,0.2046174556016922
ORACLE,mild,0.0,1,120,20,1,0.8238077163696289,0.20828889310359955
ORACLE,mild,0.0,1,121,21,1,0.9366446733474731,0.2555800676345825
ORACLE,mild,0.0,1,122,22,1,0.8877514600753784,0.22129255533218384
ORACLE,mild,0.0,1,123,23,1,0.8776309490203857,0.2008417844772339
ORACLE,mild,0.0,1,124,24,1,0.9526527523994446,0.23355422914028168
ORACLE,mild,0.0,1,125,25,1,0.9200141429901123,0.2047165334224701
ORACLE,mild,0.0,1,126,26,1,1.0576884746551514,0.2148943841457367
ORACLE,mild,0.0,1,127,27,1,0.936198890209198,0.20976917445659637
ORACLE,mild,0.0,1,128,28,1,0.9344392418861389,0.19755852222442627
ORACLE,mild,0.0,1,129,29,1,0.8077927231788635,0.2149798423051834
ORACLE,mild,0.0,1,130,20,1,0.9012230038642883,0.18711495399475098
ORACLE,mild,0.0,1,131,21,1,0.9434248805046082,0.23951594531536102
ORACLE,mild,0.0,1,132,22,1,0.8072286248207092,0.2070249766111374
ORACLE,mild,0.0,1,133,23,1,0.9204415678977966,0.19300854206085205
ORACLE,mild,0.0,1,134,24,1,0.7656431794166565,0.2169000506401062
ORACLE,mild,0.0,1,135,25,1,0.8219004273414612,0.2218002825975418
ORACLE,mild,0.0,1,136,26,1,0.9368116855621338,0.19208671152591705
ORACLE,mild,0.0,1,137,27,1,0.9306454062461853,0.1687394082546234
ORACLE,mild,0.0,1,138,28,1,0.8313170671463013,0.20247457921504974
ORACLE,mild,0.0,1,139,29,1,0.9892289042472839,0.20836640894412994
ORACLE,mild,0.0,1,140,20,1,0.9502156376838684,0.2184152603149414
ORACLE,mild,0.0,1,141,21,1,0.9702664017677307,0.20568707585334778
ORACLE,mild,0.0,1,142,22,1,0.8565091490745544,0.2290385514497757
ORACLE,mild,0.0,1,143,23,1,0.9683358073234558,0.20867057144641876
ORACLE,mild,0.0,1,144,24,1,0.9146779775619507,0.17090196907520294
ORACLE,mild,0.0,1,145,25,1,0.9520384073257446,0.19315291941165924
ORACLE,mild,0.0,1,146,26,1,0.9955900311470032,0.19262294471263885
ORACLE,mild,0.0,1,147,27,1,0.8227922916412354,0.18195748329162598
ORACLE,mild,0.0,1,148,28,1,0.9942402839660645,0.21307513117790222
ORACLE,mild,0.0,1,149,29,1,0.9608128666877747,0.2220456302165985
ORACLE,mild,0.0,1,150,20,1,0.8898201584815979,0.2006346732378006
ORACLE,mild,0.0,1,151,21,1,0.8392125368118286,0.1702173799276352
ORACLE,mild,0.0,1,152,22,1,0.7912938594818115,0.1958896517753601
ORACLE,mild,0.0,1,153,23,1,0.9062305092811584,0.21515177190303802
ORACLE,mild,0.0,1,154,24,1,0.9099845886230469,0.1738635003566742
ORACLE,mild,0.0,1,155,25,1,0.8252549767494202,0.2347259819507599
ORACLE,mild,0.0,1,156,26,1,0.9013749957084656,0.19637733697891235
ORACLE,mild,0.0,1,157,27,1,1.0428569316864014,0.2119424045085907
